Number of frames: 3436
Frequency: 100
Units: mm

Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
1, 0.621625423, 0.766425371, 0.161783665, 0.777805150,-0.628397644,-0.011642451, 0.092741407, 0.133073404,-0.986757576,-20.614242554, 3.232661486,62.764686584, 0.325718671,-0.579418123, 0.814393997,-0.032204073, 0.813350737, 0.580307901, 0.041272510, 0.052300360,-0.002279168,-0.998628795,135.829437256,-241.226577759,-1586.369506836, 0.142964929,-0.188051209, 0.975572646,-0.113555066,-0.981111288,-0.191930413,-0.024154972,-0.045359600, 0.106867783, 0.993238032,-99.158912659,297.700378418,-136.072418213, 0.107963562,
2, 0.622035325, 0.766059637, 0.161940500, 0.777520120,-0.628737390,-0.012317302, 0.092382260, 0.133573800,-0.986723602,-20.628398895, 3.231315613,62.763874054, 0.325515747,-0.579385698, 0.814412713,-0.032313436, 0.813358605, 0.580281734, 0.041483074, 0.052535240,-0.002247712,-0.998616576,135.830474854,-241.227249146,-1586.369506836, 0.143050820,-0.188089997, 0.975586176,-0.113374375,-0.981110573,-0.191948622,-0.024038563,-0.045213744, 0.106711380, 0.993261516,-99.115653992,297.708068848,-136.086151123, 0.109406009,
3, 0.622280002, 0.765991688, 0.161320820, 0.777386367,-0.628898680,-0.012526556, 0.091859214, 0.133203626,-0.986822546,-20.599445343, 3.238061666,62.800155640, 0.326074153,-0.579404354, 0.814406991,-0.032120485, 0.813378632, 0.580289125, 0.040984221, 0.052017011,-0.002379678,-0.998643339,135.830780029,-241.226562500,-1586.368896484, 0.144078255,-0.188076541, 0.975672007,-0.112655818,-0.981121898,-0.191896722,-0.023986630,-0.045021366, 0.106017776, 0.993344486,-99.188911438,297.691192627,-136.073150635, 0.109656550,
4, 0.622381926, 0.766003668, 0.160869807, 0.777410626,-0.628852308,-0.013322389, 0.090958342, 0.133353502,-0.986885667,-20.598041534, 3.239565372,62.786685944, 0.327316403,-0.579444468, 0.814378321,-0.032125290, 0.813347936, 0.580329537, 0.041021775, 0.052050501,-0.002359198,-0.998641670,135.831176758,-241.225418091,-1586.369995117, 0.143417507,-0.188034758, 0.975677431,-0.112678885,-0.981134295,-0.191845641,-0.023891943,-0.044927780, 0.106060594, 0.993344188,-99.199691772,297.689147949,-136.074401855, 0.108680494,
5, 0.622284174, 0.766026378, 0.161139563, 0.777445555,-0.628814697,-0.013053582, 0.091327541, 0.133400276,-0.986845255,-20.611507416, 3.233114243,62.795955658, 0.327897370,-0.579458117, 0.814365923,-0.032193258, 0.813328564, 0.580347061, 0.041157488, 0.052200519,-0.002334655,-0.998633862,135.831878662,-241.225280762,-1586.371582031, 0.143547788,-0.187972814, 0.975633383,-0.113162257,-0.981148243,-0.191790894,-0.023757227,-0.044881836, 0.106563240, 0.993292451,-99.186134338,297.691345215,-136.082443237, 0.107794620,
6, 0.622384787, 0.765764892, 0.161991730, 0.777385235,-0.628869116,-0.013993280, 0.091156043, 0.134639189,-0.986692846,-20.632772446, 3.242634773,62.761447906, 0.326577455,-0.579393625, 0.814399004,-0.032516293, 0.813344657, 0.580300331, 0.041496545, 0.052663960,-0.002404120,-0.998609364,135.832885742,-241.225585938,-1586.371948242, 0.142662823,-0.187950745, 0.975520849,-0.114164300,-0.981146336,-0.191807941,-0.023698123,-0.045015637, 0.107557803, 0.993179202,-99.104660034,297.688201904,-136.145950317, 0.107279949,
7, 0.622556269, 0.765751064, 0.161397263, 0.777357161,-0.628886998,-0.014731830, 0.090219729, 0.134634718,-0.986779571,-20.602781296, 3.237063169,62.798809052, 0.326402843,-0.579420865, 0.814391732,-0.032209788, 0.813357115, 0.580310583, 0.041107662, 0.052169427,-0.002379421,-0.998635411,135.831985474,-241.224456787,-1586.371582031, 0.143857062,-0.188088402, 0.975575984,-0.113464549,-0.981138349,-0.191883773,-0.023412136,-0.044612326, 0.106920876, 0.993266165,-99.176582336,297.687530518,-136.091201782, 0.108787209,
8, 0.622838140, 0.765503824, 0.161482573, 0.777219594,-0.629030228,-0.015834246, 0.089456245, 0.135369584,-0.986748517,-20.598070145, 3.240747690,62.820491791, 0.327259809,-0.579408407, 0.814396441,-0.032316152, 0.813368678, 0.580303371, 0.040981125, 0.052128054,-0.002540139,-0.998637199,135.831375122,-241.223754883,-1586.366455078, 0.144131333,-0.188089848, 0.975596309,-0.113287166,-0.981142640,-0.191869915,-0.023344316,-0.044511031, 0.106760047, 0.993287981,-99.178230286,297.665069580,-136.132629395, 0.108557887,
9, 0.623188615, 0.765203059, 0.161555544, 0.777029335,-0.629235327,-0.016978854, 0.088664189, 0.136114419,-0.986717522,-20.605554581, 3.252964735,62.837009430, 0.326040834,-0.579367459, 0.814414680,-0.032589279, 0.813386321, 0.580276787, 0.041007269, 0.052307725,-0.002749398,-0.998627186,135.829010010,-241.224670410,-1586.362426758, 0.143516451,-0.188042819, 0.975574315,-0.113554411,-0.981137097,-0.191864565,-0.023621785,-0.044831876, 0.106970541, 0.993250906,-99.141311646,297.641815186,-136.205947876, 0.108069614,
10, 0.623366356, 0.764891863, 0.162341744, 0.776864052,-0.629427552,-0.017413160, 0.088863179, 0.136972249,-0.986580968,-20.601829529, 3.231928587,62.786010742, 0.324744403,-0.579410136, 0.814394414,-0.032337204, 0.813348591, 0.580307007, 0.041327138, 0.052422095,-0.002356057,-0.998622239,135.825912476,-241.227233887,-1586.368164063, 0.142892465,-0.188002482, 0.975626230,-0.113174558,-0.981124640,-0.191862971,-0.024145655,-0.045271143, 0.106498905, 0.993281662,-99.141410828,297.691223145,-136.104904175, 0.108512677,
