Number of frames: 3884
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,iStemMarker_GT x,iStemMarker_GT y,iStemMarker_GT z,iStemMarker_LT x,iStemMarker_LT y,iStemMarker_LT z,iStemMarker_P1 x,iStemMarker_P1 y,iStemMarker_P1 z,iStemMarker_P2 x,iStemMarker_P2 y,iStemMarker_P2 z,iStemMarker_P3 x,iStemMarker_P3 y,iStemMarker_P3 z,iStemMarker_P4 x,iStemMarker_P4 y,iStemMarker_P4 z,iStemMarker_P5 x,iStemMarker_P5 y,iStemMarker_P5 z,iStemMarker_P6 x,iStemMarker_P6 y,iStemMarker_P6 z,iStemMarker_SL x,iStemMarker_SL y,iStemMarker_SL z,iStemMarker_SH x,iStemMarker_SH y,iStemMarker_SH z,iStemMarker_SB x,iStemMarker_SB y,iStemMarker_SB z,iStemMarker_Surf1 x,iStemMarker_Surf1 y,iStemMarker_Surf1 z,iStemMarker_Surf2 x,iStemMarker_Surf2 y,iStemMarker_Surf2 z
365,38.393806458,-36.770206451,106.452545166,20.416950226,-45.322196960,110.861808777,37.855010986,-54.126350403,116.068000793,144.819198608,-253.663528442,-1591.237915039,130.925292969,-239.519927979,-1590.050659180,150.170410156,-234.331436157,-1590.712646484,-130.705230713,296.022338867,-139.396224976,-131.236831665,276.269470215,-136.655868530,-113.546920776,285.361053467,-138.672302246,19.468830109,36.684761047,93.590232849,39.791030884,53.109928131,80.160606384,-18.896249771,98.381690979,94.923019409,-11.476499557,99.016662598,123.955421448,-6.088216305,97.338111877,67.026924133,-20.730344772,62.494949341,94.848609924,-15.238674164,63.481422424,122.303657532,-5.520997047,52.242984772,65.900329590,28.062500000,42.263408661,96.046272278,40.819389343,57.398803711,100.561798096,26.247381210,57.262851715,97.083114624,40.446651459,55.754627228,107.232528687,43.664012909,57.589622498,94.802856445,
366,38.515476227,-36.577449799,106.683242798,20.553211212,-45.159603119,111.090072632,38.003684998,-53.909023285,116.351104736,144.819076538,-253.661270142,-1591.239501953,130.922256470,-239.518356323,-1590.045532227,150.173477173,-234.331207275,-1590.712524414,-130.641006470,296.017791748,-139.463165283,-131.170989990,276.267272949,-136.727767944,-113.485366821,285.359283447,-138.733901978,19.455713272,36.646915436,93.533737183,39.782173157,53.077171326,80.116767883,-18.916505814,98.339477539,94.862869263,-11.509759903,98.968917847,123.898612976,-6.095902920,97.303321838,66.972251892,-20.746753693,62.452564240,94.779861450,-15.267441750,63.433650970,122.237586975,-5.523391247,52.208518982,65.836006165,28.047719955,42.225940704,95.994789124,40.800968170,57.361717224,100.519378662,26.230524063,57.224967957,97.034187317,40.425434113,55.716049194,107.189491272,43.648147583,57.554092407,94.761772156,
367,38.654533386,-36.456672668,106.802879333,20.704494476,-45.091396332,111.200103760,38.173324585,-53.774257660,116.504539490,144.819931030,-253.660720825,-1591.242919922,130.924453735,-239.519668579,-1590.046142578,150.174911499,-234.331787109,-1590.709350586,-130.621047974,296.058074951,-139.392028809,-131.154129028,276.306365967,-136.668640137,-113.468955994,285.399139404,-138.664733887,19.395856857,36.537723541,93.488441467,39.726932526,52.974632263,80.086730957,-18.972511292,98.232093811,94.844505310,-11.573330879,98.843605042,123.882591248,-6.144682407,97.211791992,66.956611633,-20.805181503,62.345352173,94.739486694,-15.332981110,63.309593201,122.199264526,-5.574947357,52.117633820,65.793601990,27.987585068,42.114673615,95.955123901,40.740688324,57.246871948,100.492019653,26.171148300,57.113197327,97.002944946,40.363281250,55.597213745,107.161170959,43.589378357,57.442501068,94.735282898,
368,38.868488312,-36.268028259,106.911437988,20.941343307,-44.956829071,111.266853333,38.423965454,-53.585418701,116.608177185,144.819641113,-253.659118652,-1591.229492188,130.926193237,-239.519073486,-1590.048583984,150.175308228,-234.330230713,-1590.713378906,-130.726028442,295.984741211,-139.449127197,-131.259033203,276.233367920,-136.713302612,-113.571113586,285.323852539,-138.729644775,19.458181381,36.588012695,93.462646484,39.779830933,53.014888763,80.034393311,-18.902942657,98.287017822,94.813568115,-11.479747772,98.915138245,123.845161438,-6.098227024,97.248756409,66.915695190,-20.739250183,62.400405884,94.731475830,-15.244316101,63.380508423,122.186080933,-5.533918858,52.153865814,65.779060364,28.052484512,42.165596008,95.918922424,40.810832977,57.299232483,100.436355591,26.238410950,57.164932251,96.959342957,40.438770294,55.653606415,107.106704712,43.654788971,57.491123199,94.677139282,
369,38.914913177,-36.240070343,106.938133240,20.992462158,-44.945796967,111.279830933,38.480667114,-53.557621002,116.637748718,144.819091797,-253.662597656,-1591.236206055,130.924041748,-239.519622803,-1590.049926758,150.171829224,-234.330108643,-1590.712036133,-130.711273193,296.017333984,-139.398422241,-131.239883423,276.265380859,-136.667892456,-113.553863525,285.359649658,-138.678894043,19.491666794,36.592441559,93.470054626,39.811923981,53.027233124,80.049293518,-18.883110046,98.282730103,94.830688477,-11.464779854,98.904907227,123.863685608,-6.073609352,97.254570007,66.934700012,-20.711599350,62.395748138,94.738983154,-15.221356392,63.369876862,122.194839478,-5.499297142,52.160083771,65.786407471,28.084360123,42.171249390,95.929214478,40.838665009,57.306465149,100.452629089,26.266836166,57.169914246,96.973121643,40.465873718,55.659015656,107.122444153,43.683517456,57.500495911,94.693931580,
370,38.959091187,-36.248817444,106.895126343,21.038599014,-44.968463898,111.217842102,38.528732300,-53.578960419,116.583511353,144.818832397,-253.663879395,-1591.233032227,130.924026489,-239.519241333,-1590.046142578,150.171112061,-234.331405640,-1590.704223633,-130.696731567,296.056610107,-139.323364258,-131.225402832,276.304199219,-136.594436646,-113.540916443,285.399719238,-138.602203369,19.481006622,36.618255615,93.545921326,39.802631378,53.054805756,80.129478455,-18.896028519,98.307144165,94.906089783,-11.481888771,98.927253723,123.940200806,-6.082537174,97.281623840,67.011871338,-20.723308563,62.420108795,94.811271667,-15.237011909,63.392234802,122.267913818,-5.506518841,52.187255859,65.860000610,28.073173523,42.197162628,96.006782532,40.826320648,57.332458496,100.533248901,26.254985809,57.195674896,97.051750183,40.452629089,55.684452057,107.202842712,43.671993256,57.527023315,94.774955750,
371,39.047237396,-36.244091034,106.813255310,21.127761841,-44.989761353,111.101448059,38.619422913,-53.594272614,116.457382202,144.816604614,-253.660873413,-1591.229370117,130.921859741,-239.517379761,-1590.050048828,150.168075562,-234.329956055,-1590.703613281,-130.757537842,296.060363770,-139.259002686,-131.286193848,276.307769775,-136.529342651,-113.600929260,285.404907227,-138.548797607,19.568841934,36.626148224,93.518249512,39.881870270,53.062580109,80.088546753,-18.807548523,98.314918518,94.901947021,-11.374898911,98.935455322,123.931274414,-6.011798382,97.289062500,66.999610901,-20.634738922,62.427879333,94.808776855,-15.130979538,63.400413513,122.261970520,-5.436369419,52.194667816,65.848045349,28.162538528,42.205120087,95.973579407,40.918521881,57.340511322,100.491699219,26.344982147,57.203636169,97.019432068,40.549083710,55.692619324,107.161575317,43.760536194,57.535030365,94.731521606,
372,39.036296844,-36.218826294,106.750022888,21.117254257,-44.975677490,111.010337830,38.610065460,-53.579078674,116.362182617,144.816314697,-253.661376953,-1591.234130859,130.923400879,-239.519912720,-1590.045654297,150.169158936,-234.330108643,-1590.709106445,-130.693405151,296.015625000,-139.416854858,-131.222244263,276.263397217,-136.681655884,-113.537239075,285.360595703,-138.695953369,19.540431976,36.654529572,93.501792908,39.858715057,53.087829590,80.076347351,-18.838914871,98.342239380,94.850753784,-11.419045448,98.971496582,123.883178711,-6.030854702,97.308761597,66.954200745,-20.664703369,62.455104828,94.767166138,-15.173043251,63.435813904,122.222434998,-5.453223228,52.214065552,65.816078186,28.132841110,42.234539032,95.959175110,40.886253357,57.371734619,100.478569031,26.314237595,57.233295441,97.000000000,40.513946533,55.725765228,107.148803711,43.730781555,57.564689636,94.719650269,
373,39.100315094,-36.207649231,106.655570984,21.187368393,-44.998516083,110.866783142,38.681316376,-53.593540192,116.229972839,144.818054199,-253.664215088,-1591.234619141,130.924835205,-239.521316528,-1590.047485352,150.173721313,-234.333435059,-1590.711059570,-130.668518066,296.024322510,-139.422256470,-131.200286865,276.272735596,-136.684555054,-113.515060425,285.366973877,-138.697631836,19.497907639,36.672824860,93.550270081,39.820274353,53.101501465,80.125343323,-18.872911453,98.366127014,94.886093140,-11.456778526,98.998153687,123.919441223,-6.061356068,97.327156067,66.991462708,-20.703752518,62.479228973,94.806991577,-15.215553284,63.462791443,122.262840271,-5.489915848,52.232238770,65.859321594,28.090778351,42.251956940,96.008178711,40.845733643,57.387954712,100.527221680,26.274158478,57.251106262,97.046676636,40.472324371,55.742897034,107.197570801,43.691051483,57.579734802,94.768653870,
374,39.193950653,-36.189834595,106.564346313,21.286277771,-45.018417358,110.741844177,38.790409088,-53.595867157,116.105201721,144.819427490,-253.661407471,-1591.233764648,130.926834106,-239.520904541,-1590.050292969,150.174377441,-234.332626343,-1590.710327148,-130.706771851,296.031036377,-139.372421265,-131.236816406,276.280456543,-136.634109497,-113.552879333,285.374969482,-138.649963379,19.508052826,36.696441650,93.587287903,39.827545166,53.125789642,80.158782959,-18.866037369,98.387626648,94.926521301,-11.445709229,99.021080017,123.958663940,-6.058454990,97.348411560,67.029945374,-20.694875717,62.500621796,94.848907471,-15.202743530,63.485446930,122.303924561,-5.484672546,52.253479004,65.899307251,28.100973129,42.276130676,96.043586731,40.855735779,57.412994385,100.560226440,26.283658981,57.275211334,97.081901550,40.483386993,55.768154144,107.230834961,43.700199127,57.604736328,94.801307678,
375,39.254081726,-36.180191040,106.499618530,21.355518341,-45.037708282,110.664611816,38.863880157,-53.595298767,116.029251099,144.820755005,-253.662597656,-1591.231689453,130.930770874,-239.522033691,-1590.046386719,150.176101685,-234.332199097,-1590.703002930,-130.698028564,296.064208984,-139.309020996,-131.227127075,276.312377930,-136.575119019,-113.540237427,285.406738281,-138.583694458,19.454303741,36.681358337,93.639236450,39.777458191,53.114044189,80.220405579,-18.921466827,98.371475220,94.980377197,-11.509837151,98.998764038,124.014999390,-6.105543613,97.338584900,67.087577820,-20.749532700,62.484451294,94.894493103,-15.265627861,63.463409424,122.351425171,-5.530480385,52.243904114,65.947311401,28.046367645,42.260688782,96.099411011,40.799468994,57.396846771,100.623100281,26.228435516,57.259517670,97.140441895,40.425144196,55.750549316,107.293197632,43.645645142,57.589900970,94.865074158,
376,39.331298828,-36.173290253,106.450996399,21.443914413,-45.050083160,110.607269287,38.962711334,-53.595676422,115.973571777,144.821975708,-253.663360596,-1591.231201172,130.930465698,-239.520355225,-1590.048217773,150.178710938,-234.333755493,-1590.698608398,-130.685165405,296.120605469,-139.202301025,-131.220855713,276.366821289,-136.474960327,-113.529541016,285.458892822,-138.483276367,19.429519653,36.615741730,93.634170532,39.755245209,53.047542572,80.218154907,-18.929220200,98.315856934,95.002326965,-11.513228416,98.931045532,124.036003113,-6.117582798,97.289146423,67.107200623,-20.767089844,62.429355621,94.904235840,-15.278962135,63.397296906,122.360694885,-5.554984093,52.194721222,65.951171875,28.023458481,42.191875458,96.095138550,40.781345367,57.322982788,100.622215271,26.209766388,57.190834045,97.141571045,40.407550812,55.674461365,107.291725159,43.626750946,57.517253876,94.863876343,
377,39.440143585,-36.054645538,106.442695618,21.562608719,-44.956062317,110.606437683,39.095806122,-53.474525452,115.967994690,144.821655273,-253.662048340,-1591.228515625,130.927597046,-239.520797729,-1590.050659180,150.175598145,-234.331405640,-1590.707641602,-130.760665894,296.029296875,-139.332214355,-131.293106079,276.276519775,-136.589065552,-113.604652405,285.373321533,-138.609817505,19.478200912,36.740760803,93.664161682,39.796340942,53.166728973,80.229499817,-18.894254684,98.433151245,94.995056152,-11.470155716,99.072708130,124.026123047,-6.090323925,97.387580872,67.097038269,-20.723960876,62.546173096,94.925468445,-15.228219986,63.536804199,122.379508972,-5.517739773,52.292396545,65.976058960,28.071577072,42.320770264,96.118186951,40.827278137,57.458312988,100.629890442,26.254749298,57.320129395,97.153457642,40.455753326,55.814941406,107.300880432,43.670997620,57.648742676,94.870590210,
378,39.449317932,-36.011642456,106.476112366,21.577070236,-44.928371429,110.616371155,39.114498138,-53.430194855,115.991928101,144.818771362,-253.662658691,-1591.235229492,130.925765991,-239.519012451,-1590.046630859,150.172439575,-234.331680298,-1590.707275391,-130.669433594,296.050994873,-139.369827271,-131.201553345,276.297454834,-136.633575439,-113.513854980,285.395019531,-138.644821167,19.495687485,36.689353943,93.592918396,39.818027496,53.120571136,80.170974731,-18.879447937,98.379913330,94.930793762,-11.465719223,99.009963989,123.964775085,-6.065538406,97.344207764,67.037147522,-20.707838058,62.492889404,94.848556519,-15.221931458,63.474483490,122.304847717,-5.490931988,52.249431610,65.901153564,28.087987900,42.268852234,96.051841736,40.841541290,57.405334473,100.573280334,26.270265579,57.267787933,97.091537476,40.467697144,55.759685516,107.243507385,43.687294006,57.597805023,94.814964294,
379,39.469280243,-35.977626801,106.479331970,21.603431702,-44.910160065,110.620849609,39.146686554,-53.393077850,116.008674622,144.816772461,-253.662033081,-1591.238525391,130.922378540,-239.520080566,-1590.040893555,150.170654297,-234.330581665,-1590.702270508,-130.625000000,296.071441650,-139.367889404,-131.156707764,276.316711426,-136.634994507,-113.471557617,285.413818359,-138.632766724,19.389839172,36.675960541,93.655151367,39.720813751,53.109596252,80.249237061,-18.987312317,98.365608215,94.976898193,-11.592930794,98.991348267,124.015953064,-6.154838085,97.334419250,67.091651917,-20.814996719,62.478576660,94.887977600,-15.347382545,63.456047058,122.348083496,-5.578638554,52.239818573,65.949180603,27.980390549,42.255229950,96.120742798,40.730659485,57.391262054,100.652793884,26.161703110,57.253978729,97.161392212,40.352405548,55.744586945,107.322525024,43.580257416,57.584674835,94.896499634,
380,39.623401642,-35.873676300,106.476272583,21.767364502,-44.834403992,110.629447937,39.324726105,-53.291893005,116.015083313,144.813659668,-253.660751343,-1591.231567383,130.918945313,-239.521316528,-1590.047851563,150.169540405,-234.328872681,-1590.707763672,-130.730743408,296.023895264,-139.372451782,-131.260818481,276.270202637,-136.632492065,-113.578330994,285.367401123,-138.641403198,19.397565842,36.714012146,93.672080994,39.721912384,53.143669128,80.251304626,-18.981019974,98.402854919,94.990043640,-11.573484421,99.038879395,124.025413513,-6.161135674,97.362457275,67.099189758,-20.807558060,62.515739441,94.914276123,-15.327519417,63.502887726,122.371589661,-5.583982944,52.267471313,65.972061157,27.989048004,42.294410706,96.131774902,40.740863800,57.432422638,100.653015137,26.170341492,57.293468475,97.168159485,40.365695953,55.788036346,107.323425293,43.587844849,57.623931885,94.895256042,
381,39.709442139,-35.801315308,106.511718750,21.867191315,-44.800392151,110.642677307,39.431266785,-53.227272034,116.051597595,144.815322876,-253.662612915,-1591.235717773,130.920898438,-239.519821167,-1590.050292969,150.167510986,-234.328842163,-1590.707519531,-130.725708008,296.044830322,-139.326034546,-131.258468628,276.293121338,-136.588516235,-113.570739746,285.390197754,-138.600906372,19.444223404,36.700286865,93.651199341,39.766281128,53.130397797,80.227455139,-18.930513382,98.391151428,94.985656738,-11.515967369,99.023292542,124.019485474,-6.117411613,97.353355408,67.091674805,-20.759103775,62.504158020,94.906074524,-15.272419930,63.487701416,122.362213135,-5.543099403,52.258480072,65.959075928,28.036624908,42.279918671,96.109550476,40.790397644,57.416652679,100.629379272,26.219009399,57.278938293,97.148162842,40.416736603,55.771495819,107.299804688,43.635997772,57.608680725,94.871047974,
382,39.816249847,-35.689334869,106.568374634,21.987747192,-44.718112946,110.694412231,39.567905426,-53.107479095,116.113357544,144.819412231,-253.661041260,-1591.233398438,130.923934937,-239.520553589,-1590.048095703,150.169174194,-234.328857422,-1590.707763672,-130.751770020,296.012054443,-139.368911743,-131.281356812,276.260681152,-136.627532959,-113.591629028,285.357421875,-138.644454956,19.475610733,36.722789764,93.634475708,39.794349670,53.151748657,80.204330444,-18.903322220,98.411193848,94.963180542,-11.484183311,99.049468994,123.995567322,-6.094591141,97.368888855,67.067337036,-20.729356766,62.524036407,94.890724182,-15.238370895,63.513294220,122.345848083,-5.517230511,52.273841858,65.943199158,28.068006516,42.303489685,96.090286255,40.821422577,57.442024231,100.605194092,26.249494553,57.302589417,97.126335144,40.448928833,55.798118591,107.276039124,43.666091919,57.633132935,94.846397400,
383,39.877632141,-35.609264374,106.630409241,22.058052063,-44.655189514,110.753570557,39.648067474,-53.017395020,116.192031860,144.820419312,-253.660491943,-1591.232910156,130.924224854,-239.519302368,-1590.041992188,150.172241211,-234.329544067,-1590.703979492,-130.692108154,296.030487061,-139.391662598,-131.221847534,276.276885986,-136.650161743,-113.532402039,285.372650146,-138.664489746,19.488365173,36.730899811,93.632720947,39.809925079,53.158798218,80.205528259,-18.887403488,98.421371460,94.956085205,-11.472378731,99.059165955,123.989570618,-6.074731350,97.378456116,67.062080383,-20.715387344,62.534324646,94.883316040,-15.228279114,63.523204803,122.339248657,-5.499677658,52.283378601,65.937973022,28.080715179,42.311130524,96.089912415,40.834300995,57.448955536,100.606628418,26.262868881,57.310325623,97.125633240,40.460773468,55.805053711,107.277374268,43.679813385,57.639934540,94.848098755,
384,39.949878693,-35.551834106,106.675193787,22.141891479,-44.612155914,110.810844421,39.737709045,-52.953960419,116.259803772,144.822296143,-253.661788940,-1591.237426758,130.929809570,-239.518707275,-1590.042602539,150.175781250,-234.329544067,-1590.704467773,-130.638168335,296.057312012,-139.385314941,-131.169494629,276.302246094,-136.651565552,-113.481872559,285.397491455,-138.655090332,19.432653427,36.659206390,93.600181580,39.760581970,53.091064453,80.187553406,-18.940050125,98.351409912,94.931762695,-11.536698341,98.977638245,123.968437195,-6.116192341,97.318458557,67.042480469,-20.770097733,62.464496613,94.844573975,-15.294000626,63.442527771,122.303009033,-5.543313026,52.223766327,65.901306152,28.024330139,42.237991333,96.062896729,40.776985168,57.373332977,100.590713501,26.206947327,57.236900330,97.103759766,40.400672913,55.726898193,107.260505676,43.624816895,57.566371918,94.833457947,
385,40.054416656,-35.470462799,106.731269836,22.259410858,-44.558792114,110.867973328,39.869052887,-52.870201111,116.324150085,144.821823120,-253.664993286,-1591.239990234,130.927352905,-239.518264771,-1590.042480469,150.176025391,-234.330307007,-1590.705200195,-130.605819702,296.070739746,-139.392211914,-131.139541626,276.314422607,-136.659439087,-113.451087952,285.409393311,-138.655975342,19.361509323,36.651920319,93.637298584,39.695461273,53.083164215,80.233024597,-19.007919312,98.346397400,94.957366943,-11.615423203,98.970809937,123.996986389,-6.173683167,97.313980103,67.072990417,-20.840131760,62.459606171,94.867744446,-15.374254227,63.436008453,122.328292847,-5.603126049,52.219318390,65.929893494,27.952604294,42.230072021,96.103530884,40.704479218,57.364418030,100.636741638,26.135740280,57.229030609,97.144378662,40.325561523,55.717693329,107.306457520,43.554489136,57.557537079,94.880538940,
386,40.229965210,-35.355419159,106.771888733,22.454067230,-44.468742371,110.916114807,40.081867218,-52.742858887,116.379203796,144.819808960,-253.663116455,-1591.237548828,130.925979614,-239.518722534,-1590.049194336,150.175674438,-234.330184937,-1590.712158203,-130.666534424,296.037261963,-139.414138794,-131.197006226,276.281097412,-136.671737671,-113.507957458,285.375885010,-138.682464600,19.445671082,36.734207153,93.652587891,39.771274567,53.160266876,80.229370117,-18.926248550,98.427307129,94.965438843,-11.517562866,99.065643311,124.000465393,-6.107526779,97.382553101,67.074279785,-20.756628036,62.540382385,94.893585205,-15.275469780,63.529861450,122.350555420,-5.535239220,52.287380219,65.951843262,28.037853241,42.313957214,96.111450195,40.791461945,57.451076508,100.630470276,26.220785141,57.313312531,97.146316528,40.416355133,55.807460785,107.301208496,43.638237000,57.641670227,94.872642517,
387,40.398700714,-35.269531250,106.800193787,22.637056351,-44.409282684,110.964721680,40.282695770,-52.648075104,116.424980164,144.819702148,-253.662963867,-1591.235961914,130.925369263,-239.518203735,-1590.054077148,150.173995972,-234.328964233,-1590.713623047,-130.725173950,296.030181885,-139.366119385,-131.251922607,276.275299072,-136.629058838,-113.565826416,285.369323730,-138.647949219,19.541900635,36.670654297,93.537467957,39.858551025,53.101146698,80.106010437,-18.831630707,98.361869812,94.890602112,-11.404999733,98.992645264,123.921295166,-6.030128479,97.325180054,66.991302490,-20.660629272,62.474895477,94.810157776,-15.162528992,63.457168579,122.264144897,-5.456756115,52.230335236,65.856353760,28.135383606,42.250080109,95.992507935,40.891193390,57.386478424,100.507667542,26.318372726,57.249076843,97.032501221,40.520278931,55.741039276,107.178153992,43.734401703,57.578742981,94.748199463,
388,40.490451813,-35.191673279,106.868293762,22.743453979,-44.355514526,111.018569946,40.398944855,-52.567108154,116.497314453,144.819015503,-253.663909912,-1591.237548828,130.923004150,-239.521148682,-1590.049194336,150.170349121,-234.330917358,-1590.711303711,-130.709579468,296.021545410,-139.397506714,-131.235198975,276.265838623,-136.661987305,-113.550125122,285.362335205,-138.676086426,19.529209137,36.659450531,93.521385193,39.847305298,53.093051910,80.096008301,-18.850944519,98.346672058,94.870391846,-11.431154251,98.975990295,123.902832031,-6.042812347,97.313392639,66.973838806,-20.676259995,62.459506989,94.786735535,-15.184661865,63.440246582,122.241958618,-5.464587688,52.218700409,65.835670471,28.121534348,42.239582062,95.978927612,40.874755859,57.376930237,100.498260498,26.302761078,57.238311768,97.019546509,40.502449036,55.730941772,107.168495178,43.719299316,57.569931030,94.739326477,
389,40.508274078,-35.150539398,106.874626160,22.751115799,-44.298480988,111.041084290,40.400356293,-52.538375854,116.498153687,144.818313599,-253.663162231,-1591.244506836,130.924942017,-239.521102905,-1590.048828125,150.171890259,-234.331710815,-1590.711425781,-130.634872437,296.057678223,-139.398941040,-131.163116455,276.299133301,-136.659576416,-113.477767944,285.398559570,-138.663742065,19.452501297,36.742267609,93.670425415,39.779209137,53.173965454,80.255744934,-18.930395126,98.428588867,94.981849670,-11.530312538,99.063537598,124.019172668,-6.103334427,97.390487671,67.094253540,-20.754585266,62.541347504,94.903663635,-15.281638145,63.527381897,122.362533569,-5.522985935,52.295608521,65.964859009,28.043004990,42.323112488,96.132621765,40.792686462,57.461700439,100.657890320,26.223064423,57.321979523,97.169364929,40.415912628,55.816932678,107.328163147,43.641124725,57.653686523,94.900901794,
390,40.613941193,-35.110378265,106.889923096,22.853651047,-44.221828461,111.078910828,40.499366760,-52.495506287,116.494132996,144.816894531,-253.662796021,-1591.238769531,130.926345825,-239.520797729,-1590.054565430,150.174209595,-234.331146240,-1590.711791992,-130.686874390,296.066528320,-139.329666138,-131.216491699,276.309204102,-136.588592529,-113.530006409,285.406372070,-138.605438232,19.525026321,36.749897003,93.657341003,39.844760895,53.178035736,80.227645874,-18.849187851,98.441146851,94.990104675,-11.429418564,99.077285767,124.022392273,-6.041069984,97.399383545,67.093948364,-20.677965164,62.554134369,94.915794373,-15.186355591,63.541484833,122.370834351,-5.467184544,52.304340363,65.967399597,28.117883682,42.329822540,96.113372803,40.872547150,57.467124939,100.628791809,26.300540924,57.329002380,97.150138855,40.500061035,55.822906494,107.299461365,43.717117310,57.658355713,94.869895935,
391,40.686920166,-35.035991669,106.920326233,22.916746140,-44.146518707,111.072509766,40.554973602,-52.437797546,116.489929199,144.820648193,-253.664093018,-1591.243774414,130.926651001,-239.522293091,-1590.056152344,150.172866821,-234.331466675,-1590.714233398,-130.710693359,296.052612305,-139.340896606,-131.240325928,276.296142578,-136.602050781,-113.553077698,285.394073486,-138.617355347,19.501802444,36.717620850,93.624191284,39.821434021,53.147846222,80.196998596,-18.874553680,98.407424927,94.962081909,-11.455836296,99.040802002,123.994750977,-6.065434933,97.368995667,67.066291809,-20.702102661,62.520355225,94.883911133,-15.211483002,63.505039215,122.339263916,-5.489970207,52.274105072,65.935127258,28.094387054,42.297565460,96.081054688,40.848369598,57.434837341,100.598548889,26.276487350,57.296588898,97.119415283,40.475719452,55.789920807,107.269012451,43.693126678,57.626766205,94.839836121,
392,40.770050049,-34.915630341,106.945106506,22.991258621,-44.019237518,111.099227905,40.625289917,-52.329887390,116.508979797,144.820953369,-253.664703369,-1591.238769531,130.927673340,-239.523269653,-1590.054199219,150.173873901,-234.331344604,-1590.713012695,-130.732070923,296.033905029,-139.358352661,-131.262878418,276.279449463,-136.614639282,-113.573852539,285.375152588,-138.637329102,19.527486801,36.745292664,93.627296448,39.844551086,53.170593262,80.190116882,-18.843587875,98.438468933,94.961029053,-11.416425705,99.078414917,123.991378784,-6.042628288,97.392135620,67.061759949,-20.674011230,62.551528931,94.892280579,-15.175383568,63.542549133,122.345794678,-5.471040249,52.296916962,65.941535950,28.121221542,42.325180054,96.080345154,40.877716064,57.462551117,100.590400696,26.304815292,57.324588776,97.115524292,40.506851196,55.819305420,107.261421204,43.720832825,57.652832031,94.830703735,
393,40.832134247,-34.824745178,107.001083374,23.047592163,-43.916687012,111.146423340,40.675388336,-52.240394592,116.567016602,144.821090698,-253.662216187,-1591.242065430,130.925781250,-239.522506714,-1590.054321289,150.173736572,-234.331558228,-1590.712036133,-130.716232300,296.051727295,-139.335494995,-131.244796753,276.297027588,-136.595977783,-113.556556702,285.392181396,-138.612274170,19.500396729,36.723564148,93.634933472,39.819923401,53.152538300,80.205947876,-18.874019623,98.414581299,94.971603394,-11.453940392,99.049125671,124.003822327,-6.066223621,97.374465942,67.075309753,-20.702676773,62.527584076,94.895309448,-15.210762978,63.513404846,122.350334167,-5.492181778,52.279491425,65.946228027,28.093257904,42.303379059,96.091194153,40.847927094,57.440475464,100.607337952,26.275880814,57.302497864,97.128814697,40.475513458,55.795867920,107.277885437,43.692432404,57.632026672,94.848396301,
394,40.933433533,-34.696804047,107.078781128,23.148660660,-43.814819336,111.194511414,40.774211884,-52.112129211,116.653022766,144.818771362,-253.663970947,-1591.243408203,130.926193237,-239.520782471,-1590.053344727,150.171737671,-234.331695557,-1590.716674805,-130.672225952,296.031036377,-139.423156738,-131.201995850,276.276092529,-136.685852051,-113.514190674,285.368988037,-138.696182251,19.459314346,36.666194916,93.561759949,39.783870697,53.094837189,80.140014648,-18.910289764,98.360313416,94.894294739,-11.498085022,98.991256714,123.928573608,-6.094969749,97.321945190,67.001327515,-20.741930008,62.473464966,94.813796997,-15.257435799,63.456020355,122.270446777,-5.524398804,52.227046967,65.867782593,28.051988602,42.245048523,96.020843506,40.806663513,57.380607605,100.542076111,26.235563278,57.244205475,97.059600830,40.432304382,55.735366821,107.212471008,43.652767181,57.572517395,94.783950806,
395,41.002971649,-34.616451263,107.132812500,23.206081390,-43.758441925,111.151855469,40.819458008,-52.062007904,116.644912720,144.818557739,-253.663803101,-1591.242309570,130.923675537,-239.520996094,-1590.052856445,150.170684814,-234.331863403,-1590.713256836,-130.690277100,296.045837402,-139.371520996,-131.216979980,276.291870117,-136.633773804,-113.529541016,285.386932373,-138.647018433,19.514348984,36.708866119,93.596839905,39.834499359,53.140113831,80.171676636,-18.863985062,98.397453308,94.933677673,-11.447462082,99.030189514,123.966857910,-6.052723408,97.360275269,67.038825989,-20.690439224,62.510349274,94.854354858,-15.201933861,63.494361877,122.310142517,-5.475813389,52.265430450,65.906364441,28.106578827,42.289005280,96.054618835,40.859752655,57.426528931,100.573478699,26.288152695,57.287933350,97.093200684,40.486652374,55.781379700,107.243934631,43.704956055,57.618705750,94.814880371,
