Number of frames: 3884
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,iStemMarker_GT x,iStemMarker_GT y,iStemMarker_GT z,iStemMarker_LT x,iStemMarker_LT y,iStemMarker_LT z,iStemMarker_P1 x,iStemMarker_P1 y,iStemMarker_P1 z,iStemMarker_P2 x,iStemMarker_P2 y,iStemMarker_P2 z,iStemMarker_P3 x,iStemMarker_P3 y,iStemMarker_P3 z,iStemMarker_P4 x,iStemMarker_P4 y,iStemMarker_P4 z,iStemMarker_P5 x,iStemMarker_P5 y,iStemMarker_P5 z,iStemMarker_P6 x,iStemMarker_P6 y,iStemMarker_P6 z,iStemMarker_SL x,iStemMarker_SL y,iStemMarker_SL z,iStemMarker_SH x,iStemMarker_SH y,iStemMarker_SH z,iStemMarker_SB x,iStemMarker_SB y,iStemMarker_SB z,iStemMarker_Surf1 x,iStemMarker_Surf1 y,iStemMarker_Surf1 z,iStemMarker_Surf2 x,iStemMarker_Surf2 y,iStemMarker_Surf2 z
2142,33.631912231,-41.940925598,89.793922424,16.029014587,-50.283264160,95.730415344,33.813030243,-58.279018402,101.074150085,144.826492310,-253.665390015,-1591.234130859,130.931900024,-239.521011353,-1590.041259766,150.179367065,-234.330642700,-1590.697875977,-130.666976929,296.087890625,-139.292770386,-131.200302124,276.335632324,-136.560668945,-113.512245178,285.431152344,-138.572967529,19.514986038,36.666622162,93.591545105,39.836498260,53.098762512,80.169509888,-18.854463577,98.360305786,94.948539734,-11.435740471,98.983810425,123.981399536,-6.045403481,97.329116821,67.052429199,-20.686040878,62.473476410,94.859352112,-15.195362091,63.449001312,122.314949036,-5.474986076,52.234519958,65.907295227,28.108192444,42.244865417,96.050277710,40.863853455,57.379310608,100.572547913,26.291973114,57.243759155,97.093254089,40.491008759,55.732341766,107.242507935,43.708667755,57.572696686,94.813796997,
2143,33.755130768,-41.846839905,89.862930298,16.162511826,-50.262714386,95.752395630,33.956409454,-58.227359772,101.100524902,144.821487427,-253.663513184,-1591.229492188,130.926956177,-239.521286011,-1590.042724609,150.174957275,-234.330535889,-1590.700561523,-130.711166382,296.053649902,-139.324630737,-131.244476318,276.304229736,-136.587677002,-113.555236816,285.397216797,-138.603973389,19.485977173,36.688533783,93.611541748,39.806674957,53.116493225,80.183288574,-18.881254196,98.383880615,94.956428528,-11.459577560,99.014656067,123.988380432,-6.075025558,97.345024109,67.059371948,-20.714050293,62.497089386,94.876731873,-15.220593452,63.479537964,122.331573486,-5.506263256,52.250118256,65.925827026,28.079616547,42.267120361,96.067909241,40.836250305,57.402282715,100.584983826,26.264003754,57.266338348,97.107223511,40.464012146,55.757068634,107.255371094,43.680477142,57.594085693,94.825889587,
2144,33.711349487,-41.817138672,90.011322021,16.113414764,-50.208614349,95.922637939,33.905944824,-58.175426483,101.277153015,144.816986084,-253.663665771,-1591.238647461,130.922973633,-239.521972656,-1590.047607422,150.170089722,-234.332550049,-1590.708007813,-130.677169800,296.054626465,-139.359756470,-131.205764771,276.301544189,-136.632247925,-113.516983032,285.396545410,-138.643890381,19.551338196,36.591690063,93.450790405,39.870182037,53.028617859,80.030494690,-18.823192596,98.281806946,94.825538635,-11.401748657,98.899307251,123.857910156,-6.016717911,97.258110046,66.928054810,-20.651746750,62.394847870,94.728240967,-15.158539772,63.364547729,122.183670044,-5.442596436,52.163814545,65.772453308,28.144309998,42.170089722,95.909973145,40.899135590,57.304553986,100.434410095,26.326917648,57.168582916,96.956504822,40.527061462,55.656040192,107.104011536,43.743370056,57.499515533,94.675468445,
2145,33.662105560,-41.803146362,90.138481140,16.061565399,-50.143283844,96.077033997,33.847618103,-58.117931366,101.441780090,144.815368652,-253.666152954,-1591.234375000,130.917877197,-239.522979736,-1590.042480469,150.168258667,-234.332687378,-1590.705688477,-130.683349609,296.032653809,-139.403579712,-131.211410522,276.278137207,-136.668731689,-113.524208069,285.374969482,-138.680511475,19.518245697,36.661819458,93.527931213,39.838504791,53.095226288,80.105537415,-18.860462189,98.349998474,94.873558044,-11.444393158,98.978385925,123.907020569,-6.048793316,97.317085266,66.978744507,-20.686712265,62.462886810,94.788757324,-15.198616028,63.442794800,122.244804382,-5.471576691,52.222419739,65.839447021,28.110406876,42.241649628,95.986717224,40.863433838,57.378566742,100.508079529,26.291870117,57.240406036,97.027557373,40.490230560,55.732414246,107.178192139,43.708721161,57.571636200,94.749504089,
2146,33.677776337,-41.794651031,90.171516418,16.074430466,-50.137981415,96.112709045,33.856246948,-58.109348297,101.483345032,144.815887451,-253.667541504,-1591.233398438,130.921112061,-239.524612427,-1590.045166016,150.168853760,-234.334472656,-1590.708496094,-130.696594238,296.019622803,-139.420394897,-131.228195190,276.267303467,-136.676940918,-113.538482666,285.361083984,-138.691009521,19.447816849,36.733520508,93.641372681,39.771545410,53.158359528,80.213859558,-18.923139572,98.427207947,94.955665588,-11.509956360,99.067520142,123.989669800,-6.108734131,97.380294800,67.062637329,-20.753976822,62.540283203,94.886688232,-15.268556595,63.531677246,122.342750549,-5.537197113,52.285045624,65.943412781,28.040439606,42.313343048,96.098487854,40.794937134,57.450637817,100.614532471,26.223716736,57.312789917,97.132629395,40.420833588,55.807483673,107.285377502,43.640830994,57.640785217,94.856269836,
2147,33.669055939,-41.859107971,90.187431335,16.064680099,-50.194480896,96.133316040,33.847793579,-58.177192688,101.496177673,144.818283081,-253.667633057,-1591.236083984,130.927444458,-239.524749756,-1590.047241211,150.171173096,-234.336349487,-1590.704589844,-130.674453735,296.077911377,-139.317550659,-131.207031250,276.324645996,-136.585372925,-113.518051147,285.417694092,-138.595321655,19.465188980,36.648159027,93.586967468,39.789299011,53.079067230,80.167427063,-18.900920868,98.344032288,94.938819885,-11.485783577,98.967292786,123.972686768,-6.088453293,97.311973572,67.044364929,-20.734531403,62.457298279,94.849586487,-15.247236252,63.432670593,122.305923462,-5.520442486,52.217323303,65.899452209,28.058399200,42.225933075,96.046691895,40.814365387,57.359664917,100.570442200,26.242914200,57.224925995,97.089363098,40.440586090,55.712757111,107.240364075,43.659889221,57.552860260,94.812080383,
2148,33.726783752,-41.924621582,90.173927307,16.128536224,-50.272853851,96.115882874,33.917293549,-58.273941040,101.425712585,144.822891235,-253.666976929,-1591.235107422,130.928924561,-239.523010254,-1590.046752930,150.175262451,-234.334335327,-1590.701538086,-130.691497803,296.089721680,-139.273422241,-131.222991943,276.336853027,-136.541900635,-113.532920837,285.431030273,-138.558731079,19.552326202,36.656570435,93.559715271,39.870391846,53.088851929,80.132591248,-18.815700531,98.350852966,94.929611206,-11.388910294,98.973167419,123.960395813,-6.014388084,97.320487976,67.029945374,-20.647911072,62.464057922,94.839546204,-15.149609566,63.438472748,122.293731689,-5.445048809,52.225917816,65.882858276,28.146305084,42.234573364,96.016159058,40.903476715,57.368625641,100.535491943,26.330638885,57.233444214,97.060195923,40.532459259,55.721416473,107.205467224,43.746688843,57.562175751,94.775947571,
2149,33.782222748,-41.879848480,90.217338562,16.188346863,-50.292373657,96.113998413,33.984512329,-58.267391205,101.434898376,144.824081421,-253.668060303,-1591.238159180,130.928802490,-239.524902344,-1590.043090820,150.179107666,-234.334121704,-1590.706298828,-130.642547607,296.048400879,-139.401565552,-131.173263550,276.296447754,-136.671768188,-113.483856201,285.392456055,-138.677154541,19.491605759,36.619918823,93.506492615,39.815788269,53.055576324,80.092788696,-18.884923935,98.309349060,94.856964111,-11.475871086,98.930755615,123.892318726,-6.066522121,97.282318115,66.965011597,-20.712623596,62.422325134,94.763565063,-15.231142044,63.395713806,122.221099854,-5.490877151,52.187889099,65.815452576,28.083395004,42.198837280,95.968666077,40.835926056,57.334190369,100.496543884,26.265220642,57.197429657,97.012527466,40.461040497,55.686531067,107.166290283,43.682613373,57.528461456,94.738845825,
2150,33.832881927,-41.894001007,90.267997742,16.254781723,-50.281551361,96.213081360,34.061191559,-58.266841888,101.492042542,144.823883057,-253.665679932,-1591.234130859,130.931137085,-239.524642944,-1590.047973633,150.178344727,-234.335021973,-1590.705566406,-130.699462891,296.061370850,-139.321365356,-131.228515625,276.309600830,-136.595581055,-113.540878296,285.402557373,-138.605575562,19.505466461,36.573501587,93.475738525,39.825721741,53.010341644,80.057670593,-18.865798950,98.265594482,94.853607178,-11.445495605,98.880508423,123.886291504,-6.058230400,97.243293762,66.956535339,-20.696281433,62.378738403,94.753631592,-15.204149246,63.346084595,122.209251404,-5.486495495,52.149063110,65.797576904,28.098636627,42.151248932,95.935646057,40.854084015,57.284702301,100.461845398,26.282018661,57.149776459,96.983352661,40.481651306,55.635715485,107.131256104,43.698570251,57.479934692,94.703048706,
2151,33.870460510,-41.875228882,90.337318420,16.295852661,-50.289360046,96.265586853,34.101974487,-58.259475708,101.553382874,144.825744629,-253.665435791,-1591.239379883,130.931838989,-239.525131226,-1590.050781250,150.178695679,-234.333236694,-1590.705810547,-130.709686279,296.077453613,-139.282348633,-131.238983154,276.323699951,-136.551834106,-113.551620483,285.420257568,-138.562652588,19.494865417,36.652320862,93.585426331,39.814975739,53.087852478,80.165336609,-18.881525040,98.341606140,94.946235657,-11.463821411,98.963523865,123.979347229,-6.071427822,97.314186096,67.050491333,-20.709093094,62.454586029,94.853988647,-15.219440460,63.428440094,122.309875488,-5.495928288,52.219734192,65.901519775,28.087375641,42.231319427,96.044738770,40.841190338,57.366798401,100.568710327,26.269430161,57.229923248,97.089035034,40.468292236,55.719242096,107.238586426,43.686161041,57.560993195,94.810058594,
2152,33.893898010,-41.850509644,90.427215576,16.323526382,-50.274135590,96.347511292,34.135196686,-58.236759186,101.633636475,144.826034546,-253.667907715,-1591.243530273,130.931610107,-239.524765015,-1590.052856445,150.181335449,-234.332626343,-1590.706909180,-130.676544189,296.098907471,-139.269882202,-131.207473755,276.345489502,-136.535919189,-113.522003174,285.444091797,-138.539566040,19.423992157,36.726009369,93.721641541,39.749908447,53.160255432,80.308868408,-18.956699371,98.413276672,95.051704407,-11.553697586,99.040992737,124.088523865,-6.132462502,97.381462097,67.162681580,-20.782102585,62.526126862,94.965187073,-15.306369781,63.505367279,122.423583984,-5.553738117,52.286842346,66.022346497,28.014930725,42.305961609,96.184425354,40.765583038,57.443035126,100.711936951,26.195581436,57.304645538,97.224929810,40.389419556,55.796684265,107.381904602,43.613445282,57.636318207,94.954704285,
2153,33.919700623,-41.802654266,90.540710449,16.352554321,-50.234138489,96.457176208,34.166904449,-58.191715240,101.748703003,144.827331543,-253.666854858,-1591.244750977,130.932525635,-239.524017334,-1590.052124023,150.179397583,-234.333740234,-1590.707519531,-130.672302246,296.090911865,-139.284698486,-131.204483032,276.341033936,-136.555053711,-113.515228271,285.436065674,-138.564407349,19.499925613,36.655414581,93.588981628,39.821941376,53.090000153,80.170669556,-18.872999191,98.346878052,94.948081970,-11.457345963,98.967857361,123.981803894,-6.060961246,97.319221497,67.053314209,-20.702632904,62.459972382,94.855102539,-15.214894295,63.433017731,122.311378479,-5.487979889,52.224765778,65.903564453,28.092571259,42.233875275,96.049057007,40.846942902,57.368537903,100.574188232,26.275426865,57.232555389,97.093460083,40.473484039,55.720882416,107.243873596,43.692337036,57.562660217,94.815696716,
2154,33.971900940,-41.736064911,90.632484436,16.400732040,-50.188243866,96.555473328,34.220314026,-58.131332397,101.840675354,144.826049805,-253.666717529,-1591.245971680,130.931137085,-239.522872925,-1590.051513672,150.179687500,-234.332916260,-1590.710449219,-130.648101807,296.079284668,-139.334808350,-131.181060791,276.328460693,-136.606430054,-113.491462708,285.421997070,-138.614929199,19.502386093,36.615943909,93.522857666,39.825794220,53.049896240,80.105979919,-18.865859985,98.310249329,94.885894775,-11.450458527,98.928703308,123.919746399,-6.053606510,97.283493042,66.991050720,-20.698225021,62.423477173,94.790405273,-15.210699081,63.394248962,122.246810913,-5.484063625,52.189079285,65.838378906,28.095422745,42.193576813,95.983520508,40.850921631,57.326972961,100.509696960,26.279420853,57.192337036,97.028877258,40.477260590,55.678890228,107.179382324,43.696380615,57.521270752,94.751403809,
2155,34.012805939,-41.668193817,90.773986816,16.450754166,-50.141944885,96.666717529,34.271728516,-58.068710327,101.965774536,144.824630737,-253.667037964,-1591.246215820,130.931045532,-239.523040771,-1590.049560547,150.178314209,-234.332534790,-1590.709350586,-130.634704590,296.082489014,-139.349746704,-131.165527344,276.328491211,-136.620498657,-113.478752136,285.424957275,-138.619644165,19.421731949,36.645893097,93.600585938,39.750339508,53.081962585,80.194213867,-18.955289841,98.335250854,94.940216064,-11.555882454,98.955787659,123.978050232,-6.127629280,97.309074402,67.052444458,-20.782926559,62.448223114,94.845046997,-15.310564995,63.420787811,122.304412842,-5.551562309,52.214679718,65.901718140,28.012689590,42.224731445,96.065711975,40.763717651,57.359958649,100.598373413,26.194156647,57.223297119,97.109405518,40.386623383,55.712093353,107.267837524,43.612331390,57.554409027,94.841529846,
2156,34.079345703,-41.613513947,90.888191223,16.521020889,-50.087871552,96.795326233,34.350406647,-58.005416870,102.083610535,144.826477051,-253.665924072,-1591.243164063,130.930404663,-239.523330688,-1590.053344727,150.176742554,-234.332443237,-1590.709350586,-130.713531494,296.069549561,-139.298309326,-131.244934082,276.318450928,-136.571533203,-113.555702209,285.412475586,-138.579925537,19.458114624,36.593803406,93.532463074,39.780273438,53.029766083,80.116058350,-18.912853241,98.286277771,94.901878357,-11.496351242,98.902671814,123.935523987,-6.101642609,97.262374878,67.006538391,-20.743602753,62.399410248,94.803581238,-15.255044937,63.368194580,122.259902954,-5.530097961,52.168056488,65.850105286,28.051006317,42.171630859,95.993103027,40.805980682,57.305221558,100.520164490,26.234369278,57.170219421,97.039726257,40.432666779,55.656585693,107.189689636,43.651229858,57.500122070,94.761650085,
2157,34.109344482,-41.531711578,91.002021790,16.560199738,-50.023471832,96.908226013,34.392467499,-57.929801941,102.198173523,144.826095581,-253.666793823,-1591.242065430,130.928375244,-239.522644043,-1590.053344727,150.176544189,-234.335281372,-1590.712280273,-130.696853638,296.053771973,-139.345657349,-131.228668213,276.302490234,-136.616348267,-113.540031433,285.395477295,-138.623245239,19.432641983,36.603073120,93.540550232,39.757270813,53.036674500,80.125000000,-18.936643600,98.296890259,94.896560669,-11.524375916,98.916816711,123.931114197,-6.121364117,97.268981934,67.003173828,-20.768463135,62.410079956,94.802536011,-15.283918381,63.382232666,122.259452820,-5.551036835,52.174514771,65.852653503,28.025335312,42.180946350,96.001869202,40.780120850,57.314727783,100.528823853,26.208999634,57.179714203,97.046287537,40.405761719,55.666961670,107.198486328,43.626209259,57.508789063,94.770652771,
2158,34.113048553,-41.480087280,91.147590637,16.568557739,-49.963424683,97.050643921,34.403553009,-57.871608734,102.335578918,144.821182251,-253.667922974,-1591.241943359,130.928375244,-239.523834229,-1590.052612305,150.174133301,-234.335464478,-1590.713745117,-130.670349121,296.047210693,-139.386520386,-131.201599121,276.295898438,-136.649169922,-113.512474060,285.389251709,-138.663803101,19.516540527,36.690113068,93.567550659,39.837833405,53.118782043,80.140953064,-18.853460312,98.383804321,94.907951355,-11.434617996,99.015274048,123.940605164,-6.044513702,97.345176697,67.012107849,-20.684717178,62.496944427,94.828536987,-15.193949699,63.479976654,122.283905029,-5.473689079,52.250259399,65.879196167,28.109710693,42.269096375,96.024711609,40.865249634,57.404869080,100.542785645,26.293354034,57.268253326,97.063652039,40.492431641,55.759723663,107.213218689,43.710018158,57.596725464,94.784019470,
2159,34.144187927,-41.413513184,91.290565491,16.602872849,-49.908527374,97.197273254,34.444011688,-57.798919678,102.494934082,144.817474365,-253.667205811,-1591.237548828,130.925338745,-239.524734497,-1590.048095703,150.171005249,-234.333557129,-1590.711669922,-130.685592651,296.022064209,-139.425827026,-131.216827393,276.270538330,-136.688323975,-113.525527954,285.362548828,-138.701187134,19.469957352,36.662258148,93.546737671,39.793174744,53.090129852,80.122123718,-18.898231506,98.357177734,94.882461548,-11.482386589,98.988723755,123.915946960,-6.086400032,97.317840576,66.988037109,-20.730609894,62.470371246,94.803138733,-15.242656708,63.453525543,122.259155273,-5.516891956,52.222904205,65.855514526,28.063047409,42.240982056,96.004692078,40.818611145,57.376407623,100.523902893,26.247068405,57.240207672,97.043281555,40.445034027,55.731334686,107.194389343,43.663982391,57.568103790,94.765411377,
2160,34.156543732,-41.429950714,91.433120728,16.619674683,-49.907878876,97.359153748,34.460121155,-57.804672241,102.632942200,144.816055298,-253.669250488,-1591.246337891,130.922409058,-239.525283813,-1590.058837891,150.169235229,-234.333572388,-1590.714599609,-130.707443237,296.072021484,-139.307678223,-131.236434937,276.318664551,-136.575073242,-113.549026489,285.415344238,-138.578765869,19.403429031,36.682289124,93.660179138,39.728881836,53.117225647,80.247436523,-18.976675034,98.369804382,94.996002197,-11.572341919,98.995574951,124.032463074,-6.153710842,97.339683533,67.106292725,-20.802404404,62.482669830,94.907188416,-15.325398445,63.460094452,122.365470886,-5.575429916,52.245124817,65.962982178,27.994524002,42.262004852,96.122825623,40.745502472,57.398677826,100.650856018,26.175359726,57.260646820,97.164382935,40.369636536,55.751911163,107.320678711,43.593120575,57.592315674,94.893417358,
2161,34.191970825,-41.384815216,91.551712036,16.652984619,-49.883899689,97.467018127,34.496788025,-57.771507263,102.746780396,144.818344116,-253.669708252,-1591.243652344,130.924530029,-239.523895264,-1590.058227539,150.172454834,-234.335083008,-1590.715576172,-130.692337036,296.063018799,-139.334640503,-131.223190308,276.311798096,-136.598083496,-113.535659790,285.406890869,-138.609054565,19.468486786,36.709236145,93.639213562,39.791137695,53.139850616,80.216979980,-18.906288147,98.400077820,94.974334717,-11.493013382,99.031097412,124.008407593,-6.091961861,97.363334656,67.080863953,-20.734899521,62.513080597,94.893348694,-15.249423027,63.495574951,122.349739075,-5.517616749,52.268505096,65.946556091,28.060785294,42.288761139,96.098075867,40.814357758,57.425323486,100.619171143,26.243131638,57.287742615,97.137184143,40.440399170,55.779914856,107.289474487,43.660217285,57.617588043,94.860839844,
2162,34.209953308,-41.320255280,91.656158447,16.681747437,-49.837100983,97.550476074,34.531307220,-57.717433929,102.822181702,144.821929932,-253.667556763,-1591.240478516,130.926589966,-239.526046753,-1590.052368164,150.173065186,-234.335174561,-1590.717163086,-130.713119507,295.996368408,-139.454711914,-131.243331909,276.245635986,-136.710540771,-113.557220459,285.342864990,-138.725112915,19.470289230,36.744697571,93.617530823,39.791442871,53.172065735,80.189170837,-18.910104752,98.432548523,94.929313660,-11.496893883,99.075256348,123.963218689,-6.095675468,97.386375427,67.036315918,-20.735437393,62.545337677,94.861869812,-15.250048637,63.538757324,122.317939758,-5.517218113,52.291175842,65.919029236,28.062072754,42.325931549,96.074424744,40.814273834,57.465366364,100.589668274,26.243049622,57.325153351,97.107849121,40.440460205,55.822456360,107.260559082,43.660110474,57.655708313,94.831375122,
2163,34.227874756,-41.317981720,91.706771851,16.702869415,-49.862377167,97.588516235,34.558761597,-57.739376068,102.848365784,144.823348999,-253.669067383,-1591.249145508,130.927658081,-239.525695801,-1590.059448242,150.176773071,-234.335510254,-1590.718872070,-130.684143066,296.056121826,-139.363220215,-131.213684082,276.302581787,-136.628021240,-113.529762268,285.400451660,-138.632797241,19.428451538,36.698497772,93.638275146,39.753688812,53.132080078,80.223571777,-18.952724457,98.385513306,94.966087341,-11.548535347,99.015098572,124.002571106,-6.129620075,97.352081299,67.076499939,-20.777826309,62.498348236,94.881828308,-15.300977707,63.479335785,122.339988708,-5.550549030,52.257389069,65.938941956,28.019432068,42.278675079,96.100326538,40.770153046,57.416137695,100.626365662,26.200021744,57.277404785,97.139915466,40.394279480,55.770191193,107.296424866,43.617763519,57.609096527,94.869049072,
2164,34.268669128,-41.312641144,91.761360168,16.750875473,-49.876617432,97.633255005,34.611949921,-57.744991302,102.877960205,144.823791504,-253.668884277,-1591.249755859,130.931320190,-239.525070190,-1590.065551758,150.180465698,-234.335708618,-1590.719848633,-130.690399170,296.090270996,-139.290023804,-131.222656250,276.335662842,-136.554794312,-113.535461426,285.433410645,-138.563476563,19.445650101,36.714462280,93.676246643,39.769672394,53.146251678,80.257606506,-18.929203033,98.405220032,95.012977600,-11.518865585,99.033660889,124.047927856,-6.112047672,97.370925903,67.120750427,-20.757835388,62.518226624,94.928604126,-15.275125504,63.498294830,122.385673523,-5.537624836,52.276206970,65.982460022,28.037706375,42.293762207,96.136528015,40.790847778,57.429916382,100.660171509,26.219959259,57.292663574,97.176795959,40.416202545,55.783916473,107.330314636,43.637279510,57.622680664,94.902252197,
2165,34.214973450,-41.334529877,91.866241455,16.694459915,-49.906528473,97.714797974,34.557350159,-57.772666931,102.968742371,144.827194214,-253.669067383,-1591.256103516,130.933486938,-239.524505615,-1590.057373047,150.179702759,-234.334701538,-1590.713623047,-130.620162964,296.114624023,-139.297958374,-131.154541016,276.361297607,-136.564590454,-113.464912415,285.459503174,-138.567092896,19.441925049,36.721549988,93.695297241,39.770191193,53.154369354,80.284347534,-18.933338165,98.412223816,95.024864197,-11.532157898,99.038383484,124.062149048,-6.107359409,97.380111694,67.136566162,-20.761945724,62.525241852,94.937057495,-15.287913322,63.503150940,122.395874023,-5.532609940,52.285469055,65.994804382,28.033197403,42.300643921,96.158752441,40.784904480,57.436439514,100.687698364,26.215129852,57.299465179,97.199615479,40.408161163,55.789913177,107.357482910,43.633171082,57.629653931,94.930664063,
2166,34.249019623,-41.328701019,91.966293335,16.735563278,-49.899326324,97.830467224,34.601909637,-57.761192322,103.084571838,144.829299927,-253.667984009,-1591.253662109,130.932540894,-239.525924683,-1590.061645508,150.179748535,-234.334732056,-1590.716552734,-130.700042725,296.085235596,-139.283309937,-131.230209351,276.333435059,-136.552795410,-113.542274475,285.428894043,-138.567108154,19.539720535,36.657123566,93.556800842,39.857845306,53.091766357,80.132667542,-18.833990097,98.347915649,94.924720764,-11.410595894,98.969757080,123.956413269,-6.029390812,97.319786072,67.026435852,-20.662984848,62.460964203,94.833122253,-15.167924881,63.434799194,122.287895203,-5.455877304,52.225307465,65.877746582,28.132919312,42.235801697,96.014480591,40.888202667,57.370819092,100.535865784,26.315767288,57.234485626,97.058998108,40.516559601,55.723323822,107.205772400,43.732070923,57.564853668,94.776596069,
2167,34.252132416,-41.322101593,92.051506042,16.742397308,-49.896568298,97.913391113,34.611171722,-57.761787415,103.150093079,144.826873779,-253.667480469,-1591.249389648,130.930999756,-239.525039673,-1590.059692383,150.180435181,-234.335449219,-1590.718505859,-130.682525635,296.062377930,-139.350402832,-131.214965820,276.309020996,-136.619171143,-113.525390625,285.402374268,-138.631179810,19.490123749,36.620788574,93.519599915,39.812343597,53.052429199,80.098030090,-18.875898361,98.316520691,94.880027771,-11.456712723,98.938262939,123.912834167,-6.067304611,97.285942078,66.983673096,-20.709466934,62.429790497,94.789138794,-15.218343735,63.403739929,122.244796753,-5.499390602,52.191360474,65.836410522,28.083673477,42.198429108,95.978370667,40.840232849,57.331951141,100.501205444,26.268289566,57.197368622,97.022186279,40.467395782,55.684696198,107.171020508,43.684974670,57.525459290,94.742370605,
2168,34.216640472,-41.319374084,92.095672607,16.709110260,-49.919754028,97.945083618,34.581443787,-57.783088684,103.170722961,144.824813843,-253.668472290,-1591.254760742,130.929748535,-239.524276733,-1590.056396484,150.178848267,-234.336074829,-1590.721435547,-130.602645874,296.053222656,-139.446533203,-131.138641357,276.300994873,-136.709777832,-113.447044373,285.393798828,-138.716766357,19.452646255,36.671928406,93.565261841,39.781661987,53.098579407,80.147918701,-18.910688400,98.370101929,94.890892029,-11.504285812,98.999893188,123.926681519,-6.089834690,97.330726624,67.000480652,-20.746122360,62.483455658,94.809623718,-15.267061234,63.465080261,122.267288208,-5.523811817,52.235786438,65.866493225,28.045406342,42.249839783,96.026298523,40.800781250,57.383983612,100.550315857,26.230365753,57.249176025,97.064865112,40.424903870,55.738700867,107.220504761,43.648059845,57.575664520,94.792701721,
2169,34.220489502,-41.366481781,92.137176514,16.725328445,-49.980216980,97.977416992,34.602569580,-57.845439911,103.178237915,144.823532104,-253.669082642,-1591.253540039,130.929641724,-239.524810791,-1590.059448242,150.176452637,-234.336456299,-1590.717529297,-130.640411377,296.088653564,-139.336151123,-131.172866821,276.335693359,-136.606491089,-113.483566284,285.430603027,-138.613037109,19.485301971,36.641593933,93.557174683,39.810089111,53.075523376,80.142250061,-18.885240555,98.334655762,94.911277771,-11.474069595,98.954895020,123.946205139,-6.068934441,97.306861877,67.018417358,-20.716373444,62.447811127,94.817497253,-15.232838631,63.420230865,122.274673462,-5.497670650,52.212402344,65.868209839,28.077798843,42.219657898,96.018714905,40.832099915,57.353713989,100.546012878,26.261129379,57.218395233,97.063034058,40.457534790,55.705970764,107.215705872,43.678409576,57.547813416,94.787979126,
2170,34.173286438,-41.418281555,92.216979980,16.677534103,-50.039257050,98.061248779,34.559749603,-57.905746460,103.249542236,144.822174072,-253.669143677,-1591.258178711,130.929367065,-239.525054932,-1590.058837891,150.176147461,-234.336074829,-1590.719604492,-130.598342896,296.088317871,-139.374847412,-131.132293701,276.336730957,-136.642959595,-113.443832397,285.432220459,-138.638931274,19.383045197,36.680553436,93.653770447,39.716033936,53.113536835,80.250076294,-18.991104126,98.372108459,94.973991394,-11.599225998,98.996665955,124.013595581,-6.156202793,97.341049194,67.089759827,-20.820589066,62.485176086,94.883819580,-15.355348587,63.461608887,122.344459534,-5.582195282,52.246459961,65.945983887,27.973665237,42.259334564,96.120307922,40.724300385,57.394573212,100.653938293,26.155633926,57.258136749,97.161293030,40.345371246,55.747737885,107.323631287,43.574417114,57.587997437,94.897781372,
2171,34.162475586,-41.471317291,92.302803040,16.673177719,-50.118804932,98.126693726,34.557048798,-57.979454041,103.311988831,144.820281982,-253.670166016,-1591.256347656,130.928558350,-239.526931763,-1590.055419922,150.173843384,-234.335571289,-1590.715942383,-130.603103638,296.090332031,-139.367309570,-131.135910034,276.338043213,-136.637817383,-113.448974609,285.433929443,-138.629943848,19.352996826,36.659950256,93.652893066,39.687374115,53.095260620,80.254280090,-19.023593903,98.349975586,94.974777222,-11.636077881,98.971343994,124.015541077,-6.184501648,97.322685242,67.092292786,-20.851757050,62.462978363,94.880088806,-15.390652657,63.436344147,122.341629028,-5.608688831,52.228244781,65.943336487,27.943042755,42.238742828,96.121414185,40.692447662,57.373916626,100.658744812,26.124317169,57.237365723,97.163909912,40.312595367,55.726272583,107.328170776,43.543411255,57.568126678,94.903106689,
2172,34.251991272,-41.505752563,92.377410889,16.774686813,-50.192325592,98.198310852,34.673114777,-58.028995514,103.366142273,144.822143555,-253.669754028,-1591.245483398,130.928680420,-239.526229858,-1590.059814453,150.173187256,-234.336013794,-1590.712646484,-130.723510742,296.089080811,-139.259323120,-131.251174927,276.334625244,-136.533172607,-113.564765930,285.430419922,-138.542953491,19.497343063,36.612403870,93.541473389,39.816562653,53.050884247,80.123703003,-18.878965378,98.301376343,94.918449402,-11.459327698,98.916915894,123.951171875,-6.070728779,97.280090332,67.021560669,-20.706531525,62.414363861,94.818336487,-15.215047836,63.382190704,122.274154663,-5.495299339,52.185894012,65.862686157,28.090011597,42.190864563,96.001502991,40.844131470,57.325359344,100.527961731,26.272144318,57.189231873,97.049179077,40.471683502,55.676322937,107.197433472,43.688713074,57.520805359,94.769149780,
