Number of frames: 3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
3208,0.720696032,0.692444682,-0.033429425,0.624305785,-0.6692307,-0.402954787,-0.301395923,0.269537747,-0.914609134,26.11746407,33.44824982,57.03358078,0.380070657,-0.701093197,0.71165067,-0.04496263,0.710568309,0.70252043,0.039467607,0.059674315,-0.00427855,-0.998208702,141.9774933,-242.5099182,-1590.656494,0.143741235,-0.03165675,0.998600304,0.042370718,-0.990002573,-0.037157521,0.13606675,0.137450695,-0.037639692,0.989793181,-125.154541,285.8875427,-138.2473297,0.109338209
3209,0.719173551,0.69398123,-0.034342263,0.624941528,-0.66764909,-0.404589564,-0.303706169,0.269508213,-0.913853288,25.96065521,33.21652222,56.78628922,0.379377395,-0.70106715,0.71167773,-0.044939879,0.710609734,0.702492058,0.039225567,0.059485875,-0.00443496,-0.998219252,141.9750671,-242.5091095,-1590.65564,0.145879552,-0.031728879,0.998569787,0.043030739,-0.989964187,-0.037328906,0.136299446,0.137710795,-0.038274258,0.989732683,-125.1671295,285.8709412,-138.2698059,0.109047562
3210,0.720036089,0.693010628,-0.035837244,0.624235749,-0.669407368,-0.402769744,-0.303113431,0.267637849,-0.914599478,25.90691376,33.11668778,56.71722794,0.381273687,-0.70113349,0.711615443,-0.044891838,0.710543454,0.702555716,0.039286368,0.059495803,-0.004352612,-0.998219073,141.9741211,-242.5093231,-1590.65625,0.145876721,-0.031588405,0.998569727,0.04313504,-0.989971101,-0.037203405,0.136283353,0.137693211,-0.038397469,0.989730358,-125.1916885,285.8693542,-138.2489166,0.108847044
3211,0.72158432,0.691092193,-0.041323882,0.620984197,-0.672462821,-0.402706325,-0.306095988,0.264925092,-0.914395988,25.88610649,33.06228256,56.61902618,0.383529097,-0.701083541,0.71167171,-0.044779528,0.710611105,0.702498317,0.039089289,0.059276283,-0.004415976,-0.998231828,141.9750671,-242.5094757,-1590.654541,0.144567311,-0.031518083,0.998579502,0.042960964,-0.989981174,-0.037107855,0.136236086,0.137636751,-0.038236644,0.989744425,-125.1990128,285.8731079,-138.2349396,0.110596344
3212,0.722004592,0.690593839,-0.042301819,0.620489836,-0.673336625,-0.40200761,-0.306107372,0.264003485,-0.914658606,25.85419273,32.99393082,56.51210785,0.381651223,-0.70110625,0.711643338,-0.044875279,0.710595191,0.702525735,0.038886648,0.05919946,-0.004624483,-0.998235464,141.9767151,-242.5092926,-1590.657593,0.143863514,-0.031514127,0.9985829,0.042884327,-0.989938557,-0.037105311,0.136545837,0.137943566,-0.038149726,0.989705086,-125.2177124,285.8412476,-138.2884064,0.110695593
3213,0.722011387,0.690633893,-0.041525997,0.620654762,-0.673039198,-0.402250975,-0.305756778,0.264656454,-0.91458714,25.77310562,32.90792465,56.39060593,0.381845772,-0.701092243,0.71162796,-0.045335654,0.710557222,0.702541053,0.039300237,0.059817307,-0.004660487,-0.99819845,141.9796753,-242.5089111,-1590.660278,0.143669158,-0.031630475,0.998601019,0.042373154,-0.989956856,-0.037144594,0.136402979,0.13778609,-0.037633102,0.989746809,-125.1382217,285.8327942,-138.3779297,0.109947555
3214,0.721490622,0.691223919,-0.040752441,0.62114346,-0.672104597,-0.403058589,-0.305993646,0.265489906,-0.914266407,25.71973419,32.78208923,56.22729874,0.381590426,-0.701141417,0.711604059,-0.044948429,0.710522354,0.702567697,0.039453994,0.059654936,-0.004274033,-0.998209894,141.9802551,-242.5095978,-1590.658325,0.143129215,-0.031632051,0.998574793,0.042987235,-0.99000603,-0.037216332,0.136025727,0.137431681,-0.03825485,0.98977226,-125.1780624,285.8787231,-138.2470856,0.110029377
3215,0.720506907,0.692495644,-0.036326081,0.622275114,-0.668786108,-0.406815499,-0.306012362,0.270508558,-0.912787795,25.62508965,32.58883667,55.87081909,0.382365495,-0.70113349,0.711619794,-0.044823375,0.710549176,0.702551544,0.039258063,0.059427541,-0.00432407,-0.998223245,141.9812775,-242.5085449,-1590.656738,0.144334853,-0.031686276,0.998573363,0.042979416,-0.98998028,-0.037275631,0.136196911,0.137604699,-0.038233198,0.989749014,-125.2004776,285.8731079,-138.2342377,0.109608062
3216,0.719277501,0.693908513,-0.033629816,0.623127878,-0.665798664,-0.410394758,-0.307167083,0.27423203,-0.911287665,25.45495224,32.42343521,55.58523941,0.384889513,-0.701117754,0.711628735,-0.044927463,0.7105546,0.702542245,0.039326128,0.059549045,-0.00435117,-0.998215914,141.9795532,-242.5079651,-1590.654907,0.144111022,-0.031639237,0.998586595,0.042705573,-0.98997575,-0.037193362,0.136251897,0.137647688,-0.037966579,0.989753306,-125.1817551,285.8721008,-138.2545471,0.110114336
3217,0.718514621,0.694802225,-0.031408887,0.6249066,-0.66474092,-0.409403563,-0.305333287,0.274534822,-0.911812603,25.34678268,32.30612946,55.35799027,0.38046217,-0.701134443,0.711613894,-0.044901129,0.71053493,0.702557743,0.039404854,0.059586678,-0.004275717,-0.998213947,141.9762573,-242.5082092,-1590.657471,0.143405557,-0.031580959,0.998576522,0.042983301,-0.989985764,-0.037171308,0.136185408,0.137589291,-0.038251989,0.989750445,-125.1849136,285.8807068,-138.2394257,0.109752692
3218,0.718573153,0.694712937,-0.032039836,0.624533415,-0.664880693,-0.409745872,-0.30595842,0.274422437,-0.911636829,25.21020699,32.19540024,55.12038422,0.3828879,-0.701114595,0.711610317,-0.04526614,0.710540235,0.702559114,0.039283078,0.059756387,-0.004621473,-0.998202264,141.9739838,-242.5094604,-1590.656006,0.143754363,-0.031704046,0.998573244,0.042967137,-0.989930093,-0.037305295,0.13655284,0.137960926,-0.038205188,0.989700496,-125.1553192,285.8352966,-138.3559875,0.109569736
3219,0.718406677,0.694883883,-0.032066051,0.62470448,-0.664756954,-0.40968585,-0.306000233,0.27428925,-0.911662936,25.09184647,32.05631256,54.95756531,0.384511888,-0.701080024,0.711657763,-0.045055222,0.710580826,0.702512503,0.039383423,0.059679374,-0.004404447,-0.998207867,141.9730835,-242.5085144,-1590.655884,0.14392373,-0.03171277,0.998569906,0.043040074,-0.989962697,-0.03731478,0.136313781,0.137724876,-0.038285181,0.989730299,-125.1509171,285.870697,-138.2816467,0.110023022
3220,0.717980981,0.695303321,-0.032503311,0.624775589,-0.664331675,-0.410266727,-0.306852818,0.274256438,-0.911386132,24.99209595,31.90476227,54.7299614,0.381918699,-0.701083839,0.711659312,-0.044972047,0.710594416,0.702510357,0.039175794,0.059473149,-0.004491369,-0.998219788,141.9727478,-242.5086517,-1590.656738,0.144493282,-0.031640738,0.998565137,0.043202516,-0.989971042,-0.03726396,0.136267006,0.13768138,-0.038457651,0.989729643,-125.1750641,285.8592529,-138.2844086,0.109279253
3221,0.717384875,0.695932031,-0.032212079,0.625379682,-0.663655519,-0.410440832,-0.307016611,0.274299264,-0.911318123,24.84856606,31.71809387,54.53240585,0.382822335,-0.701060891,0.711663783,-0.045257509,0.710591555,0.702505171,0.0393214,0.059777252,-0.004592908,-0.998201132,141.9742889,-242.5101624,-1590.657715,0.143906876,-0.03168435,0.998579979,0.042826477,-0.989982784,-0.037252184,0.13618502,0.137587011,-0.03808254,0.989757299,-125.1287766,285.84729,-138.3528595,0.109251112
3222,0.715841889,0.697583079,-0.030794349,0.627491295,-0.662009239,-0.409876108,-0.306308776,0.274083287,-0.911621213,24.68266106,31.51716232,54.38666153,0.38098681,-0.701110065,0.711615562,-0.04525537,0.710529506,0.70255512,0.039549805,0.059938647,-0.004426511,-0.998192251,141.9764252,-242.5097046,-1590.657227,0.143417165,-0.031651057,0.99859643,0.042464506,-0.990005612,-0.037163876,0.136042893,0.137430117,-0.037734199,0.989792466,-125.130806,285.8604736,-138.3264618,0.11018683
3223,0.71485728,0.698633492,-0.029838592,0.628976941,-0.661057234,-0.409134984,-0.30556041,0.273705333,-0.911985874,24.54865456,31.36688805,54.22400665,0.379838645,-0.701063514,0.711656272,-0.045336135,0.710567057,0.702513814,0.039609589,0.060037669,-0.004445523,-0.998186231,141.9777374,-242.5088806,-1590.65686,0.144303083,-0.031714652,0.998591602,0.042531185,-0.989962578,-0.037247181,0.136332929,0.1377251,-0.037780531,0.98974961,-125.1017151,285.8656921,-138.3415222,0.110250071
3224,0.715351522,0.698056936,-0.031442899,0.628682673,-0.662595391,-0.407093942,-0.30500868,0.271447659,-0.912844896,24.48552704,31.28809929,54.16336441,0.384170413,-0.701096296,0.711635768,-0.045149438,0.710558951,0.702534378,0.039388698,0.059749439,-0.004466067,-0.998203397,141.9792633,-242.509552,-1590.654663,0.144666091,-0.031665109,0.998580396,0.042830806,-0.989924192,-0.03725009,0.136610836,0.138012365,-0.038073458,0.98969847,-125.1495438,285.8591003,-138.3090363,0.109431729
3225,0.716102242,0.697257221,-0.032091636,0.627546847,-0.663274288,-0.407740235,-0.305585384,0.271844715,-0.91253382,24.3880806,31.20388603,54.00918961,0.38143301,-0.701143742,0.711554408,-0.045693513,0.710484684,0.70261395,0.039309178,0.060075514,-0.004903159,-0.99818182,141.9810486,-242.5108337,-1590.656494,0.14304328,-0.031608891,0.998597801,0.042465925,-0.989872634,-0.037159082,0.137008682,0.138394564,-0.037705164,0.98965919,-125.1276245,285.786499,-138.4782715,0.110081956
3226,0.716272891,0.697099507,-0.031707071,0.627902508,-0.66366452,-0.40655601,-0.304452896,0.271296114,-0.913075507,24.32843018,31.0776062,53.94134903,0.381290585,-0.701151073,0.711583078,-0.045129258,0.710498273,0.702588439,0.039518107,0.059827711,-0.004356096,-0.998199165,141.9797821,-242.5108643,-1590.658203,0.143716365,-0.031580064,0.998593688,0.042583965,-0.989994824,-0.037113477,0.136135355,0.137524337,-0.037858739,0.989774525,-125.1596909,285.8631287,-138.29245,0.110270105
3227,0.716706693,0.69661504,-0.032542095,0.627249658,-0.664329171,-0.406478256,-0.304777533,0.270913661,-0.913080752,24.29678917,30.95885658,53.85791397,0.383991063,-0.701141953,0.711637199,-0.044412717,0.710560203,0.702535987,0.03933762,0.059195641,-0.003976652,-0.998238444,141.976181,-242.5093842,-1590.657349,0.145380482,-0.031581108,0.9985618,0.043323427,-0.990071952,-0.0371936,0.135551155,0.13696757,-0.038612459,0.989822686,-125.233551,285.92276,-138.1037292,0.10984014
3228,0.716326594,0.697095692,-0.030558581,0.62777704,-0.66297555,-0.407871813,-0.304585278,0.272985458,-0.91252768,24.15763855,30.80168915,53.73400879,0.380909264,-0.701083779,0.711674333,-0.044735391,0.710574031,0.702498674,0.039752826,0.059717614,-0.003917745,-0.998207629,141.9740143,-242.5085297,-1590.657593,0.143265128,-0.031771827,0.998573005,0.042924806,-0.990047216,-0.037333522,0.135693938,0.137102827,-0.038186338,0.98982054,-125.1471329,285.9360352,-138.1529236,0.109602779
3229,0.71547097,0.698093951,-0.027678955,0.629386544,-0.661238611,-0.408210844,-0.30327189,0.274642259,-0.912467957,24.06263161,30.69506455,53.6815033,0.381389916,-0.701123059,0.711626828,-0.044874385,0.710523307,0.702546418,0.039813597,0.059858765,-0.003970069,-0.998198926,141.9741516,-242.5086212,-1590.65686,0.143532872,-0.031729028,0.998595357,0.042433377,-0.990042448,-0.037226036,0.135757864,0.137146801,-0.03770338,0.989832938,-125.1443558,285.9194946,-138.1861725,0.11047738
3230,0.715339065,0.698280275,-0.026356746,0.629248798,-0.660106182,-0.410250813,-0.303868324,0.276883483,-0.911591768,23.99254036,30.62469101,53.60308838,0.380845875,-0.701126397,0.711604178,-0.045179598,0.710526764,0.702566326,0.039398536,0.05977783,-0.004477959,-0.998201609,141.9754944,-242.5102234,-1590.655518,0.143389508,-0.031721316,0.998584032,0.042705711,-0.990015626,-0.037262931,0.135943666,0.137342498,-0.037967008,0.989795744,-125.1548004,285.8512573,-138.3200531,0.110911652
3231,0.715461671,0.698207676,-0.024912911,0.629466236,-0.659672797,-0.410614341,-0.303128421,0.278096974,-0.911468744,23.93835068,30.55932236,53.61648178,0.382633328,-0.70113945,0.711590171,-0.045197908,0.710499048,0.702581465,0.039627463,0.059953727,-0.004328694,-0.998191714,141.9766388,-242.5099335,-1590.655762,0.143424049,-0.031743679,0.998580515,0.042770792,-0.989987314,-0.03730154,0.136138454,0.137540624,-0.038021006,0.989766121,-125.139595,285.8685303,-138.2992249,0.10955324
3232,0.715173006,0.698530555,-0.024135692,0.629845262,-0.659053206,-0.41102767,-0.303022116,0.278754175,-0.911303282,23.89213371,30.46726418,53.606987,0.38022083,-0.701101124,0.711643338,-0.044954486,0.710546613,0.702528894,0.03970639,0.059838615,-0.004104062,-0.998199582,141.9780884,-242.5091248,-1590.656738,0.143569157,-0.031707138,0.998590887,0.042555161,-0.989982486,-0.037237629,0.136191383,0.13758412,-0.037810624,0.989768088,-125.1391602,285.9055176,-138.2197723,0.109372638
3233,0.714583635,0.699161291,-0.023317581,0.630719483,-0.658333957,-0.410839885,-0.302594095,0.278872609,-0.911409318,23.84510231,30.38178444,53.62024689,0.37995562,-0.70118916,0.711588681,-0.04444455,0.71048671,0.702586591,0.039759118,0.059518281,-0.003698599,-0.998220384,141.9785004,-242.5093994,-1590.656494,0.144504607,-0.031515341,0.998583496,0.042869229,-0.990077019,-0.037066016,0.135549396,0.13694638,-0.038171951,0.989842713,-125.211525,285.9473572,-138.0684814,0.110272385
3234,0.714597762,0.69913739,-0.023599831,0.630289078,-0.6581285,-0.411828309,-0.303456277,0.279416859,-0.910955787,23.7887764,30.34799385,53.63764191,0.383441746,-0.701171398,0.71159029,-0.044698521,0.710499465,0.702583253,0.039588597,0.059575297,-0.003999886,-0.998215795,141.9781342,-242.5094452,-1590.6604,0.144482493,-0.031538557,0.9985798,0.042938508,-0.990041673,-0.037108041,0.135795429,0.13719593,-0.038228121,0.989805937,-125.1967163,285.9081726,-138.1662292,0.110073209
3235,0.714235902,0.699548602,-0.022335915,0.630762279,-0.657179892,-0.412617892,-0.303324968,0.280617863,-0.910630345,23.69348145,30.26243019,53.6118927,0.383734107,-0.70113939,0.711601496,-0.045021463,0.710495174,0.70257175,0.039868649,0.060001396,-0.004034054,-0.998190105,141.9767761,-242.5093384,-1590.661011,0.143980354,-0.03165156,0.998587191,0.04268235,-0.990017653,-0.037190728,0.135948032,0.137343347,-0.037953317,0.989796162,-125.1339035,285.9068604,-138.2280579,0.109832369
3236,0.712939799,0.700897992,-0.021419626,0.632588089,-0.656036198,-0.411641598,-0.30257082,0.279925883,-0.911094069,23.62385941,30.19581032,53.61774445,0.382300794,-0.701104164,0.711632848,-0.045074925,0.710542142,0.702538729,0.03961347,0.059857123,-0.004254467,-0.998197913,141.9757538,-242.5083618,-1590.658813,0.143535465,-0.031748302,0.998575628,0.042880278,-0.98998034,-0.037322931,0.136183202,0.137589648,-0.03812705,0.989755213,-125.1373825,285.8852539,-138.2702179,0.109824233
3237,0.711411357,0.702425718,-0.022181135,0.634397268,-0.655452728,-0.409782678,-0.302380562,0.277452379,-0.911913455,23.56941223,30.11751747,53.64175034,0.381519169,-0.701158822,0.71161294,-0.044534743,0.71052748,0.702560604,0.039488196,0.059388667,-0.003955663,-0.99822706,141.9755402,-242.507782,-1590.660156,0.145271018,-0.031655703,0.998563349,0.043233003,-0.9900105,-0.037271757,0.135977849,0.137393877,-0.038496651,0.989768088,-125.2155609,285.919281,-138.1289978,0.109432049
3238,0.710958362,0.702873707,-0.022510352,0.635238767,-0.655618906,-0.408210099,-0.30167836,0.275920928,-0.912610352,23.5243187,30.08696938,53.66291809,0.383393019,-0.701119184,0.711645722,-0.044634875,0.710555375,0.702527344,0.039578106,0.059522808,-0.003966579,-0.998219073,141.9742584,-242.5089569,-1590.656616,0.145128191,-0.031670719,0.998567998,0.043114457,-0.989981413,-0.037278473,0.136188015,0.137600243,-0.038369339,0.989744425,-125.184166,285.9252319,-138.143158,0.109644532
3239,0.710792303,0.703051805,-0.022191405,0.63575238,-0.655611932,-0.407421112,-0.300987095,0.275483578,-0.912970781,23.45344162,30.05669022,53.65078354,0.381474227,-0.701110542,0.711622059,-0.045144808,0.710510373,0.702550828,0.039967462,0.060158245,-0.004054244,-0.998180628,141.9773865,-242.50914,-1590.658325,0.143296033,-0.031694278,0.998599291,0.042366587,-0.989983022,-0.037199154,0.136198282,0.137583509,-0.037625495,0.9897753,-125.1029282,285.907959,-138.2511444,0.109840468
3240,0.710173965,0.703680515,-0.022061072,0.63649863,-0.655132771,-0.4070265,-0.300869554,0.275017768,-0.913149953,23.4514637,30.01708412,53.5614624,0.381217092,-0.701129556,0.71161741,-0.044922527,0.710529327,0.702554762,0.039559562,0.059711806,-0.004182392,-0.998206913,141.9791565,-242.5083466,-1590.661621,0.144139141,-0.031656355,0.998588383,0.042651158,-0.990005016,-0.037194677,0.136039019,0.13743338,-0.037918359,0.989784956,-125.1651764,285.8901367,-138.2349701,0.109900028
3241,0.709615946,0.70428139,-0.020807976,0.637441874,-0.654292047,-0.406902701,-0.300188482,0.275480747,-0.913234472,23.38538361,29.96421623,53.48913574,0.378838181,-0.70108521,0.711634338,-0.045343287,0.710526049,0.702537298,0.039925683,0.06026784,-0.004226279,-0.998173296,141.9799652,-242.5090332,-1590.660645,0.142911077,-0.031774979,0.998610914,0.042030208,-0.989968717,-0.037236322,0.136291504,0.137667239,-0.037277929,0.989776731,-125.0800476,285.8887024,-138.3143616,0.10937611
3242,0.708981514,0.704920113,-0.020805113,0.638316274,-0.653977752,-0.406036168,-0.299829155,0.274591893,-0.913620114,23.39095497,29.92874718,53.43975449,0.3803505,-0.701126158,0.711624265,-0.044866838,0.71052283,0.702548921,0.039778233,0.059828304,-0.003989353,-0.998200715,141.97995,-242.5087891,-1590.661499,0.143440083,-0.031731844,0.998591781,0.042515535,-0.989982903,-0.037256349,0.136183143,0.137575343,-0.037768312,0.989771008,-125.1480103,285.9159546,-138.1942139,0.108464696
3243,0.70876354,0.705144167,-0.02063841,0.63857156,-0.653732955,-0.406029016,-0.299801022,0.274599463,-0.913627088,23.4028244,29.92083168,53.34577179,0.381968349,-0.701177299,0.711582661,-0.044727225,0.710497022,0.702590525,0.039503131,0.059534669,-0.004079862,-0.998217881,141.9786682,-242.5078583,-1590.660522,0.144791931,-0.031586949,0.99857837,0.042935561,-0.990003288,-0.037165809,0.136059389,0.137461707,-0.038208645,0.989769876,-125.2047043,285.8951111,-138.1839447,0.108868882
3244,0.70881772,0.705101609,-0.020227442,0.638448119,-0.653478146,-0.40663296,-0.299935728,0.27531448,-0.913367689,23.38199616,29.91158485,53.23937988,0.381188571,-0.701136768,0.711597979,-0.045116767,0.710505188,0.702574015,0.039650649,0.059913188,-0.004255166,-0.998194516,141.9770355,-242.5079651,-1590.660522,0.144086808,-0.031719271,0.998584569,0.04269392,-0.989918709,-0.037285998,0.136640519,0.138038993,-0.037929371,0.989700258,-125.1432343,285.8761597,-138.2807007,0.109075248
3245,0.708707809,0.705231786,-0.019528853,0.638743818,-0.653153896,-0.406689405,-0.299565673,0.275750041,-0.913357735,23.38184929,29.87550163,53.10596466,0.380434543,-0.701093197,0.711646736,-0.045024257,0.710551083,0.702525139,0.039693668,0.059878543,-0.004163073,-0.998196959,141.9754791,-242.5090485,-1590.661621,0.145099401,-0.031789728,0.998573184,0.042906839,-0.989942312,-0.037377734,0.136444613,0.137853697,-0.03813776,0.98971808,-125.1290588,285.8987427,-138.2504883,0.108690001
3246,0.708399475,0.705541074,-0.019545086,0.639045954,-0.652899265,-0.406623691,-0.299650699,0.27556178,-0.913386643,23.38763428,29.84563828,52.9886055,0.379887372,-0.701102912,0.711658835,-0.044680823,0.71057272,0.702513516,0.039510604,0.059506956,-0.004047977,-0.998219669,141.9762573,-242.5075836,-1590.65564,0.14440231,-0.031632468,0.998558402,0.043364592,-0.990048707,-0.03725614,0.135704011,0.137123987,-0.038640406,0.989799976,-125.1792831,285.9164734,-138.1643372,0.109132871
3247,0.708131194,0.705823183,-0.019074557,0.639573216,-0.65264219,-0.406207204,-0.299159318,0.275448412,-0.913581908,23.36569214,29.80840111,52.90414429,0.382154047,-0.701142311,0.711623669,-0.044623207,0.710528374,0.702549994,0.039660357,0.059573285,-0.003898501,-0.998216331,141.9758606,-242.50737,-1590.657593,0.144551098,-0.031650033,0.998554409,0.043442745,-0.990062296,-0.03728015,0.135598198,0.137021735,-0.038719334,0.989811003,-125.1887817,285.930481,-138.1312866,0.109539874
3248,0.707681239,0.706267297,-0.019332327,0.639775932,-0.65218699,-0.406618923,-0.299789935,0.275388241,-0.913393319,23.3419838,29.76387596,52.78078842,0.379596531,-0.701130033,0.711624205,-0.044807151,0.7105335,0.702548504,0.039594594,0.05965567,-0.004076024,-0.998210669,141.9761658,-242.5081635,-1590.661133,0.144660667,-0.03164785,0.998574972,0.042969011,-0.990023494,-0.037224483,0.135896191,0.137302041,-0.038239513,0.989790797,-125.170723,285.9054565,-138.1959076,0.109359972
3249,0.707376301,0.706562519,-0.019702403,0.640262008,-0.652311027,-0.405653715,-0.299471796,0.274335116,-0.913814485,23.3352356,29.70135498,52.69469452,0.382708341,-0.701156616,0.71161288,-0.044570889,0.710523486,0.702560842,0.039556287,0.059462521,-0.003933512,-0.998222768,141.9762878,-242.5080109,-1590.660156,0.144400656,-0.031525996,0.998581111,0.042917799,-0.990066409,-0.03708601,0.135621086,0.137020305,-0.038215883,0.989830792,-125.2048416,285.9221497,-138.1306152,0.108813621
3250,0.70741415,0.706501722,-0.020506958,0.639949203,-0.65255326,-0.405757695,-0.300050378,0.273915321,-0.913750589,23.33964729,29.62914658,52.5560112,0.382129163,-0.701155484,0.711627424,-0.044355165,0.710541725,0.702546597,0.03948139,0.059257612,-0.003833601,-0.998235345,141.9757996,-242.5075226,-1590.662964,0.14634873,-0.031557348,0.998561561,0.043346107,-0.990075231,-0.037172444,0.135532886,0.136949211,-0.038638853,0.989824176,-125.2310638,285.9376221,-138.0788727,0.10924796
3251,0.707756042,0.706162333,-0.02040083,0.639453173,-0.652637243,-0.406404167,-0.300301641,0.274589628,-0.913465679,23.30325317,29.59113312,52.42518997,0.380762219,-0.701025367,0.711708426,-0.045105606,0.710631073,0.702460945,0.039396681,0.05972388,-0.004435373,-0.998205066,141.9773254,-242.5074921,-1590.662109,0.146703467,-0.031670108,0.998576343,0.042922918,-0.990006566,-0.037244748,0.136013716,0.137418732,-0.038186405,0.989776671,-125.1214371,285.8743896,-138.3053284,0.1090701
3252,0.707920492,0.70601815,-0.019669257,0.639560878,-0.65260309,-0.406289339,-0.299683899,0.275040865,-0.913532734,23.2815094,29.50471115,52.29648209,0.382082224,-0.701065421,0.711664319,-0.045179177,0.710572064,0.702506483,0.039647918,0.059954673,-0.004307275,-0.998191774,141.9781494,-242.5083008,-1590.660156,0.144075781,-0.031714667,0.99857533,0.042912912,-0.989974082,-0.03729612,0.136236086,0.137642473,-0.038161989,0.989746571,-125.110199,285.8838501,-138.2973785,0.108676322
3253,0.707753956,0.706211209,-0.018710731,0.639938354,-0.652106225,-0.4064928,-0.299271137,0.275723159,-0.913462341,23.26194954,29.39712906,52.15011597,0.383517683,-0.701094329,0.711650074,-0.044953395,0.710553288,0.702522039,0.039708134,0.059839055,-0.004102634,-0.998199582,141.9774323,-242.5083923,-1590.661377,0.14405477,-0.031831335,0.998581588,0.0426795,-0.989998221,-0.037372071,0.136039436,0.137441501,-0.037922315,0.989783704,-125.138298,285.9087219,-138.2241211,0.109486476
3254,0.707583606,0.706411302,-0.017565018,0.639964402,-0.651170254,-0.407949537,-0.299617976,0.277417421,-0.912835538,23.22249222,29.29452324,51.9474144,0.384542823,-0.701131701,0.711622179,-0.044813219,0.710529447,0.702550709,0.03962959,0.05968485,-0.004055549,-0.998209059,141.9802551,-242.5093689,-1590.661865,0.144027099,-0.031706881,0.998592198,0.042523924,-0.990051806,-0.037214037,0.13569288,0.137084335,-0.03779849,0.989837945,-125.1692734,285.9077148,-138.1930237,0.110188916
3255,0.707483947,0.706519961,-0.017204313,0.639818311,-0.650650918,-0.409006,-0.300164908,0.278357565,-0.912369549,23.14945793,29.21441269,51.80473709,0.382661074,-0.701103091,0.711630166,-0.045132473,0.710518777,0.702542603,0.039962713,0.060146157,-0.004049487,-0.998181343,141.9798889,-242.5088348,-1590.661743,0.144290462,-0.031703334,0.998593688,0.042492583,-0.990066528,-0.037202228,0.135588303,0.136978433,-0.037771884,0.989853621,-125.1009979,285.9104004,-138.2487946,0.109552987
3256,0.707156539,0.706859767,-0.016700612,0.640167892,-0.650107503,-0.409323066,-0.300191194,0.278764278,-0.912236691,23.14155769,29.16694069,51.63760376,0.382788002,-0.70112282,0.711609185,-0.045156732,0.710535407,0.70256108,0.039335705,0.059717011,-0.004506296,-0.998205125,141.9790039,-242.5076141,-1590.660889,0.144869521,-0.031628337,0.998583615,0.042782646,-0.989963889,-0.037196487,0.136337891,0.137736157,-0.038041133,0.989738166,-125.162262,285.8478699,-138.3235931,0.108355246
3257,0.706877768,0.707156181,-0.015936838,0.640789211,-0.649752438,-0.408914447,-0.299521357,0.278840363,-0.912433505,23.1321106,29.09334564,51.52311325,0.382257074,-0.701160014,0.711602986,-0.044674248,0.710524261,0.702569664,0.039384231,0.059412707,-0.00412749,-0.998224974,141.9768066,-242.5069885,-1590.660767,0.144553915,-0.031558488,0.998568892,0.043175381,-0.989999831,-0.037171531,0.136083111,0.137493268,-0.038449045,0.989756167,-125.2153397,285.8954163,-138.1771393,0.108539648
3258,0.707200885,0.706875503,-0.013927538,0.641248047,-0.649590909,-0.408451438,-0.297771513,0.279926211,-0.912673771,23.09541893,29.06217766,51.45407486,0.383310258,-0.701087177,0.711651504,-0.045043606,0.710552096,0.70252049,0.039757498,0.05993754,-0.004132358,-0.998193562,141.9734192,-242.5074615,-1590.661621,0.144020781,-0.031779498,0.998579025,0.042778574,-0.990002751,-0.037333477,0.136017591,0.137421384,-0.038028333,0.989782393,-125.1221161,285.9041443,-138.2445068,0.109063543
3259,0.707411945,0.706684053,-0.012885606,0.64159286,-0.649688601,-0.407754093,-0.296524942,0.280182779,-0.913000882,23.08318329,29.05451584,51.42034912,0.383341938,-0.701069355,0.71165657,-0.04524035,0.710558772,0.702514529,0.039743509,0.060065731,-0.004282971,-0.998185217,141.9734497,-242.5072174,-1590.660889,0.143654063,-0.031815387,0.998591304,0.042463642,-0.98999095,-0.037329022,0.13610442,0.137497813,-0.037708405,0.989784062,-125.0995407,285.8858032,-138.3050232,0.109205909
3260,0.707265198,0.706850708,-0.011748522,0.642576993,-0.649704814,-0.406175375,-0.294738412,0.279724389,-0.913719594,23.07590294,29.04745865,51.42472458,0.383314967,-0.701146901,0.71158582,-0.045151167,0.710478783,0.702587187,0.039890017,0.060107801,-0.004110183,-0.998183429,141.9737244,-242.5070496,-1590.662231,0.143513158,-0.031717185,0.998604357,0.042229697,-0.990037858,-0.037187964,0.1358013,0.137182206,-0.037501764,0.98983568,-125.126152,285.8955688,-138.2653656,0.109926097
