Number of frames: 3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
890,0.814588249,0.501208603,0.291951984,0.578576922,-0.666382849,-0.470300585,-0.041166905,0.552018046,-0.832815409,24.66005898,33.70046997,87.44158936,0.313350737,-0.701139092,0.711598694,-0.045068394,0.710483432,0.702574909,0.040021416,0.060143113,-0.003959768,-0.99818188,141.9797668,-242.5059967,-1590.661987,0.14270936,-0.03165504,0.998586833,0.042688433,-0.990045249,-0.037187345,0.135747999,0.137143627,-0.037966374,0.989823282,-125.1206436,285.9188538,-138.2115173,0.108976074
891,0.815028667,0.500567496,0.291822672,0.577923834,-0.666114211,-0.471482694,-0.041621696,0.552923203,-0.832192063,24.66220284,33.62900543,87.39538574,0.30986914,-0.7010988,0.711659789,-0.044731364,0.710535705,0.702514946,0.040147111,0.059995528,-0.00363614,-0.998192012,141.9745331,-242.50737,-1590.662109,0.143474117,-0.031672455,0.998592496,0.04254254,-0.990109503,-0.037166845,0.135284275,0.13667503,-0.037836984,0.989893079,-125.1222916,285.9752808,-138.1008453,0.109302074
892,0.814703643,0.500222087,0.29331851,0.57844913,-0.665577948,-0.471595824,-0.040676322,0.553880692,-0.831601858,24.63196182,33.64538574,87.38584137,0.310735583,-0.701113462,0.71162051,-0.045124326,0.710505128,0.702552676,0.040027,0.060186252,-0.003997597,-0.998179138,141.9705353,-242.508316,-1590.660156,0.144513071,-0.031715255,0.998584032,0.042709488,-0.990066171,-0.037243485,0.135579914,0.136978582,-0.037985265,0.989845395,-125.1042862,285.9202271,-138.2272797,0.109264173
893,0.814668298,0.500032306,0.293740183,0.578503609,-0.665240467,-0.47200501,-0.040609896,0.554457247,-0.831220746,24.64396668,33.67089844,87.37207794,0.31135875,-0.701080978,0.711643279,-0.045269601,0.710546732,0.702527761,0.039724879,0.060073093,-0.004315811,-0.998184621,141.9664917,-242.5083008,-1590.661011,0.144021511,-0.031670049,0.998572052,0.043021131,-0.990056455,-0.037244156,0.135650441,0.137059033,-0.038297296,0.989822209,-125.1056213,285.8834839,-138.2993774,0.109370947
894,0.814333558,0.500283062,0.294240952,0.578997076,-0.665043414,-0.471677452,-0.040289231,0.55446744,-0.831229627,24.66972351,33.64912033,87.3738327,0.311642736,-0.701141,0.711607635,-0.044898652,0.710508287,0.702565491,0.039745227,0.059827249,-0.004033858,-0.998200595,141.9667816,-242.5087891,-1590.658691,0.143607169,-0.031584248,0.998569429,0.043144505,-0.990092635,-0.037166588,0.135407418,0.136817247,-0.038440313,0.989850163,-125.1588898,285.9134216,-138.1859589,0.109150805
895,0.813786387,0.500439107,0.295486838,0.579841971,-0.664877951,-0.470872164,-0.039180148,0.554525018,-0.83124423,24.69171524,33.66591263,87.37416077,0.311214507,-0.701149464,0.711603761,-0.04482805,0.710501373,0.702569962,0.039790194,0.059809688,-0.003951517,-0.998201966,141.9677734,-242.5083923,-1590.655762,0.143818006,-0.031628244,0.998573184,0.043027002,-0.990071774,-0.037199676,0.135551333,0.13695851,-0.038312569,0.98983562,-125.1648102,285.921814,-138.1620331,0.109128557
896,0.813955724,0.499891609,0.295946658,0.579637706,-0.664939761,-0.471036345,-0.038680416,0.554944575,-0.830987513,24.71485329,33.69019699,87.33817291,0.311789811,-0.701017439,0.711717904,-0.04508017,0.710600317,0.702454329,0.040064123,0.060181111,-0.003948336,-0.998179674,141.9707794,-242.5080261,-1590.655273,0.144236103,-0.031776797,0.998596489,0.042370457,-0.990065813,-0.037257925,0.135578126,0.136966482,-0.037641305,0.989860237,-125.0696869,285.9450684,-138.2032928,0.109969094
897,0.814056218,0.499649465,0.296079129,0.579536915,-0.665408194,-0.470498592,-0.038070895,0.554601073,-0.831244946,24.80109787,33.74127197,87.29463959,0.311561197,-0.701134741,0.711622238,-0.044765417,0.710501313,0.702552617,0.040096242,0.059983436,-0.003693022,-0.998192489,141.9754334,-242.5066986,-1590.653931,0.143828258,-0.031656846,0.998575866,0.042941477,-0.990068495,-0.037217028,0.135570124,0.136975214,-0.038223282,0.989836752,-125.1405945,285.9606323,-138.1059875,0.109005995
898,0.813791394,0.49945128,0.297139615,0.579952598,-0.665029109,-0.470522255,-0.037396442,0.555233836,-0.830853045,24.88966942,33.79708099,87.1869812,0.307734132,-0.701169133,0.711589217,-0.044750761,0.710479915,0.70258534,0.039900836,0.059834238,-0.003817286,-0.998201013,141.9783936,-242.5058136,-1590.650391,0.143221304,-0.031703256,0.998559594,0.043286454,-0.990090072,-0.037303317,0.135388821,0.136808529,-0.038565218,0.989846528,-125.1706467,285.9367065,-138.122467,0.108350806
899,0.813593566,0.49924463,0.298027247,0.580282629,-0.664962769,-0.470209152,-0.036572367,0.555499196,-0.830712438,24.97395897,33.83996201,87.11086273,0.309939086,-0.701161981,0.711600602,-0.044681545,0.710485578,0.702574432,0.039993033,0.059851181,-0.003703999,-0.998200417,141.9794922,-242.5053101,-1590.651245,0.14453654,-0.031700306,0.99858427,0.042715296,-0.990090072,-0.037222974,0.135410815,0.136809096,-0.037999429,0.989868343,-125.1654282,285.9530334,-138.0962067,0.109572843
900,0.813709795,0.498713881,0.29859823,0.58014816,-0.664870799,-0.470505029,-0.036118157,0.556085765,-0.83033973,25.07898712,33.93076325,86.99795532,0.30829528,-0.701143563,0.711612821,-0.044776514,0.710506856,0.70256114,0.039847955,0.059814557,-0.003874884,-0.998202026,141.9791565,-242.5052185,-1590.65271,0.144656271,-0.031726845,0.998586237,0.042648893,-0.990070164,-0.037245512,0.135549873,0.136946723,-0.03792483,0.98985219,-125.1610413,285.9334717,-138.1401215,0.109352782
901,0.813594103,0.498244941,0.29969433,0.580379546,-0.664907515,-0.470167637,-0.034989614,0.556462049,-0.830136001,25.21167183,34.05713654,86.90908814,0.309926003,-0.701153338,0.71159929,-0.044836894,0.710517168,0.702573001,0.039452966,0.059575897,-0.004194802,-0.99821496,141.9774017,-242.5061188,-1590.652466,0.143512771,-0.031640153,0.998573005,0.043022282,-0.990052581,-0.037216078,0.1356868,0.137094289,-0.03830117,0.989817262,-125.1930161,285.8895264,-138.200531,0.109659135
902,0.813764215,0.497380346,0.300666928,0.580195785,-0.66488874,-0.470420927,-0.034068078,0.557257414,-0.829640627,25.31186485,34.13611603,86.8591156,0.309767067,-0.701121509,0.7116009,-0.045307115,0.710504532,0.702570438,0.039724614,0.060099516,-0.004339127,-0.998182893,141.9748535,-242.5058441,-1590.651001,0.143357024,-0.031678576,0.998589814,0.04260128,-0.990001738,-0.037210576,0.136058167,0.137451515,-0.037865214,0.989784479,-125.1198578,285.8711853,-138.3027039,0.109304257
903,0.813930333,0.496599615,0.301506519,0.580019355,-0.665049434,-0.470411211,-0.03308928,0.55776161,-0.829341352,25.48329926,34.20697784,86.82064819,0.3100335,-0.701082528,0.711642325,-0.045260586,0.710548699,0.702528536,0.039676048,0.060032006,-0.004343667,-0.998186946,141.9713135,-242.5066834,-1590.651855,0.142512083,-0.031796645,0.998580217,0.042738169,-0.989977419,-0.037351783,0.136196554,0.137599528,-0.037979227,0.989759505,-125.1119919,285.8798828,-138.2955475,0.108235404
904,0.814170659,0.49615705,0.30158627,0.579676986,-0.664911032,-0.471028566,-0.033176117,0.558320284,-0.828961849,25.67833328,34.33062363,86.75218964,0.308518022,-0.701116681,0.711610675,-0.045229372,0.71054846,0.702558398,0.039148763,0.05963495,-0.00468981,-0.998209238,141.9693451,-242.5064392,-1590.652466,0.142466187,-0.03174058,0.998568177,0.043059204,-0.989949524,-0.037348337,0.136400312,0.137813196,-0.038297012,0.989717603,-125.1726456,285.8273315,-138.348114,0.10845495
905,0.814432442,0.495836109,0.301407278,0.579330325,-0.665460229,-0.470679343,-0.032805253,0.557950914,-0.829225302,25.80466461,34.41885757,86.74116516,0.309510827,-0.701129436,0.711615622,-0.044952754,0.710532904,0.702556074,0.039469916,0.059669238,-0.00426689,-0.998209059,141.9677429,-242.5061188,-1590.651123,0.144443989,-0.031680584,0.998580515,0.04281655,-0.98998332,-0.037246995,0.136182711,0.137584195,-0.03807332,0.989758074,-125.174057,285.8816834,-138.2306671,0.108938158
906,0.814801931,0.495218784,0.301423579,0.578835487,-0.665902376,-0.470662832,-0.03236239,0.557971656,-0.829228759,25.91826057,34.54499435,86.69714356,0.310560852,-0.701085091,0.711651266,-0.045080498,0.710564494,0.702519774,0.039548632,0.05981477,-0.004305645,-0.998200178,141.9668884,-242.5059052,-1590.648804,0.142682403,-0.031743322,0.998592675,0.042485982,-0.989994586,-0.037260361,0.13609679,0.137488306,-0.03774073,0.989784122,-125.1403732,285.8850098,-138.2565918,0.109500714
907,0.815032125,0.494826555,0.301445365,0.578515828,-0.665979326,-0.470946878,-0.032280631,0.558227718,-0.829059541,26.02875137,34.63493347,86.60187531,0.311525911,-0.701100349,0.711629868,-0.045179602,0.710539639,0.702541173,0.039614405,0.059931327,-0.004328224,-0.998193085,141.9685822,-242.5073242,-1590.654175,0.142444581,-0.03167811,0.998601437,0.042328537,-0.989961386,-0.037184,0.136359289,0.137742519,-0.037584011,0.989754736,-125.1306763,285.8794861,-138.282135,0.109481491
908,0.81532675,0.494445026,0.301274657,0.578120172,-0.666505814,-0.470687836,-0.031927954,0.557937384,-0.829268694,26.13927841,34.68281174,86.58327484,0.311205268,-0.701076806,0.711652219,-0.045192394,0.71053952,0.702520072,0.039988283,0.060206316,-0.004076127,-0.998177588,141.970047,-242.506897,-1590.65271,0.143790081,-0.031680156,0.998604298,0.042257965,-0.989995778,-0.037166987,0.136113748,0.137494385,-0.037523102,0.989791512,-125.088562,285.9162598,-138.240036,0.108808465
909,0.815813184,0.494331837,0.300141394,0.577368736,-0.666513801,-0.471598029,-0.033077523,0.558028162,-0.829162478,26.34227943,34.72653961,86.4937973,0.310810059,-0.7011379,0.711614549,-0.044837162,0.710529268,0.702557802,0.039505474,0.059613366,-0.004159331,-0.998212814,141.9737854,-242.5063477,-1590.654541,0.144539356,-0.031561177,0.998587191,0.042748407,-0.990035951,-0.037105981,0.135838047,0.137232363,-0.038035251,0.989808381,-125.1830292,285.8960876,-138.1958313,0.108475797
910,0.815579534,0.493983567,0.301347494,0.577757001,-0.666342854,-0.471364021,-0.03204532,0.558540463,-0.828858078,26.4472065,34.78744507,86.40969849,0.309721231,-0.701139629,0.711596608,-0.045094222,0.710507691,0.702575207,0.039584335,0.059850164,-0.004285645,-0.998198152,141.9761505,-242.5065155,-1590.652222,0.143136755,-0.031497989,0.998594463,0.042626608,-0.990062475,-0.03702008,0.135668129,0.137055486,-0.037929732,0.989836931,-125.1547394,285.8754578,-138.2633667,0.10845504
911,0.815703988,0.493760139,0.30137676,0.577581167,-0.666322947,-0.471607625,-0.03204678,0.558761775,-0.828708827,26.57242966,34.84220123,86.33113861,0.310090899,-0.701057911,0.711668313,-0.045231547,0.710580766,0.702501833,0.039574001,0.059938811,-0.004397,-0.99819231,141.9761047,-242.5070648,-1590.651733,0.14303647,-0.031651467,0.998591602,0.042579118,-0.990018427,-0.037176356,0.135945976,0.137337446,-0.037851226,0.989800811,-125.1129074,285.8764954,-138.2993622,0.108835697
912,0.816019416,0.493222266,0.301403672,0.577121854,-0.666082978,-0.472508013,-0.03229161,0.559522331,-0.828185976,26.70105362,34.9131012,86.20896912,0.310679734,-0.700982213,0.711714447,-0.045677483,0.710643589,0.702451825,0.039333049,0.060080133,-0.00488864,-0.998181581,141.9757233,-242.506546,-1590.653564,0.144128427,-0.031885773,0.998587966,0.042489033,-0.989931524,-0.037417822,0.136511847,0.137908936,-0.037708446,0.989726782,-125.0670547,285.8213501,-138.4571381,0.108622812
913,0.816085994,0.493491471,0.300782025,0.576998472,-0.666181386,-0.472519994,-0.03280919,0.559167743,-0.828405142,26.83521652,34.91887665,86.11588287,0.309566855,-0.70108968,0.711632013,-0.045312472,0.710566461,0.702536702,0.039211594,0.059737895,-0.004706679,-0.998203039,141.9749298,-242.5059967,-1590.65564,0.144691944,-0.031689942,0.998576403,0.042907037,-0.989958227,-0.037275471,0.136357263,0.137762517,-0.038155019,0.98973012,-125.1511002,285.8302002,-138.3660584,0.108253531
914,0.816437006,0.493598461,0.299651712,0.576483369,-0.666978657,-0.472023726,-0.033128902,0.55812186,-0.82909739,26.93998909,34.93989182,86.09017181,0.310531974,-0.701075196,0.711655617,-0.045164146,0.710584342,0.702513754,0.039297096,0.059694435,-0.004542715,-0.998206317,141.9732056,-242.5041962,-1590.65918,0.143711343,-0.031646851,0.9985798,0.04285863,-0.989981174,-0.037220221,0.136205301,0.137607068,-0.038118772,0.989753127,-125.1496353,285.8545532,-138.3164673,0.109326392
915,0.81714952,0.493814021,0.297345519,0.575352252,-0.667267144,-0.472995043,-0.035162695,0.557586074,-0.829374075,26.9840374,34.93367386,86.00115967,0.310077101,-0.701065361,0.711658597,-0.045271024,0.710570574,0.702511609,0.039584097,0.05997378,-0.00441722,-0.998190165,141.973938,-242.5049744,-1590.658203,0.143783808,-0.03166613,0.998590052,0.04260565,-0.9900226,-0.03719322,0.13591139,0.137304395,-0.037876766,0.989804447,-125.1094284,285.8707581,-138.31604,0.109317333
916,0.816988289,0.494300753,0.296979606,0.575575829,-0.667520523,-0.472365171,-0.035250492,0.556851089,-0.829864025,27.01465225,34.97763825,85.91654205,0.309677541,-0.701091647,0.711625338,-0.045385975,0.710536599,0.702544868,0.039602928,0.06006813,-0.004483117,-0.998184204,141.9734192,-242.5053101,-1590.65332,0.143613085,-0.031610142,0.998590827,0.042627536,-0.989985943,-0.037151366,0.136189282,0.13758105,-0.037895698,0.989765286,-125.1109695,285.8581238,-138.34021,0.108684994
917,0.817014694,0.494945645,0.295830697,0.575484693,-0.667782962,-0.472105116,-0.036115661,0.555962861,-0.830422163,27.09854698,35.01525116,85.82236481,0.309392124,-0.701149344,0.711585402,-0.045119196,0.71051985,0.702584684,0.039194658,0.059590407,-0.004576776,-0.998212397,141.9735565,-242.5050659,-1590.656006,0.143594265,-0.031482391,0.9985829,0.042906351,-0.989943564,-0.037075806,0.136517778,0.13791512,-0.038176961,0.989708006,-125.1924896,285.8382874,-138.3102417,0.108480059
918,0.81727308,0.495074034,0.294900626,0.575084746,-0.668187261,-0.472020328,-0.036636163,0.555362403,-0.83080101,27.11701965,35.02666855,85.77392578,0.312098503,-0.70110333,0.711624742,-0.045215212,0.71054709,0.702545464,0.039405681,0.059807792,-0.004500084,-0.998199761,141.9766388,-242.506424,-1590.658569,0.143597856,-0.031627633,0.998593867,0.042543318,-0.989975095,-0.037160028,0.136265963,0.137655273,-0.037807055,0.989758313,-125.1452026,285.8548584,-138.3178253,0.108756118
919,0.817146361,0.495591104,0.294382751,0.575235903,-0.668236315,-0.47176674,-0.037086155,0.554842055,-0.831128716,27.14203453,35.02385712,85.7130127,0.310516953,-0.701094508,0.711649656,-0.044958666,0.710568666,0.702521384,0.039444521,0.059655104,-0.004291883,-0.998209834,141.9745483,-242.5075989,-1590.656372,0.143606618,-0.031569179,0.998594344,0.042576633,-0.990009129,-0.037097864,0.136035636,0.137423918,-0.03785672,0.989788592,-125.1615829,285.8871765,-138.2384491,0.108536839
920,0.817090094,0.495611042,0.294505656,0.575312436,-0.668060958,-0.471921921,-0.03714199,0.555035412,-0.830997109,27.10821724,35.02982712,85.64486694,0.30905804,-0.701056004,0.711666584,-0.045289528,0.710567892,0.702504218,0.039763484,0.060114425,-0.004304854,-0.998182178,141.9723816,-242.5070343,-1590.657104,0.144168034,-0.031607747,0.998611569,0.042141847,-0.98998487,-0.03708306,0.136215627,0.137589246,-0.037414324,0.989782512,-125.0920563,285.888031,-138.2997894,0.107911393
921,0.81710577,0.495788962,0.294162363,0.575276256,-0.668183029,-0.471793085,-0.037355509,0.554729462,-0.831191778,27.11048508,35.06473541,85.59111023,0.311019331,-0.701013505,0.711701393,-0.045401283,0.710609257,0.702468097,0.039663564,0.060121559,-0.004457876,-0.998181105,141.9706726,-242.5071869,-1590.656982,0.14439933,-0.03173209,0.998602331,0.042268235,-0.989957452,-0.037229806,0.136375412,0.137758434,-0.037516277,0.989755154,-125.0741043,285.8745422,-138.3427734,0.108430274
922,0.817091644,0.496540666,0.292930961,0.575204909,-0.668022037,-0.472107887,-0.038736422,0.554250777,-0.831447899,27.12688255,35.06663132,85.51365662,0.309982657,-0.701078117,0.711660266,-0.045044418,0.71058327,0.70250994,0.039384615,0.059672624,-0.004396119,-0.998208284,141.9689331,-242.5079041,-1590.661743,0.144204512,-0.031632178,0.998589218,0.042650457,-0.990002692,-0.037171513,0.136062548,0.13745597,-0.03792011,0.989781797,-125.1535645,285.8759155,-138.2731476,0.109413967
923,0.817237437,0.496608198,0.292409301,0.574988544,-0.668398857,-0.471837938,-0.038872547,0.553735673,-0.831784606,27.08758354,35.06077194,85.49710846,0.312365741,-0.701048791,0.711689711,-0.045038078,0.710589349,0.702481925,0.039774124,0.059945267,-0.004119981,-0.998193145,141.9695129,-242.5076447,-1590.663452,0.14343366,-0.031776302,0.998600662,0.042273015,-0.990024626,-0.037255496,0.135879606,0.137264371,-0.037533574,0.989823043,-125.1077271,285.91745,-138.2290649,0.108514756
924,0.817307472,0.49700281,0.291541785,0.574816763,-0.668214262,-0.472308487,-0.039926276,0.553604364,-0.831822097,27.05060959,35.03683853,85.44400024,0.309877574,-0.701055348,0.711692333,-0.04489354,0.710586548,0.702480137,0.039854497,0.059900962,-0.00396054,-0.998196483,141.969696,-242.5066681,-1590.657715,0.143559635,-0.031716529,0.998601735,0.042293042,-0.990054369,-0.037191425,0.135680318,0.137063533,-0.037569102,0.989849567,-125.1159668,285.9385376,-138.173645,0.108587906
925,0.817378283,0.497502655,0.290489078,0.574653089,-0.668355823,-0.472307414,-0.04082413,0.552984297,-0.83219099,27.00813484,35.07785034,85.41913605,0.3132236,-0.701029956,0.711711407,-0.044987552,0.710621476,0.702459395,0.039598331,0.059784509,-0.004209505,-0.998202443,141.9733276,-242.5078125,-1590.660522,0.14439097,-0.031673525,0.998598933,0.042390715,-0.990046918,-0.037164539,0.135741845,0.137127087,-0.037669372,0.989836931,-125.1187973,285.9105225,-138.2310181,0.109067999
926,0.817375541,0.498101622,0.289468646,0.574585557,-0.668367743,-0.47237283,-0.041818168,0.552430451,-0.832509339,26.94592857,35.0969162,85.38918304,0.31287095,-0.701028764,0.71170944,-0.045037121,0.710630774,0.702460349,0.039412245,0.059686858,-0.004375647,-0.998207569,141.9777069,-242.506012,-1590.65979,0.144629449,-0.031685144,0.998604298,0.042254891,-0.990029633,-0.037162207,0.135868505,0.137249172,-0.037528586,0.989825368,-125.1311951,285.888092,-138.2655487,0.109779172
927,0.817465782,0.498109162,0.289200634,0.574448228,-0.668512046,-0.472335637,-0.041940615,0.552249014,-0.832623601,26.88050461,35.09667969,85.35648346,0.312112927,-0.701057553,0.711670637,-0.045201067,0.71058166,0.702499688,0.039595801,0.059932906,-0.004360113,-0.998192847,141.9792175,-242.5067596,-1590.657349,0.142964408,-0.03174356,0.998604,0.042217579,-0.990016639,-0.037218004,0.135947987,0.137329459,-0.037480634,0.98981607,-125.1135788,285.8827515,-138.2925568,0.109767616
928,0.81764847,0.498339713,0.288285315,0.574180067,-0.669291258,-0.471557409,-0.042048965,0.551095903,-0.833381772,26.83439255,35.08147049,85.36034393,0.312937379,-0.701110423,0.71163708,-0.04490919,0.710534275,0.702535868,0.039805144,0.059877135,-0.004001717,-0.998197734,141.9809265,-242.5080719,-1590.65979,0.14438498,-0.031702131,0.998597264,0.042407863,-0.990025342,-0.037200872,0.135889277,0.137276277,-0.037676882,0.98981601,-125.1415253,285.9238281,-138.1876068,0.108807907
929,0.818042397,0.498373032,0.287107795,0.573598683,-0.670179546,-0.471003115,-0.042321488,0.54998517,-0.834101439,26.76655769,35.11573792,85.36405945,0.313571274,-0.701104343,0.711628258,-0.045144156,0.710528076,0.702543736,0.039776463,0.060021799,-0.00418874,-0.998188257,141.978775,-242.5069275,-1590.659058,0.144565642,-0.031676587,0.998609781,0.042132281,-0.989994884,-0.037146602,0.136126027,0.137501851,-0.037398737,0.989795268,-125.1242981,285.8973389,-138.2571411,0.109166414
930,0.818843484,0.497720957,0.285953045,0.572425187,-0.670966268,-0.471310526,-0.042716287,0.549616277,-0.83432436,26.73027992,35.10625458,85.31324005,0.315048724,-0.701092184,0.711621642,-0.045435231,0.710521579,0.702549219,0.039794475,0.060239099,-0.004383117,-0.99817431,141.974472,-242.5068665,-1590.660278,0.143712178,-0.031730328,0.998609126,0.042108405,-0.989950418,-0.037208147,0.136432186,0.137809187,-0.037356194,0.989754081,-125.0919037,285.8697205,-138.3424072,0.109162644
931,0.819482088,0.497609794,0.284312695,0.571479499,-0.672177553,-0.470731944,-0.043132216,0.548235238,-0.835211217,26.72122002,35.06246567,85.28556824,0.314866483,-0.70111835,0.711619496,-0.045064006,0.710519314,0.702552915,0.03977057,0.059961364,-0.00413497,-0.998192132,141.9704437,-242.508255,-1590.661255,0.143827796,-0.031664569,0.998586893,0.042678934,-0.989959061,-0.037219197,0.136366546,0.137762323,-0.037932411,0.989738703,-125.1332016,285.9023132,-138.2364807,0.107952923
932,0.819791198,0.497558087,0.283510804,0.571024954,-0.672824979,-0.470358461,-0.043277498,0.547487438,-0.835694015,26.6744957,34.99323273,85.22967529,0.315384448,-0.701112151,0.711641788,-0.044808257,0.710524559,0.70253247,0.040038217,0.059972119,-0.003766087,-0.998192966,141.9650574,-242.5067902,-1590.661865,0.142651215,-0.031649951,0.998595834,0.042481661,-0.99003011,-0.037158392,0.135865867,0.137253642,-0.037757978,0.98981601,-125.1315384,285.9545898,-138.1319122,0.107736029
933,0.819842458,0.497493923,0.28347519,0.570928276,-0.672571957,-0.470837444,-0.043581307,0.54785651,-0.835436344,26.66422653,34.9943924,85.1020813,0.312596679,-0.701081097,0.711656392,-0.045061667,0.710571289,0.70251447,0.039520353,0.059781384,-0.004312555,-0.998202145,141.9658356,-242.5066223,-1590.658569,0.142941624,-0.031555798,0.998589575,0.042697396,-0.989978492,-0.037109628,0.136254743,0.137647048,-0.03796988,0.989753246,-125.1425171,285.8868103,-138.2590485,0.107747592
934,0.819813371,0.497495383,0.28355673,0.570975125,-0.672556639,-0.470802546,-0.043514129,0.547874033,-0.835428417,26.61411095,34.9434967,85.02294922,0.311479837,-0.701124549,0.711615682,-0.045028467,0.710504889,0.702557623,0.039945118,0.060060665,-0.003986442,-0.998186767,141.9685822,-242.5085449,-1590.658081,0.143731609,-0.031599794,0.998598874,0.042447291,-0.989998519,-0.037113186,0.136108488,0.137493134,-0.037721757,0.989784181,-125.124939,285.9229431,-138.2027893,0.108054034
935,0.819755077,0.497389376,0.283910751,0.57107836,-0.672464728,-0.470808506,-0.04325518,0.548082948,-0.835304737,26.5816288,34.93341446,84.93541718,0.31230545,-0.701079905,0.711642742,-0.045293923,0.710523009,0.702529728,0.040112395,0.060366027,-0.004060381,-0.998168051,141.9725952,-242.5085907,-1590.661011,0.143131897,-0.031800468,0.998598754,0.042299058,-0.99000448,-0.037288256,0.136017233,0.137403905,-0.037550848,0.989803076,-125.0686951,285.916687,-138.2693024,0.109440707
936,0.819792628,0.497457474,0.283683151,0.571027994,-0.67272687,-0.470495105,-0.043210041,0.547699451,-0.835558653,26.63339615,34.97078705,84.85140228,0.3149198,-0.701079547,0.711651504,-0.045163557,0.710559249,0.702519596,0.039646417,0.059942711,-0.004296093,-0.998192608,141.9782104,-242.5089417,-1590.657837,0.144148886,-0.031681925,0.998584449,0.042722549,-0.989991963,-0.037233092,0.136123344,0.137521356,-0.03798233,0.989770234,-125.1184082,285.8866882,-138.2808228,0.109705575
937,0.820165575,0.497448564,0.28261894,0.570416331,-0.672816575,-0.471108437,-0.044201512,0.547597349,-0.835573733,26.65915489,34.96469116,84.75431824,0.312318563,-0.701155126,0.711580038,-0.045115598,0.710477531,0.702592909,0.039811309,0.060026828,-0.004139713,-0.998188198,141.9792633,-242.5089111,-1590.653809,0.143819302,-0.031580899,0.998591959,0.04262362,-0.989991307,-0.037120674,0.136159018,0.13754952,-0.037896991,0.989769697,-125.1400528,285.8935242,-138.2416687,0.108690053
938,0.8203848,0.497138798,0.282527566,0.570104182,-0.672963083,-0.471276969,-0.04415942,0.547698617,-0.835509598,26.67375183,34.99340439,84.66973877,0.311884761,-0.701158583,0.711558878,-0.045393232,0.710445523,0.70261389,0.04001005,0.060363427,-0.004196031,-0.998167634,141.9772034,-242.5075531,-1590.656372,0.143146455,-0.03161322,0.99859947,0.042423181,-0.989978731,-0.037128482,0.136247724,0.137632012,-0.037690818,0.989766061,-125.1020737,285.8816528,-138.3026276,0.107740305
939,0.820386827,0.497077733,0.282629102,0.570147574,-0.673445463,-0.470534712,-0.043557029,0.547160745,-0.835893393,26.71234703,35.02998734,84.62651825,0.314315706,-0.701121867,0.711595535,-0.045386486,0.710473776,0.702577472,0.040149726,0.060457882,-0.004096055,-0.998162329,141.9762878,-242.5070038,-1590.657471,0.143198162,-0.031573772,0.998613,0.042132419,-0.989990115,-0.037047025,0.136187777,0.137559772,-0.037410717,0.989786744,-125.0759201,285.901062,-138.2874146,0.108372003
940,0.820473731,0.497104108,0.282330185,0.570026696,-0.67378968,-0.470188171,-0.043501314,0.546712816,-0.836189389,26.76805306,35.03469086,84.57150269,0.312917382,-0.701090217,0.711640477,-0.045169048,0.710495889,0.70253402,0.040514797,0.060564771,-0.003687894,-0.998157442,141.9723969,-242.5063629,-1590.654785,0.143314108,-0.031688634,0.998621404,0.041846659,-0.990065038,-0.037100505,0.135627255,0.136992812,-0.037133072,0.989875793,-125.0515976,285.9641724,-138.1775055,0.109329596
941,0.820267618,0.497160763,0.282829016,0.570355177,-0.673701584,-0.469916165,-0.043081511,0.546769977,-0.836173773,26.88004684,35.10318756,84.46289063,0.312879533,-0.701137722,0.711601019,-0.045053586,0.710484087,0.702572763,0.040047601,0.060151339,-0.00393097,-0.998181522,141.9707184,-242.5057068,-1590.655396,0.144650951,-0.031600628,0.998605072,0.042298589,-0.990050554,-0.037079494,0.13573876,0.137117848,-0.037588309,0.989841282,-125.1216812,285.9267883,-138.1926727,0.109109081
942,0.820661604,0.497105777,0.281780809,0.569688201,-0.673479676,-0.471041918,-0.044384025,0.547093213,-0.835894227,26.97419739,35.18985367,84.35137177,0.310004592,-0.701140821,0.711584091,-0.045273155,0.710485458,0.702587843,0.03975882,0.060100112,-0.004289388,-0.998183131,141.9730225,-242.5064697,-1590.659424,0.144663602,-0.031551592,0.998599946,0.04245669,-0.989965081,-0.037076335,0.13636139,0.13774462,-0.037728228,0.989748955,-125.1270599,285.8769531,-138.2966003,0.108263955
