Number of frames: 5451
Frequency: 100
Units: mm

Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
1, 0.671768308, 0.688839495, 0.272447228, 0.725226104,-0.686510503,-0.052444518, 0.150912032, 0.232816413,-0.960740387,-6.955727100, 6.482472897,66.821197510, 0.310941011,-0.729011357, 0.676774681, 0.102559544, 0.684324980, 0.723999262, 0.086743236,-0.015547410, 0.133420870,-0.990937471,361.755645752,-146.412109375,-1527.896118164, 0.143487841,,,,,,,,,,,,,,
2, 0.671980858, 0.689631701, 0.269906998, 0.725380063,-0.686362147,-0.052256644, 0.149216115, 0.230900615,-0.961467326,-6.942587376, 6.477467060,66.819610596, 0.311125338,-0.728983045, 0.676772296, 0.102776371, 0.684351265, 0.723977268, 0.086719058,-0.015718699, 0.133551851,-0.990917146,361.757720947,-146.412033081,-1527.893066406, 0.143400848,,,,,,,,,,,,,,
3, 0.671811163, 0.690221786, 0.268819153, 0.725658715,-0.686095893,-0.051883437, 0.148624629, 0.229926825,-0.961792290,-6.964804649, 6.470546722,66.811569214, 0.310568511,-0.729061425, 0.676711202, 0.102622315, 0.684274793, 0.724012613, 0.087026715,-0.015407898, 0.133669689,-0.990906119,361.759155273,-146.410995483,-1527.895507813, 0.144414887,,,,,,,,,,,,,,
4, 0.671427131, 0.690752745, 0.268414319, 0.726014197,-0.685762525,-0.051313680, 0.148623407, 0.229326010,-0.961935878,-6.981174946, 6.468841553,66.812606812, 0.312058419,-0.729097009, 0.676697373, 0.102460794, 0.684241474, 0.724028349, 0.087158248,-0.015204760, 0.133654743,-0.990911305,361.760559082,-146.409820557,-1527.899047852, 0.143134981,,,,,,,,,,,,,,
5, 0.671039641, 0.691163242, 0.268326640, 0.726328552,-0.685469866,-0.050772991, 0.148837388, 0.228963986,-0.961989045,-6.981645107, 6.483349800,66.832740784, 0.312845767,-0.728986442, 0.676832080, 0.102357596, 0.684359133, 0.723934948, 0.087010033,-0.015209062, 0.133478492,-0.990934968,361.755798340,-146.409652710,-1527.895385742, 0.142979145,,,,,,,,,,,,,,
6, 0.670322955, 0.691768467, 0.268558294, 0.726967692,-0.684808910,-0.050543748, 0.148946539, 0.229113832,-0.961936474,-6.971194744, 6.474587440,66.803916931, 0.309821159,-0.728971541, 0.676824093, 0.102516793, 0.684372902, 0.723918915, 0.087035500,-0.015306124, 0.133606121,-0.990916371,361.753540039,-146.411727905,-1527.896606445, 0.144099846,,,,,,,,,,,,,,
7, 0.669785559, 0.692599893, 0.267754853, 0.727620423,-0.684116066,-0.050534822, 0.148174971, 0.228671372,-0.962160885,-6.965280533, 6.479674816,66.797119141, 0.310467362,-0.728961408, 0.676831663, 0.102538742, 0.684379101, 0.723945856, 0.086762168,-0.015509115, 0.133421645,-0.990938008,361.754425049,-146.411727905,-1527.899414063, 0.143796042,,,,,,,,,,,,,,
8, 0.669816732, 0.693278253, 0.265915185, 0.727945805,-0.683731854,-0.051045839, 0.146425709, 0.227763191,-0.962643981,-6.963028908, 6.499364376,66.800178528, 0.311410457,-0.728923798, 0.676897228, 0.102372974, 0.684420288, 0.723920763, 0.086646646,-0.015459046, 0.133224934,-0.990965247,361.753814697,-146.411529541,-1527.897949219, 0.143445984,,,,,,,,,,,,,,
9, 0.669711769, 0.694013000, 0.264257759, 0.728378713,-0.683229685,-0.051591747, 0.144743398, 0.227031320,-0.963071227,-6.977608681, 6.466372013,66.777046204, 0.310223818,-0.728959560, 0.676836312, 0.102521434, 0.684386790, 0.723896801, 0.087110169,-0.015255612, 0.133664101,-0.990909338,361.754821777,-146.413238525,-1527.897705078, 0.143759668,,,,,,,,,,,,,,
10, 0.669494927, 0.694700599, 0.262997329, 0.728815734,-0.682744086,-0.051847108, 0.143541664, 0.226387963,-0.963402450,-7.005283356, 6.461438656,66.810310364, 0.310753435,-0.729006052, 0.676817060, 0.102317572, 0.684344411, 0.723904967, 0.087374784,-0.014931450, 0.133717209,-0.990907073,361.754882813,-146.414367676,-1527.894653320, 0.143898591,,,,,,,,,,,,,,
