Number of frames: 4628
Frequency: 100
Units: mm

Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
1, 0.575004041, 0.704152644, 0.416580498, 0.765975475,-0.642245412, 0.028325399, 0.287492335, 0.302803248,-0.908657432,-4.829031467,-1.033304214,71.498435974, 0.325818628,-0.773067057, 0.625857055,-0.103296764, 0.623935878, 0.779607296, 0.054004196, 0.114329822,-0.022701696,-0.993183434,154.526168823,-218.475616455,-1474.363281250, 0.163133815,,,,,,,,,,,,,,
2, 0.574348986, 0.706335783, 0.413779020, 0.767148256,-0.640812039, 0.029043764, 0.285669237, 0.300748587,-0.909913957,-5.008298397,-1.407346368,70.849052429, 0.324024141,-0.772977352, 0.625957131,-0.103362262, 0.624003232, 0.779532313, 0.054308712, 0.114569142,-0.022518978,-0.993160009,154.526763916,-218.474792480,-1474.362670898, 0.162814662,,,,,,,,,,,,,,
3, 0.573420048, 0.707713187, 0.412712395, 0.768010795,-0.639736652, 0.029941628, 0.285217315, 0.299798429,-0.910369158,-5.176734447,-1.713184595,70.061706543, 0.325076371,-0.772998869, 0.625933349,-0.103344902, 0.623934686, 0.779560387, 0.054690976, 0.114796497,-0.022204408,-0.993140817,154.527832031,-218.474487305,-1474.364624023, 0.162318125,,,,,,,,,,,,,,
4, 0.574159145, 0.708504021, 0.410320997, 0.768443942,-0.639279008, 0.028569428, 0.282551169, 0.298905313,-0.911493540,-5.314000607,-1.922793269,69.171325684, 0.325618505,-0.773048341, 0.625885963,-0.103262350, 0.623881876, 0.779600799, 0.054718386, 0.114750870,-0.022123544,-0.993147910,154.529403687,-218.475479126,-1474.364746094, 0.161394507,,,,,,,,,,,,,,
5, 0.576116681, 0.707737267, 0.408897996, 0.767686725,-0.640273869, 0.026580071, 0.280618399, 0.298592329,-0.912192941,-5.423481464,-1.970893025,68.177330017, 0.324983150,-0.773083091, 0.625840485,-0.103277586, 0.623866022, 0.779631436, 0.054461289, 0.114602529,-0.022328274,-0.993160486,154.529251099,-218.475219727,-1474.362304688, 0.162023202,,,,,,,,,,,,,,
6, 0.578975379, 0.705907345, 0.408022523, 0.765755892,-0.642636895, 0.025214981, 0.280009747, 0.297846794,-0.912623644,-5.567580223,-1.896178246,67.214111328, 0.324722111,-0.773021877, 0.625877857,-0.103508763, 0.623915255, 0.779595792, 0.054407466, 0.114747427,-0.022522533,-0.993139267,154.529586792,-218.474243164,-1474.363525391, 0.161470339,,,,,,,,,,,,,,
7, 0.582009077, 0.703526795, 0.407818049, 0.763252795,-0.645634413, 0.024523323, 0.280554175, 0.296995461,-0.912733853,-5.765092850,-1.732534885,66.310531616, 0.323854327,-0.772988617, 0.625934958,-0.103412092, 0.623934984, 0.779558420, 0.054715872, 0.114864342,-0.022227673,-0.993132532,154.529434204,-218.475051880,-1474.362792969, 0.160662249,,,,,,,,,,,,,,
8, 0.585120618, 0.701260567, 0.407268405, 0.760957897,-0.648387492, 0.023169979, 0.280315906, 0.296356857,-0.913014591,-6.005568027,-1.463625073,65.470382690, 0.322699696,-0.773067772, 0.625905216,-0.102999493, 0.623912990, 0.779586554, 0.054565620, 0.114449918,-0.022079799,-0.993183613,154.529800415,-218.475250244,-1474.359619141, 0.162880212,,,,,,,,,,,,,,
9, 0.587934315, 0.699055374, 0.407007068, 0.758398771,-0.651376367, 0.023241626, 0.281361967, 0.295009106,-0.913129270,-6.353193760,-1.108131289,64.784286499, 0.323436618,-0.773063540, 0.625873148,-0.103225805, 0.623857558, 0.779613733, 0.054809645, 0.114780143,-0.022026861,-0.993146658,154.528778076,-218.475646973,-1474.359863281, 0.161622941,,,,,,,,,,,,,,
10, 0.591206789, 0.697701156, 0.404583275, 0.755657613,-0.654509485, 0.024474913, 0.281879753, 0.291256666,-0.914173603,-6.715836525,-0.698494196,64.304145813, 0.320964158,-0.772999108, 0.625922203,-0.103410773, 0.623932481, 0.779566765, 0.054625317, 0.114806794,-0.022296015,-0.993137598,154.528198242,-218.476211548,-1474.357910156, 0.161376581,,,,,,,,,,,,,,
