Number of frames: 2832
Frequency: 100
Units: mm

Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
1, 0.527154386, 0.674441397, 0.516949832, 0.773351252,-0.632892013, 0.037088793, 0.352187634, 0.380232275,-0.855211854,-11.601643562, 8.925406456,69.107086182, 0.316724658,-0.580720007, 0.810700178,-0.074360885, 0.804507673, 0.585458994, 0.100025713, 0.124626115,-0.001736971,-0.992202222,132.960922241,-102.182807922,-1461.452270508, 0.146187514,,,,,,,,,,,,,,
2, 0.527142048, 0.674496114, 0.516891003, 0.773599863,-0.632618427, 0.036568031, 0.351659775, 0.380590260,-0.855269849,-11.616488457, 8.940143585,69.118019104, 0.316807210,-0.580740869, 0.810658634,-0.074649863, 0.804474294, 0.585515618, 0.099962801, 0.124744371,-0.002001415,-0.992186904,132.958572388,-102.182907104,-1461.451416016, 0.146420807,,,,,,,,,,,,,,
3, 0.527638197, 0.674479425, 0.516406357, 0.773748338,-0.632496178, 0.035527058, 0.350587279, 0.380823135,-0.855606377,-11.627556801, 8.935009003,69.135589600, 0.316145420,-0.580737054, 0.810661197,-0.074651539, 0.804465771, 0.585512280, 0.100050665, 0.124816582,-0.001951483,-0.992177904,132.957717896,-102.183235168,-1461.451782227, 0.145701796,,,,,,,,,,,,,,
4, 0.528248072, 0.674561977, 0.515674293, 0.774126649,-0.632122993, 0.033888076, 0.348829210, 0.381295919,-0.856114209,-11.620129585, 8.948946953,69.137657166, 0.317102492,-0.580703616, 0.810675323,-0.074759200, 0.804512024, 0.585491896, 0.099797994, 0.124674670,-0.002191625,-0.992195249,132.958038330,-102.182640076,-1461.449096680, 0.145152166,,,,,,,,,,,,,,
5, 0.528168261, 0.674625158, 0.515673578, 0.774362564,-0.631855071, 0.033493344, 0.348426402, 0.381628186,-0.856130242,-11.615033150, 8.939342499,69.153724670, 0.316736907,-0.580713212, 0.810683966,-0.074590266, 0.804505527, 0.585480630, 0.099916272, 0.124671675,-0.001985584,-0.992196023,132.958358765,-102.182319641,-1461.449462891, 0.146133587,,,,,,,,,,,,,,
6, 0.527688682, 0.674904704, 0.515798688, 0.774907112,-0.631205678, 0.033140704, 0.347941875, 0.382208109,-0.856068552,-11.612607956, 8.914351463,69.149360657, 0.316115409,-0.580805182, 0.810643256,-0.074315213, 0.804452240, 0.585537791, 0.100009911, 0.124586739,-0.001696764,-0.992207229,132.959396362,-102.182914734,-1461.452270508, 0.146186724,,,,,,,,,,,,,,
7, 0.527339578, 0.675019741, 0.516005158, 0.775519311,-0.630499959, 0.032243650, 0.347106338, 0.383168638,-0.855978429,-11.598449707, 8.920336723,69.142440796, 0.316315323,-0.580802441, 0.810641348,-0.074358314, 0.804469466, 0.585540175, 0.099857613, 0.124488488,-0.001821454,-0.992219388,132.961639404,-102.182846069,-1461.452392578, 0.146228045,,,,,,,,,,,,,,
8, 0.526546240, 0.675233603, 0.516535223, 0.776088297,-0.629803121, 0.032171763, 0.347038954, 0.383937031,-0.855661333,-11.598040581, 8.915205002,69.143463135, 0.315497577,-0.580789328, 0.810656190,-0.074299075, 0.804476857, 0.585519910, 0.099917226, 0.124502100,-0.001741020,-0.992217779,132.961639404,-102.181167603,-1461.452758789, 0.146209180,,,,,,,,,,,,,,
9, 0.526406944, 0.675603867, 0.516192853, 0.776830554,-0.628947198, 0.030977208, 0.345586419, 0.384687781,-0.855911970,-11.578889847, 8.940506935,69.134307861, 0.316254139,-0.580748320, 0.810668647,-0.074483164, 0.804530740, 0.585501492, 0.099590607, 0.124344990,-0.002086917,-0.992236853,132.962997437,-102.180625916,-1461.450439453, 0.145647585,,,,,,,,,,,,,,
10, 0.525461078, 0.675722003, 0.517001450, 0.777340770,-0.628308535, 0.031140272, 0.345878571, 0.385523289,-0.855417907,-11.609376907, 8.945383072,69.138603210, 0.316422045,-0.580706060, 0.810670257,-0.074794307, 0.804502547, 0.585498869, 0.099833593, 0.124724098,-0.002198234,-0.992188990,132.962631226,-102.180816650,-1461.452148438, 0.144508108,,,,,,,,,,,,,,
11, 0.525184393, 0.675846338, 0.517120063, 0.777523756,-0.628078461, 0.031213623, 0.345887572, 0.385680199,-0.855343580,-11.617139816, 8.920868874,69.152313232, 0.316183507,-0.580717444, 0.810683608,-0.074560843, 0.804472983, 0.585481644, 0.100171715, 0.124861583,-0.001810724,-0.992172480,132.962554932,-102.181503296,-1461.451171875, 0.144319206,,,,,,,,,,,,,,
12, 0.524893761, 0.676123381, 0.517052948, 0.777693927,-0.627852261, 0.031522740, 0.345946133, 0.385562837,-0.855372727,-11.609643936, 8.918809891,69.165847778, 0.315987289,-0.580730081, 0.810684502,-0.074452691, 0.804500997, 0.585480332, 0.099954769, 0.124622367,-0.001850520,-0.992202520,132.960800171,-102.181152344,-1461.450073242, 0.145148948,,,,,,,,,,,,,,
13, 0.525103390, 0.675954342, 0.517061055, 0.777555287,-0.628031254, 0.031376395, 0.345939517, 0.385567695,-0.855373204,-11.589914322, 8.945586205,69.179519653, 0.315662682,-0.580755949, 0.810657561,-0.074544743, 0.804511428, 0.585516870, 0.099656276, 0.124434307,-0.002096119,-0.992225647,132.958129883,-102.181648254,-1461.451660156, 0.145335838,,,,,,,,,,,,,,
