Number of frames: 3950
Frequency: 100
Units: mm

Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumTracker R00,HumTracker R01,HumTracker R02,HumTracker R10,HumTracker R11,HumTracker R12,HumTracker R20,HumTracker R21,HumTracker R22,HumTracker x,HumTracker y,HumTracker z,HumTracker Error,StemTracker R00,StemTracker R01,StemTracker R02,StemTracker R10,StemTracker R11,StemTracker R12,StemTracker R20,StemTracker R21,StemTracker R22,StemTracker x,StemTracker y,StemTracker z,StemTracker Error
938, 0.551127970, 0.828996718,-0.094986074, 0.814405382,-0.559194684,-0.155064851,-0.181663975, 0.008103402,-0.983327210,15.602643967,28.671760559,85.438018799, 0.304744363,-0.716844976, 0.695650220, 0.046947211, 0.695784211, 0.718070209,-0.016109848,-0.044918213, 0.021116862,-0.998767436,133.324676514,-93.292831421,-1460.954711914, 0.131039456,,,,,,,,,,,,,,
939, 0.550731480, 0.829227090,-0.095274463, 0.814405859,-0.558847249,-0.156310022,-0.182860389, 0.008492772,-0.983102262,15.619357109,28.706933975,85.354782104, 0.303721726,-0.716805875, 0.695696354, 0.046860371, 0.695805967, 0.718037724,-0.016610583,-0.045203436, 0.020699162,-0.998763323,133.327667236,-93.292984009,-1460.951904297, 0.130899116,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,-0.716818810, 0.695686162, 0.046813779, 0.695802331, 0.718045056,-0.016445698,-0.045055449, 0.020784549,-0.998768270,133.327774048,-93.293258667,-1460.954833984, 0.131307319,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,-0.716878653, 0.695628464, 0.046755005, 0.695769727, 0.718089879,-0.015854748,-0.044603311, 0.021164786,-0.998780549,133.327728271,-93.291847229,-1460.955688477, 0.130605161,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,-0.716857731, 0.695629835, 0.047054235, 0.695764303, 0.718088627,-0.016148498,-0.045022488, 0.021162482,-0.998761773,133.325180054,-93.292922974,-1460.956787109, 0.131063163,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,-0.716844499, 0.695651770, 0.046932131, 0.695781350, 0.718070924,-0.016200738,-0.044970673, 0.021041090,-0.998766720,133.321136475,-93.295112610,-1460.960083008, 0.130744725,,,,,,,,,,,,,,
944, 0.549155772, 0.830633998,-0.092060797, 0.816193044,-0.556734085,-0.154518634,-0.179601803, 0.009715414,-0.983691394,15.689156532,28.646699905,85.494377136, 0.303826243,-0.716845572, 0.695641935, 0.047060870, 0.695776463, 0.718076825,-0.016151031,-0.045028653, 0.021166049,-0.998761475,133.319061279,-93.294990540,-1460.959716797, 0.130640253,,,,,,,,,,,,,,
945, 0.548653901, 0.830990851,-0.091831975, 0.816418409,-0.556192160,-0.155277997,-0.180110827, 0.010220561,-0.983593225,15.708607674,28.660398483,85.515846252, 0.305371583,-0.716874421, 0.695614398, 0.047028355, 0.695743084, 0.718106568,-0.016264524,-0.045085210, 0.021060031,-0.998761117,133.316116333,-93.294807434,-1460.960083008, 0.130448833,,,,,,,,,,,,,,
946, 0.548198819, 0.831355333,-0.091248892, 0.816653490,-0.555631816,-0.156045869,-0.180430353, 0.011025432,-0.983525932,15.692255020,28.668144226,85.504890442, 0.304163724,-0.716840565, 0.695660889, 0.046856206, 0.695788503, 0.718063831,-0.016208259,-0.044921197, 0.020983273,-0.998770177,133.314376831,-93.296142578,-1460.959228516, 0.130826294,,,,,,,,,,,,,,
947, 0.547863305, 0.831598103,-0.091051728, 0.817007661,-0.555273175,-0.155467689,-0.179845214, 0.010785081,-0.983635783,15.662405968,28.635704041,85.515602112, 0.304201454,-0.716864824, 0.695631981, 0.046913981, 0.695776224, 0.718083382,-0.015865438,-0.044724658, 0.021268256,-0.998772919,133.315444946,-93.296447754,-1460.958374023, 0.130798429,,,,,,,,,,,,,,
948, 0.547493696, 0.831705809,-0.092282489, 0.817045331,-0.555128396,-0.155786410,-0.180797100, 0.009893095,-0.983470619,15.676206589,28.671878815,85.474105835, 0.304068178,-0.716848254, 0.695657909, 0.046783034, 0.695779085, 0.718070447,-0.016318182,-0.044945389, 0.020852994,-0.998771787,133.317352295,-93.294799805,-1460.955078125, 0.129893273,,,,,,,,,,,,,,
949, 0.547011435, 0.831895292,-0.093427688, 0.817348242,-0.554867685,-0.155124947,-0.180887714, 0.008492173,-0.983467102,15.647561073,28.670377731,85.466453552, 0.303362161,-0.716915607, 0.695599914, 0.046612840, 0.695729613, 0.718124568,-0.016045215,-0.044634871, 0.020926865,-0.998784184,133.320449829,-93.293479919,-1460.957153320, 0.130131558,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,-0.716854274, 0.695645571, 0.046873897, 0.695775568, 0.718077362,-0.016162470,-0.044902436, 0.021027580,-0.998770058,133.321365356,-93.291297913,-1460.955078125, 0.130849138,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,-0.716856956, 0.695654631, 0.046698753, 0.695788801, 0.718068480,-0.015988963,-0.044655699, 0.021030672,-0.998781085,133.323059082,-93.291122437,-1460.954956055, 0.130339265,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,-0.716872513, 0.695629478, 0.046832737, 0.695761144, 0.718092561,-0.016106458,-0.044834372, 0.021038122,-0.998772860,133.322311401,-93.290985107,-1460.953491211, 0.130821854,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,-0.716879845, 0.695634961, 0.046640195, 0.695758581, 0.718093097,-0.016195189,-0.044757940, 0.020840311,-0.998780489,133.322647095,-93.290534973,-1460.958007813, 0.131443843,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,-0.716907203, 0.695616424, 0.046496637, 0.695731699, 0.718116462,-0.016314888,-0.044738904, 0.020652922,-0.998785198,133.322525024,-93.291320801,-1460.959594727, 0.129682884,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,-0.716854692, 0.695647120, 0.046844833, 0.695779324, 0.718075156,-0.016101519,-0.044839084, 0.021051217,-0.998772442,133.321411133,-93.292869568,-1460.959106445, 0.130178466,,,,,,,,,,,,,,
956, 0.550842524, 0.829503059,-0.092180349, 0.817341208,-0.558495998,-0.141547114,-0.168896124, 0.002627372,-0.985630333,16.392627716,28.966287613,85.214805603, 0.307403535,-0.716871858, 0.695658147, 0.046415806, 0.695782363, 0.718072653,-0.016078468,-0.044515040, 0.020769099,-0.998792827,133.321212769,-93.294387817,-1460.957885742, 0.130684614,,,,,,,,,,,,,,
957, 0.550928712, 0.829482555,-0.091849118, 0.817304552,-0.558524728,-0.141645193,-0.168792218, 0.002967695,-0.985647202,16.509956360,29.092153549,85.174858093, 0.305052578,-0.716888785, 0.695648193, 0.046304584, 0.695779562, 0.718080223,-0.015864365,-0.044286419, 0.020844797,-0.998801410,133.320465088,-93.294082642,-1460.960571289, 0.130402133,,,,,,,,,,,,,,
958, 0.550411701, 0.829872549,-0.091424614, 0.817734241,-0.557944357,-0.141452327,-0.168397263, 0.003095980,-0.985714316,16.623958588,29.130676270,85.104873657, 0.305053920,-0.716830075, 0.695671618, 0.046857122, 0.695806503, 0.718049943,-0.016047975,-0.044809878, 0.021099821,-0.998772681,133.320373535,-93.294197083,-1460.957763672, 0.130613074,,,,,,,,,,,,,,
959, 0.549777210, 0.830343604,-0.090964362, 0.818545163,-0.557247281,-0.139496401,-0.166519582, 0.002233500,-0.986035645,16.657274246,29.150085449,85.143074036, 0.305209279,-0.716846108, 0.695662260, 0.046751987, 0.695785284, 0.718065739,-0.016260851,-0.044883057, 0.020872818,-0.998774230,133.320175171,-93.293899536,-1460.955688477, 0.129252091,,,,,,,,,,,,,,
960, 0.549187183, 0.830739558,-0.090913191, 0.818888128,-0.556656301,-0.139842764,-0.166780323, 0.002352115,-0.985991299,16.641216278,29.150756836,85.144218445, 0.305866659,-0.716827214, 0.695695519, 0.046546303, 0.695820034, 0.718034983,-0.016134003,-0.044646226, 0.020822557,-0.998785853,133.320129395,-93.291473389,-1460.957763672, 0.130852148,,,,,,,,,,,,,,
961, 0.548375130, 0.831237018,-0.091267563, 0.819046319,-0.555909872,-0.141870737,-0.168664739, 0.003046016,-0.985668778,16.643426895,29.139434814,85.098983765, 0.305032134,-0.716796696, 0.695707977, 0.046828229, 0.695833206, 0.718019545,-0.016249476,-0.044928472, 0.020937068,-0.998770773,133.320327759,-93.291046143,-1460.958984375, 0.130941525,,,,,,,,,,,,,,
962, 0.547903180, 0.831531107,-0.091422349, 0.819041371,-0.555464983,-0.143630996,-0.170215577, 0.003817198,-0.985399485,16.617567062,29.158546448,85.085906982, 0.305823296,-0.716784418, 0.695727646, 0.046723653, 0.695849538, 0.718003094,-0.016276458,-0.044871710, 0.020845920,-0.998775244,133.318847656,-93.290992737,-1460.957885742, 0.131325722,,,,,,,,,,,,,,
963, 0.547288120, 0.831904709,-0.091707118, 0.819153488,-0.554901600,-0.145161331,-0.171648830, 0.004322867,-0.985148668,16.561559677,29.175254822,85.102714539, 0.305038422,-0.716874897, 0.695660710, 0.046330757, 0.695785940, 0.718070626,-0.016015880,-0.044410374, 0.020754907,-0.998797774,133.319473267,-93.290779114,-1460.959106445, 0.131763324,,,,,,,,,,,,,,
964, 0.546825051, 0.832085490,-0.092823014, 0.819009244,-0.554630280,-0.147000507,-0.173799440, 0.004360656,-0.984771430,16.568502426,29.181329727,85.031669617, 0.304757565,-0.716828525, 0.695705771, 0.046370368, 0.695822656, 0.718030274,-0.016224397,-0.044582743, 0.020635443,-0.998792529,133.319458008,-93.290107727,-1460.959960938, 0.131942332,,,,,,,,,,,,,,
965, 0.546468616, 0.832112491,-0.094661921, 0.818813980,-0.554595947,-0.148212820,-0.175828859, 0.003483152,-0.984414637,16.570653915,29.183927536,84.991760254, 0.304642737,-0.716895521, 0.695634842, 0.046400700, 0.695748210, 0.718100548,-0.016312715,-0.044668056, 0.020588692,-0.998789728,133.320281982,-93.289291382,-1460.957641602, 0.131617546,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,-0.716927469, 0.695577562, 0.046764426, 0.695704937, 0.718145788,-0.016167115,-0.044829153, 0.020943590,-0.998775125,133.321380615,-93.291015625,-1460.955688477, 0.131007895,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,-0.716935396, 0.695575714, 0.046669312, 0.695704341, 0.718147933,-0.016095039,-0.044710785, 0.020928938,-0.998780727,133.321670532,-93.292053223,-1460.957641602, 0.130957261,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,-0.716863453, 0.695653558, 0.046614159, 0.695777893, 0.718074977,-0.016168837,-0.044720370, 0.020842250,-0.998782098,133.322937012,-93.291801453,-1460.958496094, 0.130723760,,,,,,,,,,,,,,
969, 0.547861993, 0.831001222,-0.096354648, 0.818773627,-0.556269586,-0.142034978,-0.171630397,-0.001077077,-0.985160828,16.685024261,29.117511749,85.021247864, 0.306138426,-0.716788471, 0.695722878, 0.046733670, 0.695866704, 0.717997372,-0.015790114,-0.044540193, 0.021202233,-0.998782575,133.323013306,-93.290443420,-1460.959472656, 0.131786585,,,,,,,,,,,,,,
970, 0.547742248, 0.831177711,-0.095509723, 0.819252908,-0.556005120,-0.140296102,-0.169714883,-0.001400509,-0.985492170,16.728256226,29.132987976,85.017890930, 0.304855108,-0.716778517, 0.695743442, 0.046579003, 0.695881963, 0.717981517,-0.015837746,-0.044461872, 0.021061333,-0.998789072,133.321792603,-93.290298462,-1460.964599609, 0.132150158,,,,,,,,,,,,,,
971, 0.547797680, 0.831294775,-0.094163328, 0.819585025,-0.555830956,-0.139040709,-0.167922705,-0.001008676,-0.985799611,16.828702927,29.166435242,84.997283936, 0.306985289,-0.716810882, 0.695714235, 0.046517029, 0.695843637, 0.718014777,-0.016010677,-0.044538770, 0.020891951,-0.998789191,133.323516846,-93.290542603,-1460.960205078, 0.132157594,,,,,,,,,,,,,,
972, 0.547300756, 0.831707478,-0.093404830, 0.820025027,-0.555213749,-0.138912573,-0.167394280,-0.000567335,-0.985889852,16.886966705,29.203920364,84.979972839, 0.305623800,-0.716810882, 0.695731640, 0.046256531, 0.695849299, 0.718006134,-0.016154706,-0.044451814, 0.020607704,-0.998798966,133.322265625,-93.289451599,-1460.959106445, 0.131568432,,,,,,,,,,,,,,
973, 0.546979725, 0.831977546,-0.092878684, 0.820689857,-0.554807186,-0.136591360,-0.165170714,-0.001511888,-0.986263812,16.923704147,29.217885971,85.065040588, 0.307181835,-0.716831207, 0.695727050, 0.046010021, 0.695842206, 0.718014300,-0.016096272,-0.044234466, 0.020477403,-0.998811245,133.321914673,-93.290000916,-1460.958007813, 0.131195143,,,,,,,,,,,,,,
974, 0.546525657, 0.832348883,-0.092222519, 0.821216702,-0.554249704,-0.135684818,-0.164051428,-0.001579439,-0.986450493,17.001964569,29.198875427,85.058357239, 0.307855964,-0.716774583, 0.695779860, 0.046093356, 0.695883751, 0.717967391,-0.016390089,-0.044497419, 0.020327618,-0.998802602,133.321685791,-93.292114258,-1460.955810547, 0.131393194,,,,,,,,,,,,,,
975, 0.546476483, 0.832544148,-0.090739816, 0.821450591,-0.553958535,-0.135458007,-0.163040861,-0.000513653,-0.986619174,17.069263458,29.173858643,84.998191833, 0.307758600,-0.716790915, 0.695759535, 0.046144828, 0.695867777, 0.717984498,-0.016315721,-0.044483095, 0.020415740,-0.998801470,133.320297241,-93.292953491,-1460.959350586, 0.130985022,,,,,,,,,,,,,,
976, 0.546254635, 0.832851887,-0.089238353, 0.821831524,-0.553495646,-0.135038838,-0.161860406, 0.000426702,-0.986813545,17.093841553,29.153491974,84.928680420, 0.308296949,-0.716855705, 0.695701659, 0.046012141, 0.695813477, 0.718040466,-0.016172407,-0.044289749, 0.020422583,-0.998809934,133.320343018,-93.292068481,-1460.961303711, 0.131830648,,,,,,,,,,,,,,
977, 0.545803428, 0.833178580,-0.088950023, 0.822192907,-0.553003848,-0.134854153,-0.161547288, 0.000469782,-0.986864865,17.196199417,29.111120224,84.860946655, 0.308068961,-0.716797054, 0.695727825, 0.046527900, 0.695848107, 0.718005776,-0.016221356,-0.044692948, 0.020748930,-0.998785317,133.319122314,-93.291725159,-1460.958251953, 0.131856292,,,,,,,,,,,,,,
978, 0.545458853, 0.833427370,-0.088732213, 0.822528660,-0.552628875,-0.134342611,-0.161000803, 0.000293578,-0.986954212,17.232860565,29.096418381,84.793670654, 0.309537560,-0.716846108, 0.695671618, 0.046612017, 0.695810854, 0.718050539,-0.015834473,-0.044485375, 0.021082267,-0.998787582,133.318634033,-93.292625427,-1460.958251953, 0.131114617,,,,,,,,,,,,,,
979, 0.545028627, 0.833732665,-0.088508099, 0.822854698,-0.552168250,-0.134240240,-0.160791829, 0.000335475,-0.986988306,17.232353210,29.132188797,84.711189270, 0.308849096,-0.716818273, 0.695720553, 0.046308201, 0.695846200, 0.718012571,-0.015999435,-0.044381008, 0.020754697,-0.998799086,133.319961548,-93.290443420,-1460.958618164, 0.130657807,,,,,,,,,,,,,,
980, 0.544982255, 0.833839118,-0.087787122, 0.823030114,-0.552007079,-0.133826658,-0.160049021, 0.000681709,-0.987108827,17.252254486,29.175416946,84.589454651, 0.309501857,-0.716782451, 0.695757627, 0.046306316, 0.695875823, 0.717980146,-0.016165581,-0.044494342, 0.020636240,-0.998796463,133.320129395,-93.290336609,-1460.961791992, 0.130750671,,,,,,,,,,,,,,
981, 0.544865072, 0.833836794,-0.088533752, 0.822886169,-0.552010775,-0.134693608,-0.161184072, 0.000536636,-0.986924231,17.298091888,29.231351852,84.490974426, 0.309900194,-0.716775835, 0.695764124, 0.046311200, 0.695879698, 0.717975020,-0.016227925,-0.044541094, 0.020595239,-0.998795271,133.320571899,-93.290618896,-1460.961059570, 0.130971044,,,,,,,,,,,,,,
982, 0.544853151, 0.833896577,-0.088042468, 0.822947145,-0.551919878,-0.134693906,-0.160913184, 0.000934101,-0.986968100,17.319314957,29.290540695,84.407234192, 0.310596287,-0.716859937, 0.695713937, 0.045758829, 0.695824564, 0.718031704,-0.016080976,-0.044044048, 0.020312309,-0.998823047,133.321868896,-93.290733337,-1460.960449219, 0.131272405,,,,,,,,,,,,,,
983, 0.545024633, 0.833817422,-0.087730177, 0.823063850,-0.552039981,-0.133483127,-0.159731135, 0.000544060,-0.987160385,17.420078278,29.292419434,84.330589294, 0.311209768,-0.716802418, 0.695750654, 0.046101332, 0.695870638, 0.717988193,-0.016030272,-0.044253286, 0.020590026,-0.998808086,133.323883057,-93.291496277,-1460.960937500, 0.131597519,,,,,,,,,,,,,,
984, 0.544942915, 0.833861113,-0.087823361, 0.823184729,-0.551974416,-0.133008212,-0.159386605, 0.000187033,-0.987216234,17.506540298,29.306194305,84.255020142, 0.309013307,-0.716809690, 0.695718348, 0.046473455, 0.695850492, 0.718009949,-0.015929203,-0.044450644, 0.020920370,-0.998792529,133.325698853,-93.291618347,-1460.960937500, 0.131180212,,,,,,,,,,,,,,
985, 0.544962764, 0.833769083,-0.088570423, 0.822981954,-0.552113354,-0.133684576,-0.160362974,-0.000038744,-0.987058103,17.607053757,29.401081085,84.200141907, 0.310974509,-0.716800928, 0.695730865, 0.046421766, 0.695845306, 0.718006611,-0.016303075,-0.044673689, 0.020616310,-0.998788893,133.326202393,-93.291625977,-1460.960205078, 0.130459994,,,,,,,,,,,,,,
986, 0.545122623, 0.833649337,-0.088714011, 0.822446644,-0.552292645,-0.136214301,-0.162551045, 0.001290952,-0.986699283,17.674699783,29.515913010,84.057739258, 0.309404045,-0.716760516, 0.695787609, 0.046195000, 0.695887387, 0.717960715,-0.016529411,-0.044667155, 0.020298887,-0.998795629,133.326431274,-93.291351318,-1460.960571289, 0.130670100,,,,,,,,,,,,,,
987, 0.545201361, 0.833547831,-0.089182585, 0.822072327,-0.552444279,-0.137849435,-0.164172500, 0.001841165,-0.986429930,17.724363327,29.572675705,84.021545410, 0.309613645,-0.716832697, 0.695695400, 0.046463892, 0.695823610, 0.718034208,-0.016012076,-0.044502191, 0.020852694,-0.998791695,133.324600220,-93.290512085,-1460.962158203, 0.130804330,,,,,,,,,,,,,,
988, 0.545539856, 0.833376527,-0.088712372, 0.821374714,-0.552690923,-0.140983522,-0.166522875, 0.004046031,-0.986029327,17.772676468,29.683658600,83.899673462, 0.309039503,-0.716905832, 0.695636272, 0.046218470, 0.695764244, 0.718094170,-0.015900621,-0.044250265, 0.020757912,-0.998804808,133.322784424,-93.289070129,-1460.962524414, 0.131013110,,,,,,,,,,,,,,
989, 0.545558333, 0.833308280,-0.089237846, 0.820683002,-0.552779555,-0.144617170,-0.169839546, 0.005661118,-0.985455453,17.823257446,29.779468536,83.785301208, 0.309817493,-0.716918230, 0.695643961, 0.045910239, 0.695758045, 0.718096495,-0.016071685,-0.044148147, 0.020420330,-0.998816252,133.320312500,-93.288825989,-1460.962890625, 0.130817980,,,,,,,,,,,,,,
990, 0.545761704, 0.833101392,-0.089923397, 0.819968343,-0.553078890,-0.147497997,-0.172615528, 0.006764419,-0.984966040,17.893337250,29.832292557,83.673675537, 0.309069484,-0.716870248, 0.695679307, 0.046123508, 0.695792794, 0.718060255,-0.016184950,-0.044378992, 0.020489896,-0.998804629,133.316543579,-93.287826538,-1460.960449219, 0.131321669,,,,,,,,,,,,,,
991, 0.546070635, 0.832843423,-0.090436406, 0.819365859,-0.553458035,-0.149411485,-0.174489126, 0.007488718,-0.984630585,17.980892181,29.883726120,83.575042725, 0.308502227,-0.716866791, 0.695677996, 0.046196401, 0.695789754, 0.718061447,-0.016258040,-0.044482220, 0.020488134,-0.998800039,133.314193726,-93.288414001,-1460.961059570, 0.131601140,,,,,,,,,,,,,,
992, 0.546152532, 0.832644284,-0.091765679, 0.818953037,-0.553763092,-0.150540203,-0.176162884, 0.007066133,-0.984335721,18.114471436,29.901218414,83.524032593, 0.308220804,-0.716837585, 0.695686042, 0.046527833, 0.695800543, 0.718048990,-0.016348619,-0.044782769, 0.020654786,-0.998783231,133.314270020,-93.289520264,-1460.960571289, 0.131388411,,,,,,,,,,,,,,
993, 0.546235740, 0.832455218,-0.092978388, 0.818750679,-0.554058790,-0.150553137,-0.176844209, 0.006111382,-0.984219909,18.237985611,29.945821762,83.546806335, 0.309667349,-0.716813207, 0.695697784, 0.046726704, 0.695816755, 0.718033373,-0.016342139,-0.044920526, 0.020798963,-0.998773992,133.315963745,-93.290283203,-1460.960205078, 0.130760819,,,,,,,,,,,,,,
994, 0.546533346, 0.832247794,-0.093085133, 0.818384230,-0.554364800,-0.151416197,-0.177618921, 0.006574599,-0.984077394,18.246692657,30.052865982,83.528358459, 0.308729976,-0.716795683, 0.695747495, 0.046254255, 0.695868731, 0.717989147,-0.016072625,-0.044392537, 0.020666100,-0.998800397,133.319839478,-93.290260315,-1460.960449219, 0.130820900,,,,,,,,,,,,,,
995, 0.546560049, 0.832172275,-0.093602054, 0.817981660,-0.554470837,-0.153192669,-0.179382309, 0.007164220,-0.983753324,18.250446320,30.145677567,83.449645996, 0.308340788,-0.716790259, 0.695742488, 0.046412524, 0.695870817, 0.717988968,-0.015988071,-0.044447262, 0.020837029,-0.998794436,133.324493408,-93.289276123,-1460.961547852, 0.130756244,,,,,,,,,,,,,,
996, 0.546620548, 0.832137167,-0.093560822, 0.817910552,-0.554521441,-0.153389394,-0.179522514, 0.007321409,-0.983726621,18.239269257,30.228567123,83.399291992, 0.308412641,-0.716830015, 0.695713997, 0.046224907, 0.695833087, 0.718022883,-0.016105851,-0.044395607, 0.020619661,-0.998801231,133.327545166,-93.288932800,-1460.960327148, 0.131334782,,,,,,,,,,,,,,
997, 0.546927691, 0.831853390,-0.094286427, 0.817729950,-0.554957867,-0.152772516,-0.179409340, 0.006454687,-0.983753324,18.261953354,30.250473022,83.359741211, 0.308891386,-0.716850102, 0.695677459, 0.046462726, 0.695803106, 0.718052804,-0.016069071,-0.044541582, 0.020809794,-0.998790801,133.329254150,-93.288619995,-1460.960571289, 0.130989820,,,,,,,,,,,,,,
998, 0.547852695, 0.831166089,-0.094975621, 0.817234755,-0.555997431,-0.151638538,-0.178843006, 0.005458205,-0.983862460,18.303606033,30.296380997,83.312217712, 0.309814960,-0.716790318, 0.695733666, 0.046543319, 0.695855260, 0.717999279,-0.016199067,-0.044688310, 0.020776082,-0.998784900,133.330398560,-93.288864136,-1460.961425781, 0.131920472,,,,,,,,,,,,,,
999, 0.548684418, 0.830519497,-0.095826633, 0.816327095,-0.556960225,-0.152988315,-0.180431396, 0.005716424,-0.983570993,18.316820145,30.372428894,83.201316833, 0.308251560,-0.716799736, 0.695741951, 0.046274252, 0.695864677, 0.717993557,-0.016048830,-0.044390459, 0.020696821,-0.998799860,133.328918457,-93.288330078,-1460.961547852, 0.131712064,,,,,,,,,,,,,,
1000, 0.549249947, 0.829997122,-0.097104371, 0.815724075,-0.557745159,-0.153344914,-0.181435332, 0.005014321,-0.983390152,18.374206543,30.423206329,83.124923706, 0.309619933,-0.716827869, 0.695716977, 0.046214376, 0.695832610, 0.718021750,-0.016179085,-0.044438988, 0.020559851,-0.998800576,133.325988770,-93.287628174,-1460.959472656, 0.130854040,,,,,,,,,,,,,,
1001, 0.549624383, 0.829602361,-0.098351337, 0.815190434,-0.558336675,-0.154028371,-0.182695448, 0.004482677,-0.983159363,18.408611298,30.441297531,83.034317017, 0.309020162,-0.716812611, 0.695734203, 0.046190985, 0.695845306, 0.718007326,-0.016271219,-0.044485908, 0.020478366,-0.998800099,133.323669434,-93.289062500,-1460.957885742, 0.131369546,,,,,,,,,,,,,,
1002, 0.549465954, 0.829640329,-0.098914824, 0.814954877,-0.558277488,-0.155482829,-0.184216738, 0.004821403,-0.982873797,18.387134552,30.443056107,82.905700684, 0.308811307,-0.716853678, 0.695694447, 0.046152137, 0.695806861, 0.718045712,-0.016222382,-0.044425163, 0.020483900,-0.998802662,133.318786621,-93.290344238,-1460.958251953, 0.131240770,,,,,,,,,,,,,,
1003, 0.549168348, 0.829755068,-0.099602729, 0.814752042,-0.558103919,-0.157159418,-0.185992494, 0.005155451,-0.982537627,18.370983124,30.422641754,82.792297363, 0.307577163,-0.716854751, 0.695672691, 0.046462275, 0.695794284, 0.718059301,-0.016159391,-0.044604316, 0.020744251,-0.998789370,133.315826416,-93.289237976,-1460.958984375, 0.131657481,,,,,,,,,,,,,,
1004, 0.549176872, 0.829777360,-0.099369511, 0.814407587,-0.558057308,-0.159098610,-0.187470302, 0.006445989,-0.982249141,18.308094025,30.439050674,82.653709412, 0.307021052,-0.716836154, 0.695712030, 0.046158891, 0.695832670, 0.718024731,-0.016040161,-0.044302560, 0.020620698,-0.998805344,133.315032959,-93.291542053,-1460.961669922, 0.131323114,,,,,,,,,,,,,,
1005, 0.549744844, 0.829316556,-0.100073434, 0.813530266,-0.558732629,-0.161202729,-0.189602375, 0.007207600,-0.981834471,18.303970337,30.492496490,82.547805786, 0.309050322,-0.716845095, 0.695708752, 0.046069235, 0.695823133, 0.718031764,-0.016140349,-0.044308160, 0.020485910,-0.998807788,133.314117432,-93.292098999,-1460.957763672, 0.130558655,,,,,,,,,,,,,,
1006, 0.549962759, 0.829027176,-0.101266786, 0.812859535,-0.559159696,-0.163094342,-0.191833928, 0.007380140,-0.981399655,18.322952271,30.512306213,82.411781311, 0.307240695,-0.716876447, 0.695666134, 0.046225749, 0.695780516, 0.718071461,-0.016211288,-0.044471037, 0.020541485,-0.998799503,133.317016602,-93.291038513,-1460.956909180, 0.130643532,,,,,,,,,,,,,,
1007, 0.549986243, 0.828912556,-0.102073766, 0.812498212,-0.559328735,-0.164310738,-0.193292037, 0.007433894,-0.981113076,18.322206497,30.550098419,82.354598999, 0.307128906,-0.716876328, 0.695691526, 0.045844056, 0.695796669, 0.718055129,-0.016245479,-0.044220399, 0.020252140,-0.998816490,133.320129395,-93.292816162,-1460.959716797, 0.129800141,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,-0.716877818, 0.695676625, 0.046046313, 0.695787489, 0.718064845,-0.016208455,-0.044340082, 0.020418966,-0.998807788,133.322479248,-93.292747498,-1460.961547852, 0.130250484,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,-0.716810048, 0.695709169, 0.046605866, 0.695824862, 0.718025148,-0.016359219,-0.044845443, 0.020703068,-0.998779416,133.326934814,-93.290168762,-1460.961425781, 0.131421253,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,-0.716805041, 0.695728481, 0.046393059, 0.695838034, 0.718011498,-0.016399279,-0.044720195, 0.020526970,-0.998788655,133.327178955,-93.289306641,-1460.959716797, 0.131173179,,,,,,,,,,,,,,
1011, 0.547178030, 0.830697954,-0.102650352, 0.814236581,-0.556685030,-0.164683297,-0.193946004, 0.006529416,-0.980990469,18.367080688,30.556579590,82.442451477, 0.307623506,-0.716827810, 0.695731163, 0.046000838, 0.695840895, 0.718012989,-0.016215010,-0.044310484, 0.020385893,-0.998809814,133.328277588,-93.289230347,-1460.958984375, 0.131774858,,,,,,,,,,,,,,
1012, 0.546601236, 0.831089616,-0.102553204, 0.814694762,-0.556102812,-0.164383978,-0.193647936, 0.006302924,-0.981050909,18.388355255,30.545751572,82.486190796, 0.307698339,-0.716832578, 0.695714235, 0.046181120, 0.695831180, 0.718024075,-0.016133916,-0.044383753, 0.020568950,-0.998802841,133.329040527,-93.288429260,-1460.961181641, 0.131928697,,,,,,,,,,,,,,
