Number of frames: 3950
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,iHumTracker_GT x,iHumTracker_GT y,iHumTracker_GT z,iHumTracker_LT x,iHumTracker_LT y,iHumTracker_LT z,iHumTracker_P1 x,iHumTracker_P1 y,iHumTracker_P1 z,iHumTracker_P2 x,iHumTracker_P2 y,iHumTracker_P2 z,iHumTracker_P3 x,iHumTracker_P3 y,iHumTracker_P3 z,iHumTracker_P4 x,iHumTracker_P4 y,iHumTracker_P4 z,iHumTracker_P5 x,iHumTracker_P5 y,iHumTracker_P5 z,iHumTracker_P6 x,iHumTracker_P6 y,iHumTracker_P6 z,iHumTracker_SL x,iHumTracker_SL y,iHumTracker_SL z,iHumTracker_SH x,iHumTracker_SH y,iHumTracker_SH z,iHumTracker_SB x,iHumTracker_SB y,iHumTracker_SB z,iHumTracker_Surf1 x,iHumTracker_Surf1 y,iHumTracker_Surf1 z,iHumTracker_Surf2 x,iHumTracker_Surf2 y,iHumTracker_Surf2 z
2122,49.491928101,-19.929214478,64.710075378,40.500419617,-38.023056030,67.994537354,60.322433472,-36.699623108,64.852775574,136.440261841,-104.395042419,-1460.651489258,122.182044983,-90.540245056,-1461.547241211,141.343048096,-84.969459534,-1460.739990234,,,,,,,,,,146.919021606,-100.506439209,-1526.073608398,143.747741699,-75.116676331,-1505.733398438,213.544128418,-74.632675171,-1517.226196289,198.484176636,-60.382858276,-1487.097290039,159.951904297,-27.187923431,-1489.982910156,154.964385986,-32.264762878,-1490.801513672,165.447341919,-53.098548889,-1481.084472656,196.729766846,-86.160423279,-1505.219970703,144.830581665,-79.172615051,-1525.188964844,146.138259888,-59.578216553,-1530.226440430,156.762252808,-69.336082458,-1526.695800781,145.096939087,-59.765094757,-1534.963745117,144.333969116,-56.928127289,-1526.788330078,
2123,49.579845428,-19.796909332,64.743545532,40.617675781,-37.909374237,68.017196655,60.439002991,-36.546974182,64.865821838,136.440643311,-104.392944336,-1460.655151367,122.180625916,-90.539505005,-1461.544067383,141.341918945,-84.966926575,-1460.739990234,,,,,,,,,,146.903427124,-100.487228394,-1526.078857422,143.734603882,-75.102806091,-1505.731567383,213.528198242,-74.609336853,-1517.240844727,198.474090576,-60.368419647,-1487.104736328,159.937988281,-27.176424026,-1489.973022461,154.950759888,-32.253532410,-1490.791625977,165.438018799,-53.088733673,-1481.082275391,196.717803955,-86.141662598,-1505.233398438,144.813171387,-79.153816223,-1525.188354492,146.117797852,-59.558044434,-1530.221191406,156.743545532,-69.315780640,-1526.695556641,145.075363159,-59.743846893,-1534.958374023,144.314071655,-56.908977509,-1526.781982422,
2124,49.659748077,-19.724464417,64.823272705,40.725082397,-37.845684052,68.124038696,60.543483734,-36.457756042,64.962135315,136.440826416,-104.391899109,-1460.651489258,122.180633545,-90.539886475,-1461.544189453,141.341552734,-84.965766907,-1460.740234375,,,,,,,,,,146.907440186,-100.500038147,-1526.075439453,143.736175537,-75.111366272,-1505.733764648,213.530410767,-74.616882324,-1517.239257813,198.473876953,-60.370189667,-1487.107055664,159.936248779,-27.180757523,-1489.984741211,154.949325562,-32.258293152,-1490.802612305,165.437072754,-53.090866089,-1481.088134766,196.719909668,-86.147445679,-1505.230224609,144.816070557,-79.166542053,-1525.189697266,146.119995117,-59.571792603,-1530.226684570,156.746032715,-69.328231812,-1526.698364258,145.077835083,-59.758674622,-1534.963867188,144.315933228,-56.922073364,-1526.788208008,
2125,49.687850952,-19.740430832,64.960395813,40.777084351,-37.854484558,68.354301453,60.595397949,-36.456066132,65.189262390,136.442092896,-104.391929626,-1460.651123047,122.181076050,-90.539169312,-1461.541748047,141.342819214,-84.965270996,-1460.735473633,,,,,,,,,,146.912155151,-100.485809326,-1526.073730469,143.739715576,-75.101455688,-1505.726928711,213.534591675,-74.604484558,-1517.228271484,198.476333618,-60.364200592,-1487.093994141,159.938858032,-27.174186707,-1489.966674805,154.951980591,-32.251552582,-1490.785888672,165.439178467,-53.086177826,-1481.075317383,196.723419189,-86.137611389,-1505.222656250,144.820724487,-79.152503967,-1525.183593750,146.124908447,-59.556686401,-1530.216430664,156.750762939,-69.313865662,-1526.689453125,145.083038330,-59.742561340,-1534.953613281,144.320663452,-56.907695770,-1526.777343750,
2126,49.697025299,-19.780988693,65.146125793,40.795009613,-37.881263733,68.629737854,60.617450714,-36.489410400,65.471679688,136.441223145,-104.393264771,-1460.650756836,122.181823730,-90.538360596,-1461.540527344,141.343811035,-84.966445923,-1460.736694336,,,,,,,,,,146.904434204,-100.491279602,-1526.074707031,143.737014771,-75.105514526,-1505.728881836,213.530670166,-74.616737366,-1517.238037109,198.477310181,-60.373233795,-1487.102783203,159.943130493,-27.179176331,-1489.973022461,154.955612183,-32.256042480,-1490.791381836,165.441619873,-53.091300964,-1481.080810547,196.719573975,-86.147407532,-1505.229980469,144.815414429,-79.157699585,-1525.185424805,146.121185303,-59.562290192,-1530.219482422,156.746368408,-69.320442200,-1526.693237305,145.078765869,-59.748302460,-1534.956542969,144.317611694,-56.912925720,-1526.780395508,
2127,49.695457458,-19.849676132,65.343750000,40.791625977,-37.933452606,68.906906128,60.618469238,-36.551681519,65.771392822,136.443237305,-104.396736145,-1460.656616211,122.183090210,-90.541961670,-1461.544189453,141.346450806,-84.968536377,-1460.738891602,,,,,,,,,,146.907989502,-100.482131958,-1526.079589844,143.739425659,-75.100158691,-1505.729248047,213.533309937,-74.607337952,-1517.236816406,198.478912354,-60.369724274,-1487.099365234,159.943862915,-27.176223755,-1489.964355469,154.956512451,-32.253082275,-1490.783813477,165.442901611,-53.089805603,-1481.076782227,196.722290039,-86.140655518,-1505.231201172,144.818344116,-79.148773193,-1525.186523438,146.123687744,-59.552417755,-1530.216918945,156.749053955,-69.310913086,-1526.692260742,145.081359863,-59.737598419,-1534.954101563,144.319946289,-56.903724670,-1526.777465820,
2128,49.687152863,-19.889371872,65.576271057,40.790782928,-37.958236694,69.208282471,60.620941162,-36.582347870,66.086929321,136.448577881,-104.396049500,-1460.653686523,122.187240601,-90.543113708,-1461.539428711,141.349243164,-84.970291138,-1460.734985352,,,,,,,,,,146.908432007,-100.477638245,-1526.077026367,143.739517212,-75.097229004,-1505.724731445,213.532638550,-74.599121094,-1517.236694336,198.479217529,-60.364501953,-1487.097412109,159.941833496,-27.173303604,-1489.957763672,154.954757690,-32.250427246,-1490.777221680,165.443115234,-53.087123871,-1481.072143555,196.723114014,-86.134330750,-1505.230834961,144.817474365,-79.144477844,-1525.182373047,146.121215820,-59.547698975,-1530.211547852,156.747451782,-69.305740356,-1526.688232422,145.078598022,-59.732627869,-1534.948730469,144.317535400,-56.899353027,-1526.771850586,
2129,49.685218811,-19.909421921,65.757408142,40.795768738,-37.964519501,69.490280151,60.631889343,-36.589305878,66.366088867,136.446868896,-104.396835327,-1460.651367188,122.187019348,-90.543190002,-1461.537109375,141.347335815,-84.969978333,-1460.735107422,,,,,,,,,,146.901016235,-100.484458923,-1526.076171875,143.734176636,-75.101974487,-1505.726074219,213.526229858,-74.605522156,-1517.244628906,198.475738525,-60.367763519,-1487.105346680,159.938323975,-27.176578522,-1489.965454102,154.951126099,-32.253749847,-1490.783813477,165.440246582,-53.089546204,-1481.077758789,196.717758179,-86.139404297,-1505.236083984,144.810287476,-79.151191711,-1525.183471680,146.113693237,-59.554920197,-1530.214721680,156.740188599,-69.312683105,-1526.691406250,145.070632935,-59.740322113,-1534.951782227,144.310348511,-56.906219482,-1526.775024414,
2130,49.708530426,-19.938123703,65.919548035,40.839340210,-37.983078003,69.731269836,60.675811768,-36.603630066,66.606513977,136.448776245,-104.398353577,-1460.656616211,122.189201355,-90.546455383,-1461.543701172,141.351013184,-84.971633911,-1460.735717773,,,,,,,,,,146.920639038,-100.475471497,-1526.078002930,143.748184204,-75.096450806,-1505.724487305,213.543228149,-74.597137451,-1517.224731445,198.484680176,-60.364654541,-1487.086914063,159.947586060,-27.173498154,-1489.951538086,154.960662842,-32.250598907,-1490.772094727,165.447540283,-53.087886810,-1481.066772461,196.731765747,-86.133270264,-1505.222534180,144.829406738,-79.142379761,-1525.182250977,146.133865356,-59.545246124,-1530.209838867,156.759567261,-69.303466797,-1526.685424805,145.092041016,-59.729862213,-1534.947143555,144.329589844,-56.897148132,-1526.770141602,
2131,49.759384155,-19.904354095,66.078399658,40.919101715,-37.945152283,69.973205566,60.751338959,-36.550994873,66.830520630,136.451248169,-104.396034241,-1460.656005859,122.192146301,-90.545150757,-1461.545043945,141.353820801,-84.970657349,-1460.736938477,,,,,,,,,,146.925720215,-100.480926514,-1526.077270508,143.752761841,-75.099739075,-1505.726684570,213.548248291,-74.602394104,-1517.224365234,198.488754272,-60.366580963,-1487.088623047,159.952117920,-27.175300598,-1489.958007813,154.965179443,-32.252433777,-1490.778320313,165.451461792,-53.088817596,-1481.070434570,196.736221313,-86.137077332,-1505.221557617,144.834671021,-79.147712708,-1525.183837891,146.139541626,-59.551128387,-1530.213500977,156.764999390,-69.309089661,-1526.687622070,145.097885132,-59.736228943,-1534.950927734,144.335159302,-56.902645111,-1526.774169922,
2132,49.801387787,-19.825027466,66.202331543,40.988273621,-37.864517212,70.140296936,60.814235687,-36.453147888,66.965133667,136.451721191,-104.394973755,-1460.653442383,122.191925049,-90.543434143,-1461.543701172,141.354522705,-84.970024109,-1460.740356445,,,,,,,,,,146.914474487,-100.497383118,-1526.077636719,143.745941162,-75.110733032,-1505.733154297,213.539428711,-74.618820190,-1517.243164063,198.485656738,-60.374557495,-1487.108520508,159.949676514,-27.182708740,-1489.979980469,154.962417603,-32.259883881,-1490.797973633,165.449661255,-53.094074249,-1481.086425781,196.729095459,-86.149765015,-1505.234252930,144.824325562,-79.163871765,-1525.189453125,146.128982544,-59.568653107,-1530.224487305,156.754730225,-69.326049805,-1526.697875977,145.086502075,-59.754962921,-1534.961669922,144.325302124,-56.919204712,-1526.785522461,
2133,49.842548370,-19.720748901,66.282600403,41.044017792,-37.774696350,70.215011597,60.866096497,-36.346080780,67.012504578,136.454330444,-104.397178650,-1460.656127930,122.193412781,-90.544822693,-1461.545410156,141.355484009,-84.970741272,-1460.740234375,,,,,,,,,,146.920272827,-100.489471436,-1526.079223633,143.749237061,-75.105690002,-1505.731445313,213.543350220,-74.608566284,-1517.237426758,198.487106323,-60.369098663,-1487.101684570,159.949523926,-27.178901672,-1489.971069336,154.962585449,-32.256233215,-1490.790039063,165.450378418,-53.091156006,-1481.080688477,196.732940674,-86.141990662,-1505.231079102,144.828948975,-79.156188965,-1525.188354492,146.132858276,-59.560234070,-1530.220703125,156.758911133,-69.317543030,-1526.694702148,145.090667725,-59.745975494,-1534.957885742,144.328842163,-56.911338806,-1526.781494141,
2134,49.864524841,-19.633142471,66.386253357,41.078697205,-37.691082001,70.318046570,60.898708344,-36.249458313,67.111579895,136.450790405,-104.396797180,-1460.658325195,122.190582275,-90.544441223,-1461.539550781,141.353240967,-84.969779968,-1460.740234375,,,,,,,,,,146.893539429,-100.475906372,-1526.084350586,143.730392456,-75.096206665,-1505.730346680,213.520324707,-74.598030090,-1517.261596680,198.475326538,-60.364406586,-1487.117553711,159.937316895,-27.172918320,-1489.966064453,154.949981689,-32.249988556,-1490.784301758,165.440933228,-53.087081909,-1481.083007813,196.714080811,-86.133583069,-1505.251464844,144.802932739,-79.142768860,-1525.188354492,146.105377197,-59.545814514,-1530.217285156,156.732543945,-69.304031372,-1526.697143555,145.061447144,-59.730571747,-1534.954101563,144.302658081,-56.897583008,-1526.776855469,
2135,49.917457581,-19.600852966,66.441673279,41.142242432,-37.660449982,70.372215271,60.957305908,-36.212287903,67.152694702,136.449432373,-104.396286011,-1460.657836914,122.190277100,-90.541824341,-1461.540405273,141.349365234,-84.967544556,-1460.735229492,,,,,,,,,,146.908996582,-100.462547302,-1526.080566406,143.739807129,-75.086433411,-1505.723022461,213.532760620,-74.584388733,-1517.235839844,198.479461670,-60.356365204,-1487.093261719,159.941299438,-27.165426254,-1489.946166992,154.954315186,-32.242492676,-1490.766601563,165.443283081,-53.080970764,-1481.066162109,196.723663330,-86.122467041,-1505.232177734,144.817581177,-79.129615784,-1525.181518555,146.120819092,-59.531764984,-1530.206665039,156.747314453,-69.290298462,-1526.685424805,145.078140259,-59.715732574,-1534.943725586,144.317123413,-56.884174347,-1526.766235352,
2136,49.986534119,-19.533693314,66.464828491,41.213317871,-37.596950531,70.394386292,61.028526306,-36.143585205,67.164016724,136.448745728,-104.396575928,-1460.652221680,122.187454224,-90.542465210,-1461.539794922,141.345962524,-84.969940186,-1460.735595703,,,,,,,,,,146.909484863,-100.483703613,-1526.075805664,143.738677979,-75.101280212,-1505.726318359,213.532073975,-74.600631714,-1517.236572266,198.477127075,-60.363605499,-1487.099121094,159.938018799,-27.174797058,-1489.963989258,154.951232910,-32.252281189,-1490.783081055,165.440475464,-53.087371826,-1481.075561523,196.722869873,-86.135467529,-1505.229980469,144.817337036,-79.150550842,-1525.183471680,146.120147705,-59.554241180,-1530.214721680,156.746826172,-69.311332703,-1526.690063477,145.077667236,-59.739734650,-1534.951904297,144.316238403,-56.905624390,-1526.775268555,
2137,50.029529572,-19.470867157,66.512557983,41.257156372,-37.538696289,70.433685303,61.069618225,-36.083106995,67.200241089,136.444747925,-104.397254944,-1460.651855469,122.181907654,-90.541694641,-1461.535522461,141.341705322,-84.969978333,-1460.735351563,,,,,,,,,,146.889892578,-100.480400085,-1526.077636719,143.724060059,-75.099021912,-1505.726074219,213.514816284,-74.598594666,-1517.252319336,198.466934204,-60.362987518,-1487.110595703,159.927581787,-27.173566818,-1489.964843750,154.940551758,-32.250946045,-1490.783081055,165.431762695,-53.086677551,-1481.079101563,196.708221436,-86.133865356,-1505.242309570,144.798217773,-79.147270203,-1525.183715820,146.100112915,-59.550708771,-1530.214233398,156.727478027,-69.308113098,-1526.692504883,145.056533813,-59.735939026,-1534.951171875,144.297012329,-56.902256012,-1526.774169922,
2138,50.101779938,-19.435112000,66.568016052,41.339828491,-37.505985260,70.486076355,61.148902893,-36.046863556,67.238548279,136.443267822,-104.395973206,-1460.654174805,122.180290222,-90.541854858,-1461.538940430,141.341735840,-84.967178345,-1460.734741211,,,,,,,,,,146.900756836,-100.471885681,-1526.077636719,143.730178833,-75.092712402,-1505.724121094,213.522964478,-74.588035583,-1517.237792969,198.469100952,-60.356151581,-1487.097412109,159.928787231,-27.168142319,-1489.955200195,154.942123413,-32.245658875,-1490.774658203,165.432525635,-53.081912994,-1481.071044922,196.714752197,-86.125267029,-1505.232055664,144.807968140,-79.138946533,-1525.181884766,146.109893799,-59.541812897,-1530.210205078,156.737060547,-69.299102783,-1526.687622070,145.067169189,-59.726608276,-1534.947387695,144.306076050,-56.893787384,-1526.770263672,
2139,50.177417755,-19.404935837,66.621910095,41.422729492,-37.478015900,70.553016663,61.229068756,-36.012210846,67.298858643,136.444183350,-104.394401550,-1460.651977539,122.181205750,-90.543205261,-1461.541503906,141.341705322,-84.966926575,-1460.733032227,,,,,,,,,,146.918182373,-100.476623535,-1526.073242188,143.740615845,-75.095840454,-1505.722778320,213.536239624,-74.586990356,-1517.219116211,198.473770142,-60.353492737,-1487.083740234,159.931686401,-27.168624878,-1489.954101563,154.945602417,-32.246589661,-1490.774414063,165.435150146,-53.081176758,-1481.066284180,196.725875854,-86.124389648,-1505.216430664,144.823577881,-79.143753052,-1525.179931641,146.125289917,-59.546981812,-1530.209716797,156.752304077,-69.303161621,-1526.683593750,145.083770752,-59.732284546,-1534.947021484,144.320404053,-56.898780823,-1526.770385742,
2140,50.197528839,-19.385194778,66.679641724,41.447162628,-37.449577332,70.649253845,61.255397797,-35.988025665,67.392196655,136.445571899,-104.396789551,-1460.647216797,122.184242249,-90.542373657,-1461.539306641,141.342300415,-84.969047546,-1460.737792969,,,,,,,,,,146.904022217,-100.506721497,-1526.072631836,143.733505249,-75.117019653,-1505.732177734,213.526489258,-74.619422913,-1517.244995117,198.472366333,-60.371757507,-1487.112182617,159.932632446,-27.184593201,-1489.987670898,154.945907593,-32.262447357,-1490.804687500,165.435806274,-53.093872070,-1481.090087891,196.717895508,-86.150184631,-1505.233642578,144.811569214,-79.173286438,-1525.187866211,146.113906860,-59.578773499,-1530.226318359,156.740844727,-69.334426880,-1526.698486328,145.071258545,-59.765991211,-1534.963378906,144.310058594,-56.928947449,-1526.787719727,
2141,50.167865753,-19.397718430,66.766616821,41.416175842,-37.451316833,70.771720886,61.227134705,-35.996410370,67.516677856,136.447662354,-104.398544312,-1460.652954102,122.184944153,-90.543243408,-1461.534423828,141.346359253,-84.970108032,-1460.741455078,,,,,,,,,,146.872131348,-100.493156433,-1526.082885742,143.713256836,-75.108116150,-1505.734741211,213.500259399,-74.610664368,-1517.283813477,198.462387085,-60.369491577,-1487.139770508,159.922546387,-27.180068970,-1489.987426758,154.935180664,-32.257526398,-1490.802978516,165.429275513,-53.091670990,-1481.098754883,196.697433472,-86.143577576,-1505.266357422,144.781021118,-79.159843445,-1525.192016602,146.081527710,-59.564189911,-1530.226440430,156.709915161,-69.321105957,-1526.706420898,145.036407471,-59.750251770,-1534.963012695,144.279586792,-56.915100098,-1526.786254883,
2142,50.211559296,-19.398981094,66.850593567,41.475936890,-37.452045441,70.891067505,61.285896301,-35.988918304,67.634536743,136.449356079,-104.396476746,-1460.650512695,122.187561035,-90.541709900,-1461.533081055,141.350662231,-84.968963623,-1460.736083984,,,,,,,,,,146.886123657,-100.485748291,-1526.078125000,143.725173950,-75.102592468,-1505.728027344,213.514266968,-74.608207703,-1517.264648438,198.471908569,-60.369197845,-1487.121704102,159.934585571,-27.177139282,-1489.972900391,154.947052002,-32.254211426,-1490.789916992,165.438171387,-53.089984894,-1481.085937500,196.708602905,-86.141319275,-1505.251342773,144.796157837,-79.152397156,-1525.185424805,146.098754883,-59.556312561,-1530.217651367,156.725921631,-69.314231873,-1526.696777344,145.054473877,-59.741821289,-1534.954467773,144.296371460,-56.907463074,-1526.777587891,
2143,50.282131195,-19.365358353,66.944038391,41.559143066,-37.417919159,71.030204773,61.367759705,-35.945812225,67.766311646,136.452743530,-104.396041870,-1460.653442383,122.191642761,-90.541145325,-1461.534912109,141.353958130,-84.968620300,-1460.738525391,,,,,,,,,,146.887023926,-100.483085632,-1526.081298828,143.727111816,-75.100631714,-1505.730224609,213.515731812,-74.606391907,-1517.269653320,198.474716187,-60.368343353,-1487.125610352,159.937530518,-27.175872803,-1489.973999023,154.949935913,-32.252876282,-1490.791015625,165.441268921,-53.089080811,-1481.088256836,196.710464478,-86.139801025,-1505.256103516,144.797271729,-79.149749756,-1525.187866211,146.099822998,-59.553493500,-1530.219482422,156.727050781,-69.311630249,-1526.699340820,145.055343628,-59.738830566,-1534.956176758,144.297592163,-56.904754639,-1526.779174805,
2144,50.354431152,-19.333904266,67.024765015,41.640460968,-37.379776001,71.137916565,61.447208405,-35.907833099,67.852981567,136.453491211,-104.395919800,-1460.648681641,122.192810059,-90.540237427,-1461.532592773,141.355834961,-84.969558716,-1460.734985352,,,,,,,,,,146.893447876,-100.489532471,-1526.076049805,143.733566284,-75.105133057,-1505.727294922,213.523223877,-74.616828918,-1517.260620117,198.480590820,-60.375152588,-1487.119262695,159.946014404,-27.180185318,-1489.973754883,154.958129883,-32.256904602,-1490.790771484,165.447143555,-53.093032837,-1481.085327148,196.716094971,-86.148025513,-1505.247558594,144.805130005,-79.155975342,-1525.184570313,146.109512329,-59.560237885,-1530.217651367,156.735733032,-69.318832397,-1526.695800781,145.065429688,-59.745899200,-1534.954467773,144.307174683,-56.911079407,-1526.777709961,
2145,50.453582764,-19.300466537,67.082656860,41.749298096,-37.344661713,71.218688965,61.552261353,-35.871578217,67.905372620,136.456573486,-104.395881653,-1460.649902344,122.194717407,-90.542861938,-1461.541137695,141.357437134,-84.969810486,-1460.734619141,,,,,,,,,,146.927383423,-100.491607666,-1526.072387695,143.755020142,-75.106735229,-1505.726196289,213.550094604,-74.611167908,-1517.226318359,198.491561890,-60.369945526,-1487.092651367,159.954681396,-27.179363251,-1489.966796875,154.967742920,-32.256664276,-1490.786010742,165.454437256,-53.091239929,-1481.074707031,196.738525391,-86.143745422,-1505.220825195,144.836273193,-79.158248901,-1525.182739258,146.140884399,-59.562568665,-1530.215942383,156.766510010,-69.319839478,-1526.688598633,145.099075317,-59.748535156,-1534.953247070,144.336608887,-56.913471222,-1526.777099609,
2146,50.567813873,-19.206531525,67.154594421,41.850536346,-37.247776031,71.288246155,61.644271851,-35.789928436,67.929664612,136.453872681,-104.396903992,-1460.649780273,122.194557190,-90.540992737,-1461.541015625,141.355880737,-84.969337463,-1460.737426758,,,,,,,,,,146.917861938,-100.500213623,-1526.073852539,143.750228882,-75.112609863,-1505.730346680,213.544067383,-74.625114441,-1517.238525391,198.490310669,-60.378860474,-1487.104736328,159.956283569,-27.184921265,-1489.978515625,154.968765259,-32.261840820,-1490.796630859,165.454559326,-53.096267700,-1481.083984375,196.732757568,-86.154647827,-1505.229736328,144.828903198,-79.166542053,-1525.186523438,146.134826660,-59.571586609,-1530.222290039,156.759918213,-69.329460144,-1526.695068359,145.092468262,-59.758018494,-1534.959472656,144.331207275,-56.921905518,-1526.783447266,
2147,50.747623444,-19.036172867,67.237655640,42.045646667,-37.086200714,71.375610352,61.834259033,-35.619861603,67.982818604,136.453369141,-104.396163940,-1460.646484375,122.193801880,-90.542480469,-1461.540283203,141.355682373,-84.970611572,-1460.735229492,,,,,,,,,,146.923950195,-100.506179810,-1526.069824219,143.753906250,-75.116912842,-1505.728759766,213.548858643,-74.629287720,-1517.230102539,198.491882324,-60.380714417,-1487.098999023,159.957626343,-27.187629700,-1489.979492188,154.970260620,-32.264701843,-1490.797485352,165.455429077,-53.098136902,-1481.082153320,196.736541748,-86.158065796,-1505.221923828,144.834564209,-79.172470093,-1525.184570313,146.140670776,-59.577926636,-1530.221801758,156.765563965,-69.335327148,-1526.692626953,145.098785400,-59.764774323,-1534.958984375,144.336669922,-56.927982330,-1526.783447266,
2148,50.922554016,-18.890502930,67.367080688,42.265254974,-36.946075439,71.550949097,62.044197083,-35.444171906,68.125022888,136.452117920,-104.394714355,-1460.646728516,122.192893982,-90.542335510,-1461.539916992,141.352050781,-84.969345093,-1460.735473633,,,,,,,,,,146.920684814,-100.503562927,-1526.070434570,143.749191284,-75.114730835,-1505.729003906,213.543792725,-74.621398926,-1517.232299805,198.486541748,-60.374305725,-1487.100830078,159.949539185,-27.184280396,-1489.979736328,154.962554932,-32.261745453,-1490.797729492,165.449676514,-53.094425201,-1481.082763672,196.732742310,-86.151641846,-1505.223876953,144.829620361,-79.170028687,-1525.184814453,146.134002686,-59.575332642,-1530.222045898,156.759796143,-69.331916809,-1526.693237305,145.091995239,-59.762226105,-1534.959228516,144.329895020,-56.925563812,-1526.783569336,
2149,51.045864105,-18.806880951,67.424446106,42.422924042,-36.870857239,71.646301270,62.195629120,-35.341575623,68.197196960,136.448410034,-104.394050598,-1460.646728516,122.187606812,-90.539588928,-1461.539550781,141.347671509,-84.967987061,-1460.728881836,,,,,,,,,,146.931762695,-100.483787537,-1526.066894531,143.755661011,-75.100646973,-1505.719116211,213.553024292,-74.604835510,-1517.205566406,198.488708496,-60.366065979,-1487.073608398,159.952743530,-27.174816132,-1489.952392578,154.965911865,-32.251995087,-1490.773071289,165.450485229,-53.087524414,-1481.061401367,196.738967896,-86.138275146,-1505.204345703,144.840713501,-79.150474548,-1525.175781250,146.146514893,-59.554378510,-1530.207153320,156.771347046,-69.312072754,-1526.678588867,145.105636597,-59.739921570,-1534.944580078,144.341598511,-56.905555725,-1526.768310547,
2150,51.134342194,-18.709016800,67.460952759,42.514480591,-36.781341553,71.655227661,62.285755157,-35.243286133,68.191421509,136.445571899,-104.396476746,-1460.646850586,122.183067322,-90.542198181,-1461.535522461,141.344299316,-84.969947815,-1460.729492188,,,,,,,,,,146.911758423,-100.483062744,-1526.069580078,143.739944458,-75.100845337,-1505.719970703,213.534332275,-74.602043152,-1517.224243164,198.477233887,-60.365005493,-1487.087890625,159.939331055,-27.175045013,-1489.955566406,154.952468872,-32.252372742,-1490.775024414,165.440277100,-53.087902069,-1481.067016602,196.723785400,-86.136566162,-1505.219116211,144.820159912,-79.149871826,-1525.177124023,146.123962402,-59.553524017,-1530.208007813,156.750045776,-69.310966492,-1526.682495117,145.081863403,-59.738922119,-1534.945190430,144.319824219,-56.904903412,-1526.768554688,
2151,51.206920624,-18.640214920,67.480728149,42.585494995,-36.715641022,71.660758972,62.356445313,-35.175765991,68.201850891,136.441314697,-104.396087646,-1460.648559570,122.181518555,-90.542633057,-1461.534912109,141.343414307,-84.969810486,-1460.732055664,,,,,,,,,,146.898437500,-100.484535217,-1526.072875977,143.731781006,-75.101921082,-1505.723022461,213.524337769,-74.608291626,-1517.238647461,198.473159790,-60.369922638,-1487.099853516,159.937210083,-27.177179337,-1489.961669922,154.949844360,-32.254150391,-1490.780273438,165.437713623,-53.090366364,-1481.073730469,196.714889526,-86.141494751,-1505.230712891,144.808547974,-79.151184082,-1525.180297852,146.112960815,-59.554969788,-1530.211547852,156.738906860,-69.313163757,-1526.687744141,145.070083618,-59.740329742,-1534.948608398,144.309570313,-56.906192780,-1526.771850586,
2152,51.275051117,-18.563854218,67.489814758,42.668933868,-36.644485474,71.669296265,62.434528351,-35.093238831,68.206153870,136.441390991,-104.394271851,-1460.641967773,122.180458069,-90.540840149,-1461.533325195,141.344070435,-84.966285706,-1460.732055664,,,,,,,,,,146.899383545,-100.504219055,-1526.067382813,143.731872559,-75.114685059,-1505.726318359,213.524566650,-74.623405457,-1517.241210938,198.472656250,-60.375026703,-1487.107543945,159.935974121,-27.184158325,-1489.981201172,154.948730469,-32.261524200,-1490.798217773,165.436950684,-53.094161987,-1481.084350586,196.715225220,-86.152870178,-1505.229492188,144.808975220,-79.170608521,-1525.182128906,146.113006592,-59.576099396,-1530.220092773,156.739135742,-69.332832336,-1526.692871094,145.070205688,-59.763111115,-1534.957153320,144.309524536,-56.926181793,-1526.781494141,
2153,51.298793793,-18.525852203,67.493812561,42.701725006,-36.615951538,71.659133911,62.467319489,-35.052806854,68.196273804,136.442321777,-104.394256592,-1460.643920898,122.179573059,-90.539878845,-1461.533081055,141.343566895,-84.966285706,-1460.730712891,,,,,,,,,,146.899734497,-100.492515564,-1526.068725586,143.731597900,-75.106513977,-1505.723266602,213.524353027,-74.611900330,-1517.237670898,198.471984863,-60.368953705,-1487.101684570,159.934677124,-27.178354263,-1489.969848633,154.947540283,-32.255680084,-1490.787719727,165.436126709,-53.089767456,-1481.077392578,196.715164185,-86.143737793,-1505.228027344,144.808898926,-79.159095764,-1525.179809570,146.112564087,-59.563701630,-1530.214477539,156.738876343,-69.320831299,-1526.688720703,145.069793701,-59.749927521,-1534.951538086,144.309005737,-56.914409637,-1526.775268555,
