Number of frames: 3950
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,iHumTracker_GT x,iHumTracker_GT y,iHumTracker_GT z,iHumTracker_LT x,iHumTracker_LT y,iHumTracker_LT z,iHumTracker_P1 x,iHumTracker_P1 y,iHumTracker_P1 z,iHumTracker_P2 x,iHumTracker_P2 y,iHumTracker_P2 z,iHumTracker_P3 x,iHumTracker_P3 y,iHumTracker_P3 z,iHumTracker_P4 x,iHumTracker_P4 y,iHumTracker_P4 z,iHumTracker_P5 x,iHumTracker_P5 y,iHumTracker_P5 z,iHumTracker_P6 x,iHumTracker_P6 y,iHumTracker_P6 z,iHumTracker_SL x,iHumTracker_SL y,iHumTracker_SL z,iHumTracker_SH x,iHumTracker_SH y,iHumTracker_SH z,iHumTracker_SB x,iHumTracker_SB y,iHumTracker_SB z,iHumTracker_Surf1 x,iHumTracker_Surf1 y,iHumTracker_Surf1 z,iHumTracker_Surf2 x,iHumTracker_Surf2 y,iHumTracker_Surf2 z
732,68.231323242,-8.343397141,79.261726379,55.774425507,-24.134038925,83.086563110,75.715034485,-26.729230881,81.543159485,136.441238403,-104.383956909,-1460.637329102,122.178390503,-90.527549744,-1461.531250000,141.342590332,-84.956672668,-1460.723144531,,,,,,,,,,146.917999268,-100.484283447,-1526.059204102,143.745437622,-75.097572327,-1505.715332031,213.541732788,-74.608123779,-1517.208374023,198.481185913,-60.363403320,-1487.077392578,159.947067261,-27.170169830,-1489.958129883,154.959838867,-32.247165680,-1490.777343750,165.443984985,-53.081756592,-1481.063354492,196.728088379,-86.138496399,-1505.203613281,144.828384399,-79.150695801,-1525.171386719,146.134979248,-59.555511475,-1530.206054688,156.759506226,-69.313301086,-1526.676879883,145.093627930,-59.741771698,-1534.943481445,144.330551147,-56.906005859,-1526.767578125,
733,68.230461121,-8.297616005,79.235900879,55.746627808,-24.067615509,83.066848755,75.685226440,-26.689178467,81.551879883,136.438964844,-104.383720398,-1460.631713867,122.176040649,-90.528450012,-1461.525878906,141.340606689,-84.956878662,-1460.718872070,,,,,,,,,,146.913284302,-100.488311768,-1526.054077148,143.741149902,-75.100418091,-1505.711669922,213.536972046,-74.610580444,-1517.207641602,198.477416992,-60.364265442,-1487.076904297,159.942672729,-27.171808243,-1489.958007813,154.955474854,-32.248931885,-1490.776855469,165.440353394,-53.082767487,-1481.061889648,196.723983765,-86.140487671,-1505.201538086,144.823379517,-79.154708862,-1525.167602539,146.129455566,-59.559806824,-1530.203491211,156.754287720,-69.317214966,-1526.674194336,145.087936401,-59.746376038,-1534.940795898,144.325134277,-56.910125732,-1526.765136719,
734,68.129013062,-8.285598755,79.257507324,55.613845825,-24.029268265,83.091453552,75.550140381,-26.689558029,81.592880249,136.434158325,-104.383445740,-1460.635620117,122.175559998,-90.528274536,-1461.520385742,141.337844849,-84.958465576,-1460.712646484,,,,,,,,,,146.902511597,-100.454277039,-1526.057006836,143.735122681,-75.077239990,-1505.700317383,213.529693604,-74.587768555,-1517.203979492,198.474914551,-60.356540680,-1487.063598633,159.943023682,-27.158824921,-1489.922241211,154.955245972,-32.235019684,-1490.743286133,165.439224243,-53.075187683,-1481.041015625,196.716964722,-86.122650146,-1505.202270508,144.814743042,-79.120956421,-1525.158569336,146.122116089,-59.523422241,-1530.183959961,156.746429443,-69.283782959,-1526.661132813,145.080032349,-59.707294464,-1534.921142578,144.318435669,-56.875453949,-1526.743774414,
735,68.110572815,-8.257347107,79.255813599,55.565727234,-23.970882416,83.110252380,75.496360779,-26.664951324,81.617630005,136.437408447,-104.385566711,-1460.633300781,122.175422668,-90.528549194,-1461.523559570,141.338134766,-84.957710266,-1460.714965820,,,,,,,,,,146.911941528,-100.470794678,-1526.054565430,143.739959717,-75.088676453,-1505.704833984,213.535842896,-74.596199036,-1517.200317383,198.476287842,-60.358341217,-1487.065551758,159.941864014,-27.164707184,-1489.937500000,154.954620361,-32.241550446,-1490.757690430,165.439254761,-53.078254700,-1481.048706055,196.722702026,-86.129379272,-1505.197631836,144.822235107,-79.137420654,-1525.161987305,146.128509521,-59.541099548,-1530.192260742,156.753234863,-69.299613953,-1526.665649414,145.087005615,-59.726306915,-1534.929687500,144.324203491,-56.892379761,-1526.753051758,
736,68.117111206,-8.217079163,79.268981934,55.561065674,-23.914831161,83.139976501,75.488510132,-26.631008148,81.652908325,136.439620972,-104.385643005,-1460.632812500,122.177375793,-90.527305603,-1461.525878906,141.339767456,-84.957557678,-1460.719604492,,,,,,,,,,146.910568237,-100.486892700,-1526.055541992,143.740188599,-75.099624634,-1505.712036133,213.535522461,-74.611732483,-1517.211059570,198.477767944,-60.366001129,-1487.079101563,159.944015503,-27.172134399,-1489.957397461,154.956619263,-32.249057770,-1490.776123047,165.441207886,-53.083602905,-1481.062500000,196.722671509,-86.141510010,-1505.204711914,144.821426392,-79.153244019,-1525.168212891,146.127944946,-59.558208466,-1530.203491211,156.752593994,-69.316101074,-1526.674926758,145.086196899,-59.744567871,-1534.940795898,144.323852539,-56.908588409,-1526.764892578,
737,68.061622620,-8.199279785,79.362396240,55.482967377,-23.870473862,83.267921448,75.408523560,-26.615690231,81.792976379,136.443283081,-104.386116028,-1460.641113281,122.180717468,-90.528923035,-1461.526489258,141.345947266,-84.958854675,-1460.725708008,,,,,,,,,,146.892044067,-100.475723267,-1526.066772461,143.729598999,-75.092338562,-1505.717163086,213.520935059,-74.604507446,-1517.240356445,198.474151611,-60.364173889,-1487.100341797,159.940505981,-27.168470383,-1489.958740234,154.952651978,-32.245071411,-1490.776733398,165.439941406,-53.081863403,-1481.070800781,196.711883545,-86.136070251,-1505.230346680,144.803909302,-79.142181396,-1525.174438477,146.109329224,-59.546203613,-1530.206298828,156.734893799,-69.305145264,-1526.683471680,145.065933228,-59.731601715,-1534.943237305,144.306533813,-56.897197723,-1526.766601563,
738,68.018180847,-8.219694138,79.448257446,55.406818390,-23.852090836,83.397888184,75.329765320,-26.643465042,81.927017212,136.443740845,-104.384819031,-1460.636718750,122.184791565,-90.528160095,-1461.528320313,141.349441528,-84.956413269,-1460.722656250,,,,,,,,,,146.913986206,-100.484626770,-1526.059692383,143.746704102,-75.098045349,-1505.714843750,213.541549683,-74.615524292,-1517.217163086,198.486404419,-60.369934082,-1487.083740234,159.955337524,-27.172662735,-1489.958740234,154.967468262,-32.249126434,-1490.777465820,165.450744629,-53.085018158,-1481.065307617,196.728286743,-86.144439697,-1505.210449219,144.826690674,-79.150840759,-1525.171264648,146.134628296,-59.555675507,-1530.205688477,156.758636475,-69.314636230,-1526.678100586,145.092651367,-59.741725922,-1534.942871094,144.330932617,-56.906063080,-1526.766845703,
739,67.963233948,-8.299782753,79.527465820,55.324996948,-23.903760910,83.518066406,75.242202759,-26.730749130,82.047149658,136.447799683,-104.382682800,-1460.634399414,122.188705444,-90.526809692,-1461.530273438,141.350418091,-84.956222534,-1460.720214844,,,,,,,,,,146.933532715,-100.486190796,-1526.055053711,143.759948730,-75.098686218,-1505.712280273,213.557632446,-74.613357544,-1517.197143555,198.494293213,-60.366901398,-1487.068359375,159.962310791,-27.171674728,-1489.954589844,154.974899292,-32.248424530,-1490.774414063,165.456771851,-53.083286285,-1481.058471680,196.741943359,-86.142456055,-1505.194091797,144.844985962,-79.152465820,-1525.168212891,146.153213501,-59.557502747,-1530.203247070,156.776809692,-69.315757751,-1526.672607422,145.112426758,-59.743854523,-1534.940795898,144.348526001,-56.907798767,-1526.765014648,
740,67.888237000,-8.415624619,79.613815308,55.216274261,-23.985588074,83.628074646,75.128211975,-26.857192993,82.165367126,136.450088501,-104.384407043,-1460.634887695,122.191154480,-90.530464172,-1461.532348633,141.352340698,-84.958763123,-1460.722534180,,,,,,,,,,146.937179565,-100.494804382,-1526.055664063,143.762176514,-75.105384827,-1505.715576172,213.560043335,-74.618293762,-1517.199218750,198.495574951,-60.369438171,-1487.072143555,159.962265015,-27.176115036,-1489.962402344,154.975067139,-32.253158569,-1490.781738281,165.457656860,-53.086601257,-1481.063476563,196.744628906,-86.146888733,-1505.195312500,144.847717285,-79.161079407,-1525.171020508,146.155227661,-59.566570282,-1530.208007813,156.779159546,-69.324020386,-1526.676147461,145.114517212,-59.753440857,-1534.945556641,144.350372314,-56.916591644,-1526.770141602,
741,67.768798828,-8.539010048,79.743797302,55.055713654,-24.073949814,83.760101318,74.964126587,-26.994890213,82.322868347,136.450317383,-104.386444092,-1460.642700195,122.189666748,-90.531745911,-1461.532470703,141.353469849,-84.958335876,-1460.724853516,,,,,,,,,,146.923171997,-100.473518372,-1526.064453125,143.751892090,-75.091026306,-1505.715087891,213.547241211,-74.598144531,-1517.213867188,198.488937378,-60.359828949,-1487.078613281,159.954071045,-27.166601181,-1489.949462891,154.966842651,-32.243503571,-1490.769287109,165.452117920,-53.079921722,-1481.060424805,196.734756470,-86.131233215,-1505.210083008,144.833312988,-79.140144348,-1525.172119141,146.139175415,-59.543910980,-1530.202880859,156.764160156,-69.302261353,-1526.676635742,145.097457886,-59.729221344,-1534.940185547,144.334991455,-56.895141602,-1526.763671875,
742,67.676940918,-8.639447212,79.857269287,54.930675507,-24.148027420,83.876258850,74.832328796,-27.108570099,82.462623596,136.450531006,-104.385444641,-1460.643798828,122.189247131,-90.531105042,-1461.533203125,141.350692749,-84.958854675,-1460.723266602,,,,,,,,,,146.928375244,-100.464714050,-1526.064208984,143.754013062,-75.084800720,-1505.712158203,213.550354004,-74.587059021,-1517.204589844,198.488647461,-60.353084564,-1487.068969727,159.952377319,-27.161441803,-1489.939331055,154.965484619,-32.238498688,-1490.760253906,165.450927734,-53.075550079,-1481.052856445,196.737365723,-86.122421265,-1505.203613281,144.837371826,-79.131553650,-1525.169555664,146.142700195,-59.534652710,-1530.197875977,156.767852783,-69.292884827,-1526.671752930,145.101425171,-59.719448090,-1534.935302734,144.338088989,-56.886379242,-1526.758544922,
743,67.588775635,-8.730525017,79.945770264,54.801456451,-24.200233459,83.966583252,74.698959351,-27.210151672,82.582244873,136.447570801,-104.388366699,-1460.641967773,122.187538147,-90.533424377,-1461.536499023,141.349197388,-84.960632324,-1460.727539063,,,,,,,,,,146.928924561,-100.488830566,-1526.063232422,143.754669189,-75.102149963,-1505.719482422,213.551559448,-74.610969543,-1517.208984375,198.489074707,-60.366565704,-1487.078735352,159.954284668,-27.174304962,-1489.961547852,154.967208862,-32.251426697,-1490.781127930,165.451385498,-53.085735321,-1481.066528320,196.737564087,-86.141746521,-1505.205078125,144.838745117,-79.155288696,-1525.175659180,146.145095825,-59.560085297,-1530.210205078,156.769699097,-69.317596436,-1526.680541992,145.104003906,-59.746383667,-1534.947631836,144.340423584,-56.910617828,-1526.771850586,
744,67.489074707,-8.836526871,80.054969788,54.654045105,-24.267354965,84.074592590,74.545883179,-27.329786301,82.713768005,136.442886353,-104.391891479,-1460.641845703,122.181030273,-90.535446167,-1461.534667969,141.345993042,-84.963867188,-1460.731445313,,,,,,,,,,146.906433105,-100.501731873,-1526.066406250,143.739089966,-75.112007141,-1505.725463867,213.532958984,-74.626617432,-1517.233520508,198.479324341,-60.377067566,-1487.101318359,159.945739746,-27.182910919,-1489.978637695,154.958160400,-32.259849548,-1490.796020508,165.443664551,-53.093418121,-1481.081298828,196.721466064,-86.154693604,-1505.223510742,144.817749023,-79.167945862,-1525.181274414,146.123947144,-59.573524475,-1530.218994141,156.748901367,-69.331176758,-1526.690673828,145.081588745,-59.760429382,-1534.956176758,144.320343018,-56.923465729,-1526.780517578,
745,67.400093079,-8.923061371,80.157730103,54.523563385,-24.329725266,84.152648926,74.409667969,-27.437269211,82.826850891,136.438735962,-104.392990112,-1460.638916016,122.177566528,-90.537765503,-1461.529052734,141.342803955,-84.965469360,-1460.728881836,,,,,,,,,,146.892105103,-100.502120972,-1526.065063477,143.728164673,-75.112792969,-1505.723144531,213.520126343,-74.627304077,-1517.242675781,198.471481323,-60.378334045,-1487.107666016,159.937484741,-27.184047699,-1489.978027344,154.949752808,-32.260959625,-1490.794799805,165.436828613,-53.094745636,-1481.082153320,196.710586548,-86.155593872,-1505.230224609,144.803604126,-79.168342590,-1525.179199219,146.108993530,-59.573825836,-1530.216796875,156.734512329,-69.331573486,-1526.690429688,145.065872192,-59.760635376,-1534.953735352,144.305969238,-56.923835754,-1526.777954102,
746,67.326019287,-9.016204834,80.230941772,54.412746429,-24.399564743,84.180175781,74.295249939,-27.541498184,82.896713257,136.438095093,-104.393074036,-1460.641967773,122.175209045,-90.537300110,-1461.527587891,141.340042114,-84.964538574,-1460.726562500,,,,,,,,,,146.888061523,-100.481956482,-1526.067504883,143.723220825,-75.098724365,-1505.718017578,213.514694214,-74.605194092,-1517.240234375,198.466278076,-60.365947723,-1487.100585938,159.929946899,-27.173437119,-1489.959716797,154.942520142,-32.250450134,-1490.777709961,165.431381226,-53.086330414,-1481.071533203,196.706420898,-86.138084412,-1505.230468750,144.798171997,-79.148582458,-1525.175292969,146.102035522,-59.552520752,-1530.207275391,156.728347778,-69.310562134,-1526.684204102,145.058731079,-59.738029480,-1534.944213867,144.298965454,-56.903644562,-1526.767578125,
747,67.256896973,-9.093252182,80.225570679,54.317798615,-24.463562012,84.151466370,74.197586060,-27.634483337,82.870880127,136.437911987,-104.393592834,-1460.646606445,122.174705505,-90.538864136,-1461.529541016,141.339813232,-84.965225220,-1460.728271484,,,,,,,,,,146.885787964,-100.472175598,-1526.071777344,143.720809937,-75.092254639,-1505.718261719,213.511886597,-74.594627380,-1517.242675781,198.464019775,-60.360622406,-1487.100219727,159.926498413,-27.168914795,-1489.952880859,154.939224243,-32.245964050,-1490.771484375,165.429092407,-53.083030701,-1481.068969727,196.704391479,-86.129959106,-1505.234130859,144.795227051,-79.139007568,-1525.176147461,146.098297119,-59.542110443,-1530.205078125,156.725051880,-69.300361633,-1526.683837891,145.054824829,-59.726905823,-1534.942016602,144.295257568,-56.893833160,-1526.764892578,
748,67.221069336,-9.136337280,80.153762817,54.259761810,-24.492065430,84.045005798,74.134361267,-27.693187714,82.762695313,136.437850952,-104.394721985,-1460.640747070,122.176925659,-90.537384033,-1461.527221680,141.339523315,-84.966720581,-1460.727172852,,,,,,,,,,146.886596680,-100.489700317,-1526.066772461,143.723800659,-75.104530334,-1505.719482422,213.515075684,-74.616485596,-1517.243164063,198.468200684,-60.373695374,-1487.104370117,159.933944702,-27.178941727,-1489.965454102,154.946182251,-32.255702972,-1490.783081055,165.433883667,-53.091430664,-1481.075317383,196.706298828,-86.147270203,-1505.231933594,144.798095703,-79.156112671,-1525.176391602,146.103134155,-59.560569763,-1530.210083008,156.728881836,-69.319000244,-1526.686401367,145.059707642,-59.746414185,-1534.947021484,144.300308228,-56.911285400,-1526.770507813,
749,67.215637207,-9.106189728,80.043571472,54.244453430,-24.468124390,83.887794495,74.114440918,-27.676584244,82.596542358,136.440734863,-104.393463135,-1460.635498047,122.178077698,-90.535842896,-1461.525634766,141.341171265,-84.965438843,-1460.729492188,,,,,,,,,,146.882080078,-100.511634827,-1526.064086914,143.720809937,-75.119155884,-1505.725585938,213.510894775,-74.633804321,-1517.256469727,198.466766357,-60.380416870,-1487.121337891,159.931503296,-27.187517166,-1489.990722656,154.943771362,-32.264682770,-1490.805908203,165.432891846,-53.096668243,-1481.091552734,196.703582764,-86.160591125,-1505.239501953,144.793228149,-79.177772522,-1525.181152344,146.097335815,-59.584022522,-1530.222045898,156.723648071,-69.340950012,-1526.695922852,145.053436279,-59.771606445,-1534.958862305,144.294799805,-56.933528900,-1526.783325195,
750,67.240188599,-9.064546585,79.912681580,54.269924164,-24.444135666,83.702491760,74.141220093,-27.645963669,82.414833069,136.444610596,-104.389907837,-1460.636352539,122.180931091,-90.531211853,-1461.529541016,141.344848633,-84.961181641,-1460.729370117,,,,,,,,,,146.899063110,-100.507583618,-1526.062744141,143.733627319,-75.115081787,-1505.724975586,213.526123047,-74.629943848,-1517.241333008,198.475753784,-60.376483917,-1487.109252930,159.941192627,-27.183477402,-1489.986694336,154.953598022,-32.260627747,-1490.802856445,165.440658569,-53.092632294,-1481.086425781,196.716262817,-86.156669617,-1505.227783203,144.810073853,-79.173721313,-1525.180297852,146.115280151,-59.579975128,-1530.220947266,156.740844727,-69.336929321,-1526.692504883,145.072372437,-59.767562866,-1534.957885742,144.312042236,-56.929473877,-1526.782592773,
751,67.259719849,-9.029476166,79.824340820,54.290885925,-24.427659988,83.541198730,74.162315369,-27.618825912,82.256462097,136.445648193,-104.387596130,-1460.635864258,122.182662964,-90.529731750,-1461.529785156,141.347106934,-84.958923340,-1460.723632813,,,,,,,,,,146.917129517,-100.492332458,-1526.058837891,143.746597290,-75.103965759,-1505.716674805,213.541992188,-74.616584778,-1517.215332031,198.484069824,-60.369235992,-1487.084228516,159.950286865,-27.175584793,-1489.964599609,154.962890625,-32.252563477,-1490.783081055,165.447463989,-53.086563110,-1481.068237305,196.729095459,-86.145736694,-1505.208374023,144.827941895,-79.158638000,-1525.172607422,146.134460449,-59.563873291,-1530.208862305,156.759109497,-69.321556091,-1526.679809570,145.092742920,-59.750492096,-1534.946166992,144.330352783,-56.914066315,-1526.770385742,
752,67.258972168,-9.007353783,79.718383789,54.282989502,-24.408149719,83.412544250,74.154136658,-27.604602814,82.112731934,136.445602417,-104.386444092,-1460.631958008,122.186233521,-90.528701782,-1461.529785156,141.348953247,-84.957527161,-1460.724121094,,,,,,,,,,146.921768188,-100.507598877,-1526.055297852,143.751785278,-75.114151001,-1505.719482422,213.547790527,-74.633827209,-1517.214721680,198.489212036,-60.378326416,-1487.087768555,159.957611084,-27.182996750,-1489.978027344,154.969955444,-32.259864807,-1490.795532227,165.452758789,-53.092178345,-1481.075073242,196.733581543,-86.159057617,-1505.205810547,144.833862305,-79.173561096,-1525.174316406,146.141830444,-59.580089569,-1530.215209961,156.765716553,-69.337577820,-1526.683227539,145.100341797,-59.767780304,-1534.952514648,144.337722778,-56.929347992,-1526.777465820,
753,67.186325073,-9.094674110,79.628860474,54.193241119,-24.481756210,83.313781738,74.056350708,-27.702476501,81.993194580,136.448165894,-104.383804321,-1460.635620117,122.187896729,-90.526855469,-1461.529907227,141.348953247,-84.954437256,-1460.720336914,,,,,,,,,,146.930511475,-100.480331421,-1526.056518555,143.755920410,-75.094512939,-1505.711791992,213.553039551,-74.603073120,-1517.199829102,198.489974976,-60.359893799,-1487.069335938,159.955337524,-27.167387009,-1489.951538086,154.968276978,-32.244457245,-1490.771362305,165.452178955,-53.079212189,-1481.057373047,196.738769531,-86.134300232,-1505.196777344,144.840377808,-79.146827698,-1525.168090820,146.146896362,-59.551414490,-1530.201782227,156.771392822,-69.309112549,-1526.672241211,145.105911255,-59.737506866,-1534.939331055,144.342163086,-56.902088165,-1526.763305664,
754,67.082809448,-9.183384895,79.584892273,54.060653687,-24.542617798,83.278808594,73.919525146,-27.804126740,81.936775208,136.446319580,-104.384956360,-1460.636230469,122.186553955,-90.527870178,-1461.524658203,141.347610474,-84.957115173,-1460.721313477,,,,,,,,,,146.906265259,-100.478210449,-1526.060424805,143.739929199,-75.093612671,-1505.713012695,213.533111572,-74.604866028,-1517.224975586,198.481124878,-60.362983704,-1487.088256836,159.947158813,-27.168363571,-1489.954956055,154.959548950,-32.245132446,-1490.773437500,165.445755005,-53.081066132,-1481.064453125,196.722396851,-86.136070251,-1505.216918945,144.817489624,-79.144660950,-1525.169799805,146.123260498,-59.548969269,-1530.202758789,156.748474121,-69.307434082,-1526.677490234,145.080627441,-59.734691620,-1534.939819336,144.319839478,-56.899787903,-1526.763427734,
755,67.026481628,-9.282166481,79.570129395,53.989089966,-24.612922668,83.332611084,73.840026855,-27.909555435,81.953353882,136.444229126,-104.388183594,-1460.633178711,122.185974121,-90.531425476,-1461.525878906,141.347457886,-84.960624695,-1460.720947266,,,,,,,,,,146.913635254,-100.493667603,-1526.056640625,143.745864868,-75.105361938,-1505.713989258,213.540618896,-74.622131348,-1517.216796875,198.485321045,-60.374240875,-1487.084594727,159.953399658,-27.178184509,-1489.962158203,154.965652466,-32.254844666,-1490.780517578,165.449508667,-53.089611053,-1481.066528320,196.727706909,-86.150398254,-1505.208984375,144.825820923,-79.159858704,-1525.170043945,146.133255005,-59.565113068,-1530.206176758,156.757507324,-69.323501587,-1526.677856445,145.091247559,-59.751609802,-1534.943359375,144.329513550,-56.915241241,-1526.767578125,
756,66.979545593,-9.315922737,79.644584656,53.940223694,-24.624177933,83.486839294,73.787086487,-27.935628891,82.092521667,136.444503784,-104.389831543,-1460.631225586,122.183906555,-90.532791138,-1461.521362305,141.345260620,-84.959327698,-1460.723632813,,,,,,,,,,146.891525269,-100.502624512,-1526.058715820,143.727630615,-75.111579895,-1505.718872070,213.518508911,-74.622222900,-1517.244873047,198.471603394,-60.371437073,-1487.109863281,159.934982300,-27.180170059,-1489.979736328,154.947540283,-32.257514954,-1490.795654297,165.436981201,-53.089622498,-1481.081909180,196.710891724,-86.150558472,-1505.229736328,144.801605225,-79.168922424,-1525.174682617,146.105133057,-59.574790955,-1530.214233398,156.731674194,-69.331436157,-1526.687866211,145.061584473,-59.762123108,-1534.951049805,144.302246094,-56.924594879,-1526.775390625,
757,66.936553955,-9.391254425,79.801483154,53.892257690,-24.681463242,83.692588806,73.738853455,-28.001827240,82.306915283,136.444183350,-104.390670776,-1460.640014648,122.182365417,-90.532218933,-1461.520996094,141.345581055,-84.961845398,-1460.721679688,,,,,,,,,,146.884735107,-100.466964722,-1526.066284180,143.724319458,-75.087425232,-1505.711547852,213.514205933,-74.595993042,-1517.243408203,198.470901489,-60.361576080,-1487.098876953,159.936203003,-27.166143417,-1489.946289063,154.948348999,-32.242694855,-1490.764648438,165.437286377,-53.081073761,-1481.063842773,196.706893921,-86.130142212,-1505.233398438,144.796279907,-79.133628845,-1525.169677734,146.100662231,-59.536689758,-1530.198120117,156.726867676,-69.296058655,-1526.678344727,145.056671143,-59.721225739,-1534.934936523,144.298233032,-56.888359070,-1526.757690430,
758,66.958511353,-9.442066193,79.913734436,53.913631439,-24.716451645,83.855415344,73.761421204,-28.045499802,82.482963562,136.443771362,-104.392021179,-1460.637939453,122.184669495,-90.535354614,-1461.525146484,141.346069336,-84.964408875,-1460.719726563,,,,,,,,,,146.908309937,-100.475822449,-1526.060791016,143.741043091,-75.094261169,-1505.709716797,213.534973145,-74.604774475,-1517.217041016,198.481262207,-60.367240906,-1487.079223633,159.947952271,-27.171632767,-1489.943359375,154.960342407,-32.248207092,-1490.762939453,165.445617676,-53.085762024,-1481.056518555,196.723327637,-86.137557983,-1505.211914063,144.819793701,-79.142379761,-1525.167114258,146.126159668,-59.545944214,-1530.196899414,156.751022339,-69.305091858,-1526.672485352,145.083831787,-59.730930328,-1534.934082031,144.322570801,-56.897254944,-1526.757324219,
759,66.950691223,-9.479352951,80.042854309,53.901756287,-24.737749100,84.040603638,73.748001099,-28.079015732,82.681221008,136.440841675,-104.391891479,-1460.634765625,122.178955078,-90.537765503,-1461.522949219,141.343963623,-84.964065552,-1460.717529297,,,,,,,,,,146.905822754,-100.479202271,-1526.057861328,143.736434937,-75.096710205,-1505.708251953,213.530441284,-74.602554321,-1517.215087891,198.475387573,-60.364425659,-1487.078125000,159.939575195,-27.171928406,-1489.944580078,154.952346802,-32.248928070,-1490.763916016,165.439132690,-53.085121155,-1481.056152344,196.719558716,-86.135925293,-1505.209350586,144.815658569,-79.145866394,-1525.165405273,146.120574951,-59.549625397,-1530.196289063,156.746139526,-69.307762146,-1526.671264648,145.078292847,-59.734970093,-1534.933593750,144.316741943,-56.900875092,-1526.756958008,
760,66.921600342,-9.534323692,80.215690613,53.862018585,-24.773540497,84.245231628,73.711349487,-28.125135422,82.909957886,136.441635132,-104.391952515,-1460.640380859,122.177093506,-90.536323547,-1461.521972656,141.342346191,-84.964851379,-1460.717407227,,,,,,,,,,146.895629883,-100.456878662,-1526.063598633,143.728713989,-75.081275940,-1505.705078125,213.521026611,-74.581939697,-1517.221923828,198.470077515,-60.354221344,-1487.078002930,159.933227539,-27.161493301,-1489.927612305,154.945968628,-32.238311768,-1490.747924805,165.434570313,-53.077568054,-1481.048706055,196.712112427,-86.119659424,-1505.217529297,144.805191040,-79.123878479,-1525.163696289,146.109008789,-59.525924683,-1530.188354492,156.735275269,-69.285041809,-1526.668090820,145.066055298,-59.709693909,-1534.925415039,144.305633545,-56.878364563,-1526.747680664,
761,66.917327881,-9.551671982,80.383728027,53.851787567,-24.773422241,84.458404541,73.700561523,-28.134660721,83.149726868,136.441680908,-104.393188477,-1460.640869141,122.178451538,-90.536460876,-1461.520263672,141.343109131,-84.965019226,-1460.721435547,,,,,,,,,,146.878952026,-100.465377808,-1526.067382813,143.718353271,-75.087318420,-1505.710815430,213.507659912,-74.591957092,-1517.246093750,198.465179443,-60.360206604,-1487.099853516,159.928833008,-27.166337967,-1489.943237305,154.941177368,-32.243061066,-1490.761596680,165.431533813,-53.081600189,-1481.062744141,196.701461792,-86.127662659,-1505.236083984,144.789566040,-79.132202148,-1525.169311523,146.092803955,-59.534866333,-1530.196533203,156.719619751,-69.293983459,-1526.677978516,145.048583984,-59.719142914,-1534.933349609,144.290420532,-56.886844635,-1526.755737305,
762,66.934417725,-9.570945740,80.510124207,53.859622955,-24.773376465,84.630050659,73.709320068,-28.147083282,83.338882446,136.438476563,-104.393127441,-1460.631835938,122.178314209,-90.536544800,-1461.517578125,141.340988159,-84.964920044,-1460.722290039,,,,,,,,,,146.874618530,-100.498626709,-1526.060546875,143.716003418,-75.110229492,-1505.716674805,213.504943848,-74.624198914,-1517.254394531,198.464187622,-60.376598358,-1487.114868164,159.929443359,-27.182188034,-1489.973510742,154.941497803,-32.259067535,-1490.789184570,165.431106567,-53.093284607,-1481.080322266,196.698562622,-86.153038025,-1505.238037109,144.786361694,-79.164901733,-1525.173095703,146.090423584,-59.570152283,-1530.210205078,156.716873169,-69.328048706,-1526.687011719,145.046051025,-59.756744385,-1534.946899414,144.288299561,-56.920314789,-1526.770751953,
763,66.929435730,-9.589487076,80.654647827,53.851039886,-24.781896591,84.788696289,73.702507019,-28.158843994,83.526153564,136.440979004,-104.392662048,-1460.638793945,122.181213379,-90.537429810,-1461.521972656,141.342834473,-84.966262817,-1460.729125977,,,,,,,,,,146.868194580,-100.496437073,-1526.068847656,143.712051392,-75.108886719,-1505.723388672,213.499404907,-74.621543884,-1517.270751953,198.462600708,-60.375335693,-1487.128540039,159.927062988,-27.181285858,-1489.980590820,154.939056396,-32.258193970,-1490.795898438,165.430267334,-53.092670441,-1481.089233398,196.694808960,-86.151069641,-1505.252563477,144.779785156,-79.162765503,-1525.180297852,146.082931519,-59.567802429,-1530.216674805,156.709976196,-69.325714111,-1526.695434570,145.037902832,-59.754219055,-1534.953247070,144.281234741,-56.918125153,-1526.776855469,
