Number of frames: 4032
Frequency: 100
Units: mm

Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
1, 0.774772584, 0.487185180, 0.402961522, 0.546190679,-0.836776257,-0.038486633, 0.318438500, 0.249912232,-0.914407372,-10.799675941, 6.994503975,70.880241394, 0.307060510,-0.701759875, 0.705714762,-0.097467005, 0.701329648, 0.708385170, 0.079543397, 0.125179127,-0.012536134,-0.992054999,147.423507690,-221.766357422,-1473.259277344, 0.156712204,,,,,,,,,,,,,,
2, 0.773996830, 0.487754196, 0.403763145, 0.547464311,-0.835886896,-0.039697371, 0.318137765, 0.251771569,-0.914001882,-10.785969734, 7.018451691,70.907592773, 0.306324035,-0.701816678, 0.705650747,-0.097521573, 0.701318502, 0.708443046, 0.079124942, 0.124923058,-0.012862482,-0.992083073,147.421524048,-221.766067505,-1473.257080078, 0.157351658,,,,,,,,,,,,,,
3, 0.774051785, 0.487699628, 0.403723836, 0.548182011,-0.835305452,-0.041966975, 0.316765457, 0.253798753,-0.913917840,-10.788931847, 7.047115326,70.890144348, 0.306706876,-0.701789796, 0.705626070,-0.097892009, 0.701322436, 0.708460331, 0.078935146, 0.125051305,-0.013257981,-0.992061675,147.419448853,-221.765350342,-1473.257202148, 0.157236665,,,,,,,,,,,,,,
4, 0.774266660, 0.487576455, 0.403460532, 0.548677623,-0.834874749,-0.044012982, 0.315379292, 0.255447537,-0.913937926,-10.791570663, 7.050153732,70.877655029, 0.306475818,-0.701742768, 0.705655813,-0.098015346, 0.701355100, 0.708428919, 0.078927562, 0.125132591,-0.013356711,-0.992050171,147.420745850,-221.765090942,-1473.256591797, 0.156166911,,,,,,,,,,,,,,
5, 0.774202526, 0.487672001, 0.403468162, 0.548932731,-0.834684014,-0.044447277, 0.315092713, 0.255888075,-0.913913548,-10.801464081, 7.010278225,70.914115906, 0.308059573,-0.701769054, 0.705677152,-0.097672269, 0.701320171, 0.708417475, 0.079339027, 0.125180483,-0.012821852,-0.992051125,147.420989990,-221.767608643,-1473.257568359, 0.156667635,,,,,,,,,,,,,,
6, 0.774155855, 0.487894028, 0.403289169, 0.549344063,-0.834378123,-0.045103598, 0.314489871, 0.256461710,-0.913960338,-10.824778557, 7.008407116,70.941093445, 0.307426900,-0.701695681, 0.705733657,-0.097791210, 0.701363146, 0.708361030, 0.079462826, 0.125351086,-0.012828433,-0.992029488,147.421218872,-221.769271851,-1473.257812500, 0.155887380,,,,,,,,,,,,,,
7, 0.774457514, 0.488199830, 0.402338952, 0.549956679,-0.833882809,-0.046768058, 0.312671334, 0.257488847,-0.914295495,-10.794358253, 7.019334316,70.895675659, 0.305735677,-0.701771677, 0.705658495,-0.097788639, 0.701317370, 0.708433151, 0.079224117, 0.125181884,-0.012983631,-0.992048800,147.424697876,-221.769088745,-1473.258666992, 0.156659231,,,,,,,,,,,,,,
8, 0.774095297, 0.488869548, 0.402222604, 0.550568998,-0.833490610,-0.046552978, 0.312490433, 0.257487714,-0.914357543,-10.801751137, 7.012225151,70.916526794, 0.306824923,-0.701831102, 0.705611885,-0.097698562, 0.701274455, 0.708480358, 0.079181865, 0.125089169,-0.012941210,-0.992061079,147.424392700,-221.768112183,-1473.259155273, 0.158696696,,,,,,,,,,,,,,
9, 0.773861825, 0.489129901, 0.402355343, 0.551042497,-0.833152533,-0.047000512, 0.312234014, 0.258086771,-0.914276302,-10.795557976, 7.031250954,70.902282715, 0.306176901,-0.701807737, 0.705609202,-0.097884908, 0.701290905, 0.708478749, 0.079049550, 0.125127479,-0.013168210,-0.992053270,147.426498413,-221.767944336,-1473.255737305, 0.157602891,,,,,,,,,,,,,,
10, 0.773508430, 0.489362478, 0.402751863, 0.551355124,-0.832955301,-0.046829820, 0.312557518, 0.258282572,-0.914110482,-10.784441948, 7.027533054,70.888046265, 0.306719184,-0.701789320, 0.705645859,-0.097753346, 0.701336980, 0.708442807, 0.078963950, 0.124973238,-0.013141978,-0.992073119,147.428710938,-221.767364502,-1473.255126953, 0.158956423,,,,,,,,,,,,,,
